%% File generated by CATS v.2.1Thu May  9 12:48:25 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 76; Bids: 200; Distribution: matching; Runs: 1; Seed: 51
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 76
bids 209
dummy 25

0	9.11475	32	65	76	#
1	6.15245	32	69	76	#
2	5.53721	32	73	76	#
3	6.83606	36	69	76	#
4	6.15245	36	73	76	#
5	6.83606	40	73	76	#
6	5.48039	49	63	77	#
7	3.69926	49	67	77	#
8	3.32934	49	71	77	#
9	2.9964	49	75	77	#
10	4.11029	53	67	77	#
11	3.69926	53	71	77	#
12	3.32934	53	75	77	#
13	4.11029	57	71	77	#
14	3.69926	57	75	77	#
15	4.11029	61	75	77	#
16	6.5371	57	71	78	#
17	4.41254	57	75	78	#
18	4.90282	61	75	78	#
19	6.76731	4	46	79	#
20	4.56794	4	50	79	#
21	4.11114	4	54	79	#
22	3.70003	4	58	79	#
23	5.07549	8	50	79	#
24	4.56794	8	54	79	#
25	4.11114	8	58	79	#
26	5.07549	12	54	79	#
27	4.56794	12	58	79	#
28	5.07549	16	58	79	#
29	7.80503	21	35	80	#
30	5.26839	21	39	80	#
31	4.74156	21	43	80	#
32	4.2674	21	47	80	#
33	5.85377	25	39	80	#
34	5.26839	25	43	80	#
35	4.74156	25	47	80	#
36	5.85377	29	43	80	#
37	5.26839	29	47	80	#
38	5.85377	33	47	80	#
39	6.55044	26	64	81	#
40	4.42155	26	68	81	#
41	3.97939	26	72	81	#
42	4.91283	30	68	81	#
43	4.42155	30	72	81	#
44	4.91283	34	72	81	#
45	7.04143	30	68	82	#
46	4.75297	30	72	82	#
47	5.28108	34	72	82	#
48	7.13036	21	35	83	#
49	4.813	21	39	83	#
50	4.3317	21	43	83	#
51	3.89853	21	47	83	#
52	5.34777	25	39	83	#
53	4.813	25	43	83	#
54	4.3317	25	47	83	#
55	5.34777	29	43	83	#
56	4.813	29	47	83	#
57	5.34777	33	47	83	#
58	9.5644	24	66	84	#
59	6.45597	24	70	84	#
60	5.81037	24	74	84	#
61	7.1733	28	70	84	#
62	6.45597	28	74	84	#
63	7.1733	32	74	84	#
64	5.57613	6	44	85	#
65	3.76389	6	48	85	#
66	3.3875	6	52	85	#
67	3.04875	6	56	85	#
68	4.1821	10	48	85	#
69	3.76389	10	52	85	#
70	3.3875	10	56	85	#
71	4.1821	14	52	85	#
72	3.76389	14	56	85	#
73	4.1821	18	56	85	#
74	7.58702	47	57	86	#
75	5.12124	47	61	86	#
76	4.60912	47	65	86	#
77	4.1482	47	69	86	#
78	5.69027	51	61	86	#
79	5.12124	51	65	86	#
80	4.60912	51	69	86	#
81	5.69027	55	65	86	#
82	5.12124	55	69	86	#
83	5.69027	59	69	86	#
84	5.76539	25	56	87	#
85	3.89164	25	60	87	#
86	3.50247	25	64	87	#
87	3.15223	25	68	87	#
88	4.32404	29	60	87	#
89	3.89164	29	64	87	#
90	3.50247	29	68	87	#
91	4.32404	33	64	87	#
92	3.89164	33	68	87	#
93	4.32404	37	68	87	#
94	7.45951	23	33	88	#
95	5.03517	23	37	88	#
96	4.53165	23	41	88	#
97	4.07849	23	45	88	#
98	5.59463	27	37	88	#
99	5.03517	27	41	88	#
100	4.53165	27	45	88	#
101	5.59463	31	41	88	#
102	5.03517	31	45	88	#
103	5.59463	35	45	88	#
104	7.35693	6	44	89	#
105	4.96593	6	48	89	#
106	4.46934	6	52	89	#
107	4.0224	6	56	89	#
108	5.5177	10	48	89	#
109	4.96593	10	52	89	#
110	4.46934	10	56	89	#
111	5.5177	14	52	89	#
112	4.96593	14	56	89	#
113	5.5177	18	56	89	#
114	4.89972	12	55	90	#
115	3.30731	12	59	90	#
116	2.97658	12	63	90	#
117	2.67892	12	67	90	#
118	3.67479	16	59	90	#
119	3.30731	16	63	90	#
120	2.97658	16	67	90	#
121	3.67479	20	63	90	#
122	3.30731	20	67	90	#
123	3.67479	24	67	90	#
124	6.85343	57	71	91	#
125	4.62607	57	75	91	#
126	5.14007	61	75	91	#
127	8.5332	6	44	92	#
128	5.75991	6	48	92	#
129	5.18392	6	52	92	#
130	4.66553	6	56	92	#
131	6.3999	10	48	92	#
132	5.75991	10	52	92	#
133	5.18392	10	56	92	#
134	6.3999	14	52	92	#
135	5.75991	14	56	92	#
136	6.3999	18	56	92	#
137	6.34658	20	63	93	#
138	4.28394	20	67	93	#
139	3.85555	20	71	93	#
140	3.46999	20	75	93	#
141	4.75994	24	67	93	#
142	4.28394	24	71	93	#
143	3.85555	24	75	93	#
144	4.75994	28	71	93	#
145	4.28394	28	75	93	#
146	4.75994	32	75	93	#
147	11.851	24	66	94	#
148	7.99944	24	70	94	#
149	7.19949	24	74	94	#
150	8.88826	28	70	94	#
151	7.99944	28	74	94	#
152	8.88826	32	74	94	#
153	8.47763	7	17	95	#
154	5.7224	7	21	95	#
155	5.15016	7	25	95	#
156	4.63515	7	29	95	#
157	6.35822	11	21	95	#
158	5.7224	11	25	95	#
159	5.15016	11	29	95	#
160	6.35822	15	25	95	#
161	5.7224	15	29	95	#
162	6.35822	19	29	95	#
163	7.29545	41	54	96	#
164	4.92443	41	58	96	#
165	4.43199	41	62	96	#
166	3.98879	41	66	96	#
167	5.47159	45	58	96	#
168	4.92443	45	62	96	#
169	4.43199	45	66	96	#
170	5.47159	49	62	96	#
171	4.92443	49	66	96	#
172	5.47159	53	66	96	#
173	3.53019	0	42	97	#
174	3.17717	0	46	97	#
175	2.85945	0	50	97	#
176	3.53019	4	46	97	#
177	3.17717	4	50	97	#
178	3.53019	8	50	97	#
179	5.27457	11	48	98	#
180	3.56033	11	52	98	#
181	3.2043	11	56	98	#
182	2.88387	11	60	98	#
183	3.95592	15	52	98	#
184	3.56033	15	56	98	#
185	3.2043	15	60	98	#
186	3.95592	19	56	98	#
187	3.56033	19	60	98	#
188	3.95592	23	60	98	#
189	7.15785	17	48	99	#
190	4.83155	17	52	99	#
191	4.3484	17	56	99	#
192	3.91356	17	60	99	#
193	5.36839	21	52	99	#
194	4.83155	21	56	99	#
195	4.3484	21	60	99	#
196	5.36839	25	56	99	#
197	4.83155	25	60	99	#
198	5.36839	29	60	99	#
199	6.08421	22	33	100	#
200	4.10685	22	37	100	#
201	3.69616	22	41	100	#
202	3.32654	22	45	100	#
203	4.56316	26	37	100	#
204	4.10685	26	41	100	#
205	3.69616	26	45	100	#
206	4.56316	30	41	100	#
207	4.10685	30	45	100	#
208	4.56316	34	45	100	#
