%% File generated by CATS v.2.1Thu May  9 13:09:08 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 76; Bids: 200; Distribution: scheduling; Runs: 1; Seed: 17
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 76
bids 207
dummy 3

0	11.8794	0	1	2	3	4	5	6	76	#
1	11.8794	1	2	3	4	5	6	7	76	#
2	11.8794	2	3	4	5	6	7	8	76	#
3	11.8794	3	4	5	6	7	8	9	76	#
4	11.8794	4	5	6	7	8	9	10	76	#
5	11.8794	5	6	7	8	9	10	11	76	#
6	11.8794	6	7	8	9	10	11	12	76	#
7	11.8794	7	8	9	10	11	12	13	76	#
8	11.8794	8	9	10	11	12	13	14	76	#
9	11.8794	9	10	11	12	13	14	15	76	#
10	11.8794	10	11	12	13	14	15	16	76	#
11	11.8794	11	12	13	14	15	16	17	76	#
12	11.8794	12	13	14	15	16	17	18	76	#
13	11.8794	13	14	15	16	17	18	19	76	#
14	11.8794	14	15	16	17	18	19	20	76	#
15	11.8794	15	16	17	18	19	20	21	76	#
16	11.8794	16	17	18	19	20	21	22	76	#
17	11.8794	17	18	19	20	21	22	23	76	#
18	11.8794	18	19	20	21	22	23	24	76	#
19	11.8794	19	20	21	22	23	24	25	76	#
20	11.8794	20	21	22	23	24	25	26	76	#
21	11.8794	21	22	23	24	25	26	27	76	#
22	11.8794	22	23	24	25	26	27	28	76	#
23	11.8794	23	24	25	26	27	28	29	76	#
24	6.04391	24	25	26	27	28	29	30	76	#
25	6.04391	25	26	27	28	29	30	31	76	#
26	6.04391	26	27	28	29	30	31	32	76	#
27	6.04391	27	28	29	30	31	32	33	76	#
28	6.04391	28	29	30	31	32	33	34	76	#
29	6.04391	29	30	31	32	33	34	35	76	#
30	6.04391	30	31	32	33	34	35	36	76	#
31	6.04391	31	32	33	34	35	36	37	76	#
32	6.04391	32	33	34	35	36	37	38	76	#
33	6.04391	33	34	35	36	37	38	39	76	#
34	6.04391	34	35	36	37	38	39	40	76	#
35	6.04391	35	36	37	38	39	40	41	76	#
36	6.04391	36	37	38	39	40	41	42	76	#
37	6.04391	37	38	39	40	41	42	43	76	#
38	6.04391	38	39	40	41	42	43	44	76	#
39	6.04391	39	40	41	42	43	44	45	76	#
40	6.04391	40	41	42	43	44	45	46	76	#
41	6.04391	41	42	43	44	45	46	47	76	#
42	6.04391	42	43	44	45	46	47	48	76	#
43	6.04391	43	44	45	46	47	48	49	76	#
44	6.04391	44	45	46	47	48	49	50	76	#
45	6.04391	45	46	47	48	49	50	51	76	#
46	6.04391	46	47	48	49	50	51	52	76	#
47	6.04391	47	48	49	50	51	52	53	76	#
48	6.04391	48	49	50	51	52	53	54	76	#
49	6.04391	49	50	51	52	53	54	55	76	#
50	6.04391	50	51	52	53	54	55	56	76	#
51	6.04391	51	52	53	54	55	56	57	76	#
52	4.9928	52	53	54	55	56	57	58	76	#
53	4.9928	53	54	55	56	57	58	59	76	#
54	4.9928	54	55	56	57	58	59	60	76	#
55	4.9928	55	56	57	58	59	60	61	76	#
56	4.9928	56	57	58	59	60	61	62	76	#
57	4.9928	57	58	59	60	61	62	63	76	#
58	4.9928	58	59	60	61	62	63	64	76	#
59	4.9928	59	60	61	62	63	64	65	76	#
60	4.9928	60	61	62	63	64	65	66	76	#
61	4.9928	61	62	63	64	65	66	67	76	#
62	4.9928	62	63	64	65	66	67	68	76	#
63	4.9928	63	64	65	66	67	68	69	76	#
64	2.19454	0	1	2	77	#
65	2.19454	1	2	3	77	#
66	2.19454	2	3	4	77	#
67	2.19454	3	4	5	77	#
68	2.19454	4	5	6	77	#
69	2.19454	5	6	7	77	#
70	2.19454	6	7	8	77	#
71	2.19454	7	8	9	77	#
72	2.19454	8	9	10	77	#
73	2.19454	9	10	11	77	#
74	2.19454	10	11	12	77	#
75	2.19454	11	12	13	77	#
76	2.19454	12	13	14	77	#
77	2.19454	13	14	15	77	#
78	2.19454	14	15	16	77	#
79	2.19454	15	16	17	77	#
80	2.19454	16	17	18	77	#
81	2.19454	17	18	19	77	#
82	2.19454	18	19	20	77	#
83	2.19454	19	20	21	77	#
84	2.19454	20	21	22	77	#
85	2.19454	21	22	23	77	#
86	2.19454	22	23	24	77	#
87	2.19454	23	24	25	77	#
88	2.19454	24	25	26	77	#
89	2.19454	25	26	27	77	#
90	2.19454	26	27	28	77	#
91	2.19454	27	28	29	77	#
92	2.19454	28	29	30	77	#
93	2.19454	29	30	31	77	#
94	2.19454	30	31	32	77	#
95	2.19454	31	32	33	77	#
96	2.19454	32	33	34	77	#
97	2.19454	33	34	35	77	#
98	2.19454	34	35	36	77	#
99	2.19454	35	36	37	77	#
100	2.19454	36	37	38	77	#
101	2.19454	37	38	39	77	#
102	2.19454	38	39	40	77	#
103	2.19454	39	40	41	77	#
104	2.19454	40	41	42	77	#
105	2.19454	41	42	43	77	#
106	2.19454	42	43	44	77	#
107	2.19454	43	44	45	77	#
108	2.19454	44	45	46	77	#
109	2.19454	45	46	47	77	#
110	2.19454	46	47	48	77	#
111	2.19454	47	48	49	77	#
112	2.19454	48	49	50	77	#
113	2.19454	49	50	51	77	#
114	2.19454	50	51	52	77	#
115	2.19454	51	52	53	77	#
116	2.19454	52	53	54	77	#
117	2.19454	53	54	55	77	#
118	2.19454	54	55	56	77	#
119	2.19454	55	56	57	77	#
120	2.19454	56	57	58	77	#
121	2.19454	57	58	59	77	#
122	2.19454	58	59	60	77	#
123	2.19454	59	60	61	77	#
124	2.19454	60	61	62	77	#
125	2.19454	61	62	63	77	#
126	2.19454	62	63	64	77	#
127	2.19454	63	64	65	77	#
128	2.19454	64	65	66	77	#
129	2.19454	65	66	67	77	#
130	2.19454	66	67	68	77	#
131	0.918477	0	78	#
132	0.918477	1	78	#
133	0.918477	2	78	#
134	0.918477	3	78	#
135	0.918477	4	78	#
136	0.918477	5	78	#
137	0.918477	6	78	#
138	0.918477	7	78	#
139	0.918477	8	78	#
140	0.918477	9	78	#
141	0.918477	10	78	#
142	0.918477	11	78	#
143	0.918477	12	78	#
144	0.918477	13	78	#
145	0.918477	14	78	#
146	0.918477	15	78	#
147	0.918477	16	78	#
148	0.918477	17	78	#
149	0.918477	18	78	#
150	0.918477	19	78	#
151	0.918477	20	78	#
152	0.918477	21	78	#
153	0.918477	22	78	#
154	0.918477	23	78	#
155	0.918477	24	78	#
156	0.918477	25	78	#
157	0.918477	26	78	#
158	0.918477	27	78	#
159	0.918477	28	78	#
160	0.918477	29	78	#
161	0.918477	30	78	#
162	0.918477	31	78	#
163	0.918477	32	78	#
164	0.918477	33	78	#
165	0.918477	34	78	#
166	0.918477	35	78	#
167	0.918477	36	78	#
168	0.918477	37	78	#
169	0.918477	38	78	#
170	0.918477	39	78	#
171	0.918477	40	78	#
172	0.918477	41	78	#
173	0.918477	42	78	#
174	0.918477	43	78	#
175	0.918477	44	78	#
176	0.918477	45	78	#
177	0.918477	46	78	#
178	0.918477	47	78	#
179	0.918477	48	78	#
180	0.918477	49	78	#
181	0.918477	50	78	#
182	0.918477	51	78	#
183	0.918477	52	78	#
184	0.918477	53	78	#
185	0.918477	54	78	#
186	0.918477	55	78	#
187	0.918477	56	78	#
188	0.918477	57	78	#
189	0.918477	58	78	#
190	0.918477	59	78	#
191	0.918477	60	78	#
192	0.918477	61	78	#
193	0.918477	62	78	#
194	0.918477	63	78	#
195	0.918477	64	78	#
196	0.918477	65	78	#
197	0.918477	66	78	#
198	0.918477	67	78	#
199	0.918477	68	78	#
200	0.918477	69	78	#
201	0.918477	70	78	#
202	0.918477	71	78	#
203	0.918477	72	78	#
204	0.918477	73	78	#
205	0.918477	74	78	#
206	0.906231	75	78	#
