%% File generated by CATS v.2.1Thu May  9 13:09:08 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 76; Bids: 200; Distribution: scheduling; Runs: 1; Seed: 25
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 76
bids 204
dummy 3

0	14.7698	0	1	2	3	4	5	6	7	8	76	#
1	14.7698	1	2	3	4	5	6	7	8	9	76	#
2	14.7698	2	3	4	5	6	7	8	9	10	76	#
3	14.7698	3	4	5	6	7	8	9	10	11	76	#
4	14.7698	4	5	6	7	8	9	10	11	12	76	#
5	14.7698	5	6	7	8	9	10	11	12	13	76	#
6	14.7698	6	7	8	9	10	11	12	13	14	76	#
7	14.7698	7	8	9	10	11	12	13	14	15	76	#
8	14.7698	8	9	10	11	12	13	14	15	16	76	#
9	14.7698	9	10	11	12	13	14	15	16	17	76	#
10	6.12408	10	11	12	13	14	15	16	17	18	76	#
11	6.12408	11	12	13	14	15	16	17	18	19	76	#
12	6.12408	12	13	14	15	16	17	18	19	20	76	#
13	6.12408	13	14	15	16	17	18	19	20	21	76	#
14	6.12408	14	15	16	17	18	19	20	21	22	76	#
15	6.12408	15	16	17	18	19	20	21	22	23	76	#
16	6.12408	16	17	18	19	20	21	22	23	24	76	#
17	6.12408	17	18	19	20	21	22	23	24	25	76	#
18	6.12408	18	19	20	21	22	23	24	25	26	76	#
19	6.12408	19	20	21	22	23	24	25	26	27	76	#
20	6.12408	20	21	22	23	24	25	26	27	28	76	#
21	6.12408	21	22	23	24	25	26	27	28	29	76	#
22	6.12408	22	23	24	25	26	27	28	29	30	76	#
23	6.12408	23	24	25	26	27	28	29	30	31	76	#
24	6.12408	24	25	26	27	28	29	30	31	32	76	#
25	6.12408	25	26	27	28	29	30	31	32	33	76	#
26	6.12408	26	27	28	29	30	31	32	33	34	76	#
27	6.12408	27	28	29	30	31	32	33	34	35	76	#
28	6.12408	28	29	30	31	32	33	34	35	36	76	#
29	6.12408	29	30	31	32	33	34	35	36	37	76	#
30	6.12408	30	31	32	33	34	35	36	37	38	76	#
31	6.12408	31	32	33	34	35	36	37	38	39	76	#
32	6.12408	32	33	34	35	36	37	38	39	40	76	#
33	6.12408	33	34	35	36	37	38	39	40	41	76	#
34	3.98551	34	35	36	37	38	39	40	41	42	76	#
35	3.98551	35	36	37	38	39	40	41	42	43	76	#
36	3.98551	36	37	38	39	40	41	42	43	44	76	#
37	3.98551	37	38	39	40	41	42	43	44	45	76	#
38	3.98551	38	39	40	41	42	43	44	45	46	76	#
39	3.98551	39	40	41	42	43	44	45	46	47	76	#
40	3.98551	40	41	42	43	44	45	46	47	48	76	#
41	3.98551	41	42	43	44	45	46	47	48	49	76	#
42	3.98551	42	43	44	45	46	47	48	49	50	76	#
43	3.98551	43	44	45	46	47	48	49	50	51	76	#
44	3.98551	44	45	46	47	48	49	50	51	52	76	#
45	3.98551	45	46	47	48	49	50	51	52	53	76	#
46	3.98551	46	47	48	49	50	51	52	53	54	76	#
47	3.98551	47	48	49	50	51	52	53	54	55	76	#
48	3.98551	48	49	50	51	52	53	54	55	56	76	#
49	3.98551	49	50	51	52	53	54	55	56	57	76	#
50	3.98551	50	51	52	53	54	55	56	57	58	76	#
51	3.98551	51	52	53	54	55	56	57	58	59	76	#
52	3.98551	52	53	54	55	56	57	58	59	60	76	#
53	3.98551	53	54	55	56	57	58	59	60	61	76	#
54	3.98551	54	55	56	57	58	59	60	61	62	76	#
55	3.98551	55	56	57	58	59	60	61	62	63	76	#
56	9.27282	0	1	2	3	4	77	#
57	9.27282	1	2	3	4	5	77	#
58	9.27282	2	3	4	5	6	77	#
59	9.27282	3	4	5	6	7	77	#
60	9.27282	4	5	6	7	8	77	#
61	9.27282	5	6	7	8	9	77	#
62	9.27282	6	7	8	9	10	77	#
63	6.18188	7	8	9	10	11	77	#
64	6.18188	8	9	10	11	12	77	#
65	6.18188	9	10	11	12	13	77	#
66	6.18188	10	11	12	13	14	77	#
67	6.18188	11	12	13	14	15	77	#
68	4.63641	12	13	14	15	16	77	#
69	4.63641	13	14	15	16	17	77	#
70	4.63641	14	15	16	17	18	77	#
71	4.63641	15	16	17	18	19	77	#
72	4.63641	16	17	18	19	20	77	#
73	1.30603	17	18	19	20	21	77	#
74	1.30603	18	19	20	21	22	77	#
75	1.30603	19	20	21	22	23	77	#
76	1.30603	20	21	22	23	24	77	#
77	1.30603	21	22	23	24	25	77	#
78	1.30603	22	23	24	25	26	77	#
79	1.30603	23	24	25	26	27	77	#
80	1.30603	24	25	26	27	28	77	#
81	1.30603	25	26	27	28	29	77	#
82	1.30603	26	27	28	29	30	77	#
83	1.30603	27	28	29	30	31	77	#
84	1.30603	28	29	30	31	32	77	#
85	1.30603	29	30	31	32	33	77	#
86	1.30603	30	31	32	33	34	77	#
87	1.30603	31	32	33	34	35	77	#
88	1.30603	32	33	34	35	36	77	#
89	1.30603	33	34	35	36	37	77	#
90	1.30603	34	35	36	37	38	77	#
91	1.30603	35	36	37	38	39	77	#
92	1.30603	36	37	38	39	40	77	#
93	1.30603	37	38	39	40	41	77	#
94	1.30603	38	39	40	41	42	77	#
95	1.30603	39	40	41	42	43	77	#
96	1.30603	40	41	42	43	44	77	#
97	1.30603	41	42	43	44	45	77	#
98	1.30603	42	43	44	45	46	77	#
99	1.30603	43	44	45	46	47	77	#
100	1.30603	44	45	46	47	48	77	#
101	1.30603	45	46	47	48	49	77	#
102	1.30603	46	47	48	49	50	77	#
103	1.30603	47	48	49	50	51	77	#
104	1.30603	48	49	50	51	52	77	#
105	1.30603	49	50	51	52	53	77	#
106	1.30603	50	51	52	53	54	77	#
107	1.30603	51	52	53	54	55	77	#
108	1.30603	52	53	54	55	56	77	#
109	1.30603	53	54	55	56	57	77	#
110	1.30603	54	55	56	57	58	77	#
111	1.30603	55	56	57	58	59	77	#
112	1.30603	56	57	58	59	60	77	#
113	1.30603	57	58	59	60	61	77	#
114	1.30603	58	59	60	61	62	77	#
115	1.30603	59	60	61	62	63	77	#
116	1.30603	60	61	62	63	64	77	#
117	1.30603	61	62	63	64	65	77	#
118	1.30603	62	63	64	65	66	77	#
119	1.30603	63	64	65	66	67	77	#
120	1.30603	64	65	66	67	68	77	#
121	1.30603	65	66	67	68	69	77	#
122	1.30603	66	67	68	69	70	77	#
123	1.30603	67	68	69	70	71	77	#
124	1.23638	68	69	70	71	72	77	#
125	1.23638	69	70	71	72	73	77	#
126	1.23638	70	71	72	73	74	77	#
127	1.23638	71	72	73	74	75	77	#
128	0.578975	0	78	#
129	0.578975	1	78	#
130	0.578975	2	78	#
131	0.578975	3	78	#
132	0.578975	4	78	#
133	0.578975	5	78	#
134	0.578975	6	78	#
135	0.578975	7	78	#
136	0.578975	8	78	#
137	0.578975	9	78	#
138	0.578975	10	78	#
139	0.578975	11	78	#
140	0.578975	12	78	#
141	0.578975	13	78	#
142	0.578975	14	78	#
143	0.578975	15	78	#
144	0.578975	16	78	#
145	0.578975	17	78	#
146	0.578975	18	78	#
147	0.578975	19	78	#
148	0.578975	20	78	#
149	0.578975	21	78	#
150	0.578975	22	78	#
