%% File generated by CATS v.2.1Thu May  9 13:09:08 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 76; Bids: 200; Distribution: scheduling; Runs: 1; Seed: 90
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 76
bids 201
dummy 4

0	9.07068	0	1	2	3	4	5	76	#
1	9.07068	1	2	3	4	5	6	76	#
2	9.07068	2	3	4	5	6	7	76	#
3	9.07068	3	4	5	6	7	8	76	#
4	9.07068	4	5	6	7	8	9	76	#
5	9.07068	5	6	7	8	9	10	76	#
6	9.07068	6	7	8	9	10	11	76	#
7	9.07068	7	8	9	10	11	12	76	#
8	9.07068	8	9	10	11	12	13	76	#
9	9.07068	9	10	11	12	13	14	76	#
10	9.07068	10	11	12	13	14	15	76	#
11	9.07068	11	12	13	14	15	16	76	#
12	7.63846	12	13	14	15	16	17	76	#
13	7.63846	13	14	15	16	17	18	76	#
14	7.63846	14	15	16	17	18	19	76	#
15	2.45984	15	16	17	18	19	20	76	#
16	2.45984	16	17	18	19	20	21	76	#
17	2.45984	17	18	19	20	21	22	76	#
18	2.45984	18	19	20	21	22	23	76	#
19	2.45984	19	20	21	22	23	24	76	#
20	2.45984	20	21	22	23	24	25	76	#
21	2.45984	21	22	23	24	25	26	76	#
22	2.45984	22	23	24	25	26	27	76	#
23	2.45984	23	24	25	26	27	28	76	#
24	2.45984	24	25	26	27	28	29	76	#
25	2.45984	25	26	27	28	29	30	76	#
26	2.45984	26	27	28	29	30	31	76	#
27	2.45984	27	28	29	30	31	32	76	#
28	2.45984	28	29	30	31	32	33	76	#
29	2.45984	29	30	31	32	33	34	76	#
30	2.45984	30	31	32	33	34	35	76	#
31	2.45984	31	32	33	34	35	36	76	#
32	2.45984	32	33	34	35	36	37	76	#
33	2.45984	33	34	35	36	37	38	76	#
34	2.45984	34	35	36	37	38	39	76	#
35	2.45984	35	36	37	38	39	40	76	#
36	2.45984	36	37	38	39	40	41	76	#
37	2.45984	37	38	39	40	41	42	76	#
38	2.45984	38	39	40	41	42	43	76	#
39	2.45984	39	40	41	42	43	44	76	#
40	2.45984	40	41	42	43	44	45	76	#
41	2.45984	41	42	43	44	45	46	76	#
42	2.45984	42	43	44	45	46	47	76	#
43	2.45984	43	44	45	46	47	48	76	#
44	2.45984	44	45	46	47	48	49	76	#
45	2.45984	45	46	47	48	49	50	76	#
46	2.45984	46	47	48	49	50	51	76	#
47	2.45984	47	48	49	50	51	52	76	#
48	2.45984	48	49	50	51	52	53	76	#
49	2.45984	49	50	51	52	53	54	76	#
50	2.45984	50	51	52	53	54	55	76	#
51	2.45984	51	52	53	54	55	56	76	#
52	2.45984	52	53	54	55	56	57	76	#
53	2.45984	53	54	55	56	57	58	76	#
54	2.45984	54	55	56	57	58	59	76	#
55	7.50885	0	1	2	3	4	5	6	7	77	#
56	7.50885	1	2	3	4	5	6	7	8	77	#
57	7.50885	2	3	4	5	6	7	8	9	77	#
58	7.50885	3	4	5	6	7	8	9	10	77	#
59	7.50885	4	5	6	7	8	9	10	11	77	#
60	7.50885	5	6	7	8	9	10	11	12	77	#
61	7.50885	6	7	8	9	10	11	12	13	77	#
62	7.50885	7	8	9	10	11	12	13	14	77	#
63	7.50885	8	9	10	11	12	13	14	15	77	#
64	7.50885	9	10	11	12	13	14	15	16	77	#
65	7.50885	10	11	12	13	14	15	16	17	77	#
66	7.50885	11	12	13	14	15	16	17	18	77	#
67	7.50885	12	13	14	15	16	17	18	19	77	#
68	7.50885	13	14	15	16	17	18	19	20	77	#
69	7.50885	14	15	16	17	18	19	20	21	77	#
70	7.50885	15	16	17	18	19	20	21	22	77	#
71	7.50885	16	17	18	19	20	21	22	23	77	#
72	7.50885	17	18	19	20	21	22	23	24	77	#
73	7.50885	18	19	20	21	22	23	24	25	77	#
74	7.50885	19	20	21	22	23	24	25	26	77	#
75	7.50885	20	21	22	23	24	25	26	27	77	#
76	7.50885	21	22	23	24	25	26	27	28	77	#
77	7.50885	22	23	24	25	26	27	28	29	77	#
78	7.50885	23	24	25	26	27	28	29	30	77	#
79	7.50885	24	25	26	27	28	29	30	31	77	#
80	7.50885	25	26	27	28	29	30	31	32	77	#
81	7.50885	26	27	28	29	30	31	32	33	77	#
82	7.50885	27	28	29	30	31	32	33	34	77	#
83	7.50885	28	29	30	31	32	33	34	35	77	#
84	7.50885	29	30	31	32	33	34	35	36	77	#
85	7.50885	30	31	32	33	34	35	36	37	77	#
86	7.50885	31	32	33	34	35	36	37	38	77	#
87	7.50885	32	33	34	35	36	37	38	39	77	#
88	7.50885	33	34	35	36	37	38	39	40	77	#
89	7.50885	34	35	36	37	38	39	40	41	77	#
90	7.50885	35	36	37	38	39	40	41	42	77	#
91	7.50885	36	37	38	39	40	41	42	43	77	#
92	7.50885	37	38	39	40	41	42	43	44	77	#
93	7.50885	38	39	40	41	42	43	44	45	77	#
94	5.27966	39	40	41	42	43	44	45	46	77	#
95	5.27966	40	41	42	43	44	45	46	47	77	#
96	5.27966	41	42	43	44	45	46	47	48	77	#
97	5.27966	42	43	44	45	46	47	48	49	77	#
98	5.27966	43	44	45	46	47	48	49	50	77	#
99	5.27966	44	45	46	47	48	49	50	51	77	#
100	5.27966	45	46	47	48	49	50	51	52	77	#
101	5.27966	46	47	48	49	50	51	52	53	77	#
102	5.27966	47	48	49	50	51	52	53	54	77	#
103	5.27966	48	49	50	51	52	53	54	55	77	#
104	5.27966	49	50	51	52	53	54	55	56	77	#
105	5.27966	50	51	52	53	54	55	56	57	77	#
106	5.27966	51	52	53	54	55	56	57	58	77	#
107	5.27966	52	53	54	55	56	57	58	59	77	#
108	5.27966	53	54	55	56	57	58	59	60	77	#
109	5.27966	54	55	56	57	58	59	60	61	77	#
110	5.27966	55	56	57	58	59	60	61	62	77	#
111	5.27966	56	57	58	59	60	61	62	63	77	#
112	5.27966	57	58	59	60	61	62	63	64	77	#
113	5.11967	58	59	60	61	62	63	64	65	77	#
114	5.11967	59	60	61	62	63	64	65	66	77	#
115	4.56619	60	61	62	63	64	65	66	67	77	#
116	4.56619	61	62	63	64	65	66	67	68	77	#
117	4.56619	62	63	64	65	66	67	68	69	77	#
118	4.56619	63	64	65	66	67	68	69	70	77	#
119	4.56619	64	65	66	67	68	69	70	71	77	#
120	4.56619	65	66	67	68	69	70	71	72	77	#
121	4.56619	66	67	68	69	70	71	72	73	77	#
122	4.56619	67	68	69	70	71	72	73	74	77	#
123	4.50531	68	69	70	71	72	73	74	75	77	#
124	4.86571	0	1	2	3	4	5	78	#
125	4.86571	1	2	3	4	5	6	78	#
126	4.86571	2	3	4	5	6	7	78	#
127	4.86571	3	4	5	6	7	8	78	#
128	4.86571	4	5	6	7	8	9	78	#
129	4.86571	5	6	7	8	9	10	78	#
130	2.5609	6	7	8	9	10	11	78	#
131	2.5609	7	8	9	10	11	12	78	#
132	2.5609	8	9	10	11	12	13	78	#
133	2.5609	9	10	11	12	13	14	78	#
134	2.5609	10	11	12	13	14	15	78	#
135	2.5609	11	12	13	14	15	16	78	#
136	2.5609	12	13	14	15	16	17	78	#
137	2.5609	13	14	15	16	17	18	78	#
138	2.5609	14	15	16	17	18	19	78	#
139	10.8779	0	1	2	3	4	5	79	#
140	10.8779	1	2	3	4	5	6	79	#
141	10.8779	2	3	4	5	6	7	79	#
142	10.8779	3	4	5	6	7	8	79	#
143	10.8779	4	5	6	7	8	9	79	#
144	10.8779	5	6	7	8	9	10	79	#
145	10.8779	6	7	8	9	10	11	79	#
146	10.8779	7	8	9	10	11	12	79	#
147	10.8779	8	9	10	11	12	13	79	#
148	10.8779	9	10	11	12	13	14	79	#
149	10.8779	10	11	12	13	14	15	79	#
150	10.8779	11	12	13	14	15	16	79	#
151	10.8779	12	13	14	15	16	17	79	#
152	10.8779	13	14	15	16	17	18	79	#
153	10.8779	14	15	16	17	18	19	79	#
154	10.8779	15	16	17	18	19	20	79	#
155	10.8779	16	17	18	19	20	21	79	#
156	10.8779	17	18	19	20	21	22	79	#
157	10.8779	18	19	20	21	22	23	79	#
158	10.8779	19	20	21	22	23	24	79	#
159	10.8779	20	21	22	23	24	25	79	#
160	10.8779	21	22	23	24	25	26	79	#
161	10.8779	22	23	24	25	26	27	79	#
162	10.8779	23	24	25	26	27	28	79	#
163	10.8779	24	25	26	27	28	29	79	#
164	10.8779	25	26	27	28	29	30	79	#
165	10.8779	26	27	28	29	30	31	79	#
166	10.8779	27	28	29	30	31	32	79	#
167	10.8779	28	29	30	31	32	33	79	#
168	10.8779	29	30	31	32	33	34	79	#
169	10.8779	30	31	32	33	34	35	79	#
170	10.8779	31	32	33	34	35	36	79	#
171	10.8779	32	33	34	35	36	37	79	#
172	10.8779	33	34	35	36	37	38	79	#
173	10.8779	34	35	36	37	38	39	79	#
174	10.8779	35	36	37	38	39	40	79	#
175	10.8779	36	37	38	39	40	41	79	#
176	10.8779	37	38	39	40	41	42	79	#
177	10.8779	38	39	40	41	42	43	79	#
178	10.8779	39	40	41	42	43	44	79	#
179	10.8779	40	41	42	43	44	45	79	#
180	10.8779	41	42	43	44	45	46	79	#
181	10.8779	42	43	44	45	46	47	79	#
182	10.8779	43	44	45	46	47	48	79	#
183	10.8779	44	45	46	47	48	49	79	#
184	10.8779	45	46	47	48	49	50	79	#
185	10.8779	46	47	48	49	50	51	79	#
186	10.8779	47	48	49	50	51	52	79	#
187	10.8779	48	49	50	51	52	53	79	#
188	10.8779	49	50	51	52	53	54	79	#
189	10.8779	50	51	52	53	54	55	79	#
190	10.8779	51	52	53	54	55	56	79	#
191	10.8779	52	53	54	55	56	57	79	#
192	10.8779	53	54	55	56	57	58	79	#
193	10.8779	54	55	56	57	58	59	79	#
194	10.8779	55	56	57	58	59	60	79	#
195	10.8779	56	57	58	59	60	61	79	#
196	10.8779	57	58	59	60	61	62	79	#
197	10.8779	58	59	60	61	62	63	79	#
198	10.8779	59	60	61	62	63	64	79	#
199	10.8779	60	61	62	63	64	65	79	#
200	10.8779	61	62	63	64	65	66	79	#
