%% File generated by CATS v.2.1Thu May  9 12:48:25 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 76; Bids: 200; Distribution: matching; Runs: 1; Seed: 44
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 76
bids 206
dummy 24

0	8.75146	30	68	76	#
1	5.90723	30	72	76	#
2	6.56359	34	72	76	#
3	3.70117	16	58	77	#
4	2.49829	16	62	77	#
5	2.24846	16	66	77	#
6	2.02361	16	70	77	#
7	2.77588	20	62	77	#
8	2.49829	20	66	77	#
9	2.24846	20	70	77	#
10	2.77588	24	66	77	#
11	2.49829	24	70	77	#
12	2.77588	28	70	77	#
13	7.63431	29	42	78	#
14	5.15316	29	46	78	#
15	4.63784	29	50	78	#
16	4.17406	29	54	78	#
17	5.72573	33	46	78	#
18	5.15316	33	50	78	#
19	4.63784	33	54	78	#
20	5.72573	37	50	78	#
21	5.15316	37	54	78	#
22	5.72573	41	54	78	#
23	8.19094	21	35	79	#
24	5.52889	21	39	79	#
25	4.976	21	43	79	#
26	4.4784	21	47	79	#
27	6.14321	25	39	79	#
28	5.52889	25	43	79	#
29	4.976	25	47	79	#
30	6.14321	29	43	79	#
31	5.52889	29	47	79	#
32	6.14321	33	47	79	#
33	5.18043	4	47	80	#
34	3.49679	4	51	80	#
35	3.14711	4	55	80	#
36	2.8324	4	59	80	#
37	3.88532	8	51	80	#
38	3.49679	8	55	80	#
39	3.14711	8	59	80	#
40	3.88532	12	55	80	#
41	3.49679	12	59	80	#
42	3.88532	16	59	80	#
43	3.43216	0	43	81	#
44	2.31671	0	47	81	#
45	2.08504	0	51	81	#
46	1.87653	0	55	81	#
47	2.57412	4	47	81	#
48	2.31671	4	51	81	#
49	2.08504	4	55	81	#
50	2.57412	8	51	81	#
51	2.31671	8	55	81	#
52	2.57412	12	55	81	#
53	5.99675	33	47	82	#
54	4.04781	33	51	82	#
55	3.64303	33	55	82	#
56	3.27872	33	59	82	#
57	4.49756	37	51	82	#
58	4.04781	37	55	82	#
59	3.64303	37	59	82	#
60	4.49756	41	55	82	#
61	4.04781	41	59	82	#
62	4.49756	45	59	82	#
63	8.50935	13	26	83	#
64	5.74381	13	30	83	#
65	5.16943	13	34	83	#
66	4.65248	13	38	83	#
67	6.38201	17	30	83	#
68	5.74381	17	34	83	#
69	5.16943	17	38	83	#
70	6.38201	21	34	83	#
71	5.74381	21	38	83	#
72	6.38201	25	38	83	#
73	9.58453	37	51	84	#
74	6.46956	37	55	84	#
75	5.8226	37	59	84	#
76	5.24034	37	63	84	#
77	7.1884	41	55	84	#
78	6.46956	41	59	84	#
79	5.8226	41	63	84	#
80	7.1884	45	59	84	#
81	6.46956	45	63	84	#
82	7.1884	49	63	84	#
83	12.2422	45	58	85	#
84	8.26349	45	62	85	#
85	7.43714	45	66	85	#
86	6.69343	45	70	85	#
87	9.18166	49	62	85	#
88	8.26349	49	66	85	#
89	7.43714	49	70	85	#
90	9.18166	53	66	85	#
91	8.26349	53	70	85	#
92	9.18166	57	70	85	#
93	5.24047	0	43	86	#
94	4.71642	0	47	86	#
95	4.24478	0	51	86	#
96	5.24047	4	47	86	#
97	4.71642	4	51	86	#
98	5.24047	8	51	86	#
99	9.45543	5	36	87	#
100	6.38241	5	40	87	#
101	5.74417	5	44	87	#
102	5.16976	5	48	87	#
103	7.09157	9	40	87	#
104	6.38241	9	44	87	#
105	5.74417	9	48	87	#
106	7.09157	13	44	87	#
107	6.38241	13	48	87	#
108	7.09157	17	48	87	#
109	7.43576	12	54	88	#
110	5.01914	12	58	88	#
111	4.51722	12	62	88	#
112	4.0655	12	66	88	#
113	5.57682	16	58	88	#
114	5.01914	16	62	88	#
115	4.51722	16	66	88	#
116	5.57682	20	62	88	#
117	5.01914	20	66	88	#
118	5.57682	24	66	88	#
119	5.56876	17	30	89	#
120	3.75891	17	34	89	#
121	3.38302	17	38	89	#
122	3.04472	17	42	89	#
123	4.17657	21	34	89	#
124	3.75891	21	38	89	#
125	3.38302	21	42	89	#
126	4.17657	25	38	89	#
127	3.75891	25	42	89	#
128	4.17657	29	42	89	#
129	4.41533	4	37	90	#
130	2.98035	4	41	90	#
131	2.68232	4	45	90	#
132	2.41408	4	49	90	#
133	3.3115	8	41	90	#
134	2.98035	8	45	90	#
135	2.68232	8	49	90	#
136	3.3115	12	45	90	#
137	2.98035	12	49	90	#
138	3.3115	16	49	90	#
139	5.78003	0	33	91	#
140	3.90152	0	37	91	#
141	3.51137	0	41	91	#
142	3.16023	0	45	91	#
143	4.33502	4	37	91	#
144	3.90152	4	41	91	#
145	3.51137	4	45	91	#
146	4.33502	8	41	91	#
147	3.90152	8	45	91	#
148	4.33502	12	45	91	#
149	3.30664	1	15	92	#
150	2.97597	1	19	92	#
151	2.67838	1	23	92	#
152	3.30664	5	19	92	#
153	2.97597	5	23	92	#
154	3.30664	9	23	92	#
155	3.68205	31	68	93	#
156	2.48539	31	72	93	#
157	2.76154	35	72	93	#
158	6.03022	54	65	94	#
159	4.0704	54	69	94	#
160	3.66336	54	73	94	#
161	4.52266	58	69	94	#
162	4.0704	58	73	94	#
163	4.52266	62	73	94	#
164	9.68369	47	57	95	#
165	6.53649	47	61	95	#
166	5.88284	47	65	95	#
167	5.29456	47	69	95	#
168	7.26277	51	61	95	#
169	6.53649	51	65	95	#
170	5.88284	51	69	95	#
171	7.26277	55	65	95	#
172	6.53649	55	69	95	#
173	7.26277	59	69	95	#
174	4.97244	7	44	96	#
175	3.3564	7	48	96	#
176	3.02076	7	52	96	#
177	2.71868	7	56	96	#
178	3.72933	11	48	96	#
179	3.3564	11	52	96	#
180	3.02076	11	56	96	#
181	3.72933	15	52	96	#
182	3.3564	15	56	96	#
183	3.72933	19	56	96	#
184	8.06356	27	64	97	#
185	5.4429	27	68	97	#
186	4.89861	27	72	97	#
187	6.04767	31	68	97	#
188	5.4429	31	72	97	#
189	6.04767	35	72	97	#
190	7.10537	24	66	98	#
191	4.79612	24	70	98	#
192	4.31651	24	74	98	#
193	5.32902	28	70	98	#
194	4.79612	28	74	98	#
195	5.32902	32	74	98	#
196	6.62284	23	60	99	#
197	4.47042	23	64	99	#
198	4.02338	23	68	99	#
199	3.62104	23	72	99	#
200	4.96713	27	64	99	#
201	4.47042	27	68	99	#
202	4.02338	27	72	99	#
203	4.96713	31	68	99	#
204	4.47042	31	72	99	#
205	4.96713	35	72	99	#
