%% File generated by CATS v.2.1Thu May  9 13:09:06 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 16; Bids: 20; Distribution: scheduling; Runs: 1; Seed: 56
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 16
bids 21
dummy 2

0	9.8069	0	1	2	3	4	5	6	16	#
1	9.8069	1	2	3	4	5	6	7	16	#
2	9.8069	2	3	4	5	6	7	8	16	#
3	9.8069	3	4	5	6	7	8	9	16	#
4	9.8069	4	5	6	7	8	9	10	16	#
5	9.8069	5	6	7	8	9	10	11	16	#
6	9.8069	6	7	8	9	10	11	12	16	#
7	9.8069	7	8	9	10	11	12	13	16	#
8	9.8069	8	9	10	11	12	13	14	16	#
9	4.70601	0	1	2	3	4	17	#
10	4.70601	1	2	3	4	5	17	#
11	4.70601	2	3	4	5	6	17	#
12	4.70601	3	4	5	6	7	17	#
13	4.70601	4	5	6	7	8	17	#
14	4.70601	5	6	7	8	9	17	#
15	4.23541	6	7	8	9	10	17	#
16	3.258	7	8	9	10	11	17	#
17	3.258	8	9	10	11	12	17	#
18	3.258	9	10	11	12	13	17	#
19	2.8236	10	11	12	13	14	17	#
20	2.8236	11	12	13	14	15	17	#
