%% File generated by CATS v.2.1Thu May  9 13:09:06 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 16; Bids: 20; Distribution: scheduling; Runs: 1; Seed: 93
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 16
bids 23
dummy 2

0	13.1383	0	1	2	3	4	5	6	16	#
1	13.1383	1	2	3	4	5	6	7	16	#
2	13.1383	2	3	4	5	6	7	8	16	#
3	13.1383	3	4	5	6	7	8	9	16	#
4	13.1383	4	5	6	7	8	9	10	16	#
5	13.1383	5	6	7	8	9	10	11	16	#
6	13.1383	6	7	8	9	10	11	12	16	#
7	13.1383	7	8	9	10	11	12	13	16	#
8	13.1383	8	9	10	11	12	13	14	16	#
9	13.1383	9	10	11	12	13	14	15	16	#
10	3.14925	0	1	17	#
11	3.14925	1	2	17	#
12	3.14925	2	3	17	#
13	3.14925	3	4	17	#
14	2.5194	4	5	17	#
15	0.969	5	6	17	#
16	0.969	6	7	17	#
17	0.969	7	8	17	#
18	0.969	8	9	17	#
19	0.969	9	10	17	#
20	0.969	10	11	17	#
21	0.969	11	12	17	#
22	0.969	12	13	17	#
