%% File generated by CATS v.2.1Thu May  9 13:09:06 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 16; Bids: 20; Distribution: scheduling; Runs: 1; Seed: 53
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 16
bids 23
dummy 3

0	7.58238	0	1	2	3	4	5	6	16	#
1	7.58238	1	2	3	4	5	6	7	16	#
2	7.58238	2	3	4	5	6	7	8	16	#
3	7.58238	3	4	5	6	7	8	9	16	#
4	1.87734	0	1	17	#
5	1.87734	1	2	17	#
6	1.87734	2	3	17	#
7	1.87734	3	4	17	#
8	1.87734	4	5	17	#
9	1.87734	5	6	17	#
10	1.60915	6	7	17	#
11	9.60272	0	1	2	3	4	18	#
12	9.60272	1	2	3	4	5	18	#
13	9.60272	2	3	4	5	6	18	#
14	9.60272	3	4	5	6	7	18	#
15	9.60272	4	5	6	7	8	18	#
16	9.60272	5	6	7	8	9	18	#
17	9.60272	6	7	8	9	10	18	#
18	8.00227	7	8	9	10	11	18	#
19	8.00227	8	9	10	11	12	18	#
20	7.38671	9	10	11	12	13	18	#
21	6.40181	10	11	12	13	14	18	#
22	6.40181	11	12	13	14	15	18	#
