%% File generated by CATS v.2.1Thu May  9 13:09:06 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 16; Bids: 20; Distribution: scheduling; Runs: 1; Seed: 51
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 16
bids 21
dummy 2

0	10.7932	0	1	2	3	4	5	16	#
1	10.7932	1	2	3	4	5	6	16	#
2	10.7932	2	3	4	5	6	7	16	#
3	10.7932	3	4	5	6	7	8	16	#
4	10.7932	4	5	6	7	8	9	16	#
5	0.573825	0	17	#
6	0.573825	1	17	#
7	0.573825	2	17	#
8	0.573825	3	17	#
9	0.573825	4	17	#
10	0.573825	5	17	#
11	0.573825	6	17	#
12	0.573825	7	17	#
13	0.573825	8	17	#
14	0.573825	9	17	#
15	0.368887	10	17	#
16	0.368887	11	17	#
17	0.368887	12	17	#
18	0.368887	13	17	#
19	0.368887	14	17	#
20	0.344295	15	17	#
