%% File generated by CATS v.2.1Thu May  9 13:09:06 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 16; Bids: 20; Distribution: scheduling; Runs: 1; Seed: 45
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 16
bids 27
dummy 2

0	5.70119	0	1	2	3	4	16	#
1	5.70119	1	2	3	4	5	16	#
2	5.70119	2	3	4	5	6	16	#
3	5.70119	3	4	5	6	7	16	#
4	2.66056	4	5	6	7	8	16	#
5	2.66056	5	6	7	8	9	16	#
6	2.66056	6	7	8	9	10	16	#
7	2.66056	7	8	9	10	11	16	#
8	2.66056	8	9	10	11	12	16	#
9	2.66056	9	10	11	12	13	16	#
10	2.66056	10	11	12	13	14	16	#
11	2.66056	11	12	13	14	15	16	#
12	1.93858	0	1	17	#
13	1.93858	1	2	17	#
14	1.93858	2	3	17	#
15	1.93858	3	4	17	#
16	1.93858	4	5	17	#
17	1.93858	5	6	17	#
18	1.93858	6	7	17	#
19	1.93858	7	8	17	#
20	1.93858	8	9	17	#
21	1.93858	9	10	17	#
22	1.93858	10	11	17	#
23	1.93858	11	12	17	#
24	1.93858	12	13	17	#
25	1.68011	13	14	17	#
26	1.68011	14	15	17	#
