%% File generated by CATS v.2.1Thu May  9 13:09:06 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 16; Bids: 20; Distribution: scheduling; Runs: 1; Seed: 48
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 16
bids 30
dummy 3

0	7.18673	0	1	2	3	4	16	#
1	4.1067	1	2	3	4	5	16	#
2	4.1067	2	3	4	5	6	16	#
3	4.1067	3	4	5	6	7	16	#
4	2.87469	4	5	6	7	8	16	#
5	2.87469	5	6	7	8	9	16	#
6	2.87469	6	7	8	9	10	16	#
7	5.21465	0	1	2	17	#
8	5.21465	1	2	3	17	#
9	5.21465	2	3	4	17	#
10	5.21465	3	4	5	17	#
11	5.21465	4	5	6	17	#
12	5.21465	5	6	7	17	#
13	5.21465	6	7	8	17	#
14	5.21465	7	8	9	17	#
15	5.21465	8	9	10	17	#
16	3.1636	0	1	2	18	#
17	3.1636	1	2	3	18	#
18	3.1636	2	3	4	18	#
19	3.1636	3	4	5	18	#
20	3.1636	4	5	6	18	#
21	3.1636	5	6	7	18	#
22	3.1636	6	7	8	18	#
23	3.1636	7	8	9	18	#
24	3.1636	8	9	10	18	#
25	2.876	9	10	11	18	#
26	2.43354	10	11	12	18	#
27	2.43354	11	12	13	18	#
28	2.10907	12	13	14	18	#
29	2.10907	13	14	15	18	#
