%% File generated by CATS v.2.1Thu May  9 13:09:06 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 16; Bids: 20; Distribution: scheduling; Runs: 1; Seed: 24
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 16
bids 28
dummy 2

0	1.31907	0	16	#
1	1.31907	1	16	#
2	1.31907	2	16	#
3	1.31907	3	16	#
4	1.31907	4	16	#
5	1.31907	5	16	#
6	1.31907	6	16	#
7	1.31907	7	16	#
8	1.31907	8	16	#
9	1.31907	9	16	#
10	1.31907	10	16	#
11	1.31907	11	16	#
12	1.31907	12	16	#
13	1.13063	13	16	#
14	1.13063	14	16	#
15	1.05525	15	16	#
16	1.15338	0	17	#
17	1.15338	1	17	#
18	1.15338	2	17	#
19	1.15338	3	17	#
20	1.15338	4	17	#
21	1.15338	5	17	#
22	1.15338	6	17	#
23	0.692028	7	17	#
24	0.692028	8	17	#
25	0.692028	9	17	#
26	0.692028	10	17	#
27	0.629116	11	17	#
