%% File generated by CATS v.2.1Thu May  9 13:09:08 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 64; Bids: 500; Distribution: scheduling; Runs: 1; Seed: 12
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 64
bids 517
dummy 13

0	15.0588	0	1	2	3	4	5	6	64	#
1	1.70477	1	2	3	4	5	6	7	64	#
2	1.70477	2	3	4	5	6	7	8	64	#
3	1.70477	3	4	5	6	7	8	9	64	#
4	1.70477	4	5	6	7	8	9	10	64	#
5	1.70477	5	6	7	8	9	10	11	64	#
6	1.70477	6	7	8	9	10	11	12	64	#
7	1.70477	7	8	9	10	11	12	13	64	#
8	1.70477	8	9	10	11	12	13	14	64	#
9	1.70477	9	10	11	12	13	14	15	64	#
10	1.70477	10	11	12	13	14	15	16	64	#
11	1.70477	11	12	13	14	15	16	17	64	#
12	1.70477	12	13	14	15	16	17	18	64	#
13	1.70477	13	14	15	16	17	18	19	64	#
14	1.70477	14	15	16	17	18	19	20	64	#
15	1.70477	15	16	17	18	19	20	21	64	#
16	1.70477	16	17	18	19	20	21	22	64	#
17	1.70477	17	18	19	20	21	22	23	64	#
18	1.70477	18	19	20	21	22	23	24	64	#
19	1.70477	19	20	21	22	23	24	25	64	#
20	1.70477	20	21	22	23	24	25	26	64	#
21	1.70477	21	22	23	24	25	26	27	64	#
22	1.70477	22	23	24	25	26	27	28	64	#
23	1.70477	23	24	25	26	27	28	29	64	#
24	1.70477	24	25	26	27	28	29	30	64	#
25	1.70477	25	26	27	28	29	30	31	64	#
26	1.70477	26	27	28	29	30	31	32	64	#
27	1.70477	27	28	29	30	31	32	33	64	#
28	1.70477	28	29	30	31	32	33	34	64	#
29	1.70477	29	30	31	32	33	34	35	64	#
30	1.70477	30	31	32	33	34	35	36	64	#
31	1.70477	31	32	33	34	35	36	37	64	#
32	1.70477	32	33	34	35	36	37	38	64	#
33	1.70477	33	34	35	36	37	38	39	64	#
34	1.70477	34	35	36	37	38	39	40	64	#
35	1.70477	35	36	37	38	39	40	41	64	#
36	1.70477	36	37	38	39	40	41	42	64	#
37	1.70477	37	38	39	40	41	42	43	64	#
38	1.70477	38	39	40	41	42	43	44	64	#
39	1.70477	39	40	41	42	43	44	45	64	#
40	1.70477	40	41	42	43	44	45	46	64	#
41	1.70477	41	42	43	44	45	46	47	64	#
42	1.70477	42	43	44	45	46	47	48	64	#
43	1.70477	43	44	45	46	47	48	49	64	#
44	1.70477	44	45	46	47	48	49	50	64	#
45	1.70477	45	46	47	48	49	50	51	64	#
46	1.70477	46	47	48	49	50	51	52	64	#
47	1.70477	47	48	49	50	51	52	53	64	#
48	1.45731	48	49	50	51	52	53	54	64	#
49	1.45731	49	50	51	52	53	54	55	64	#
50	1.45731	50	51	52	53	54	55	56	64	#
51	1.45731	51	52	53	54	55	56	57	64	#
52	1.45731	52	53	54	55	56	57	58	64	#
53	1.45731	53	54	55	56	57	58	59	64	#
54	1.45731	54	55	56	57	58	59	60	64	#
55	1.45731	55	56	57	58	59	60	61	64	#
56	1.45731	56	57	58	59	60	61	62	64	#
57	1.43417	57	58	59	60	61	62	63	64	#
58	10.273	0	1	2	3	4	65	#
59	10.273	1	2	3	4	5	65	#
60	10.273	2	3	4	5	6	65	#
61	10.273	3	4	5	6	7	65	#
62	10.273	4	5	6	7	8	65	#
63	10.273	5	6	7	8	9	65	#
64	10.273	6	7	8	9	10	65	#
65	10.273	7	8	9	10	11	65	#
66	10.273	8	9	10	11	12	65	#
67	10.273	9	10	11	12	13	65	#
68	10.273	10	11	12	13	14	65	#
69	10.273	11	12	13	14	15	65	#
70	10.273	12	13	14	15	16	65	#
71	10.273	13	14	15	16	17	65	#
72	10.273	14	15	16	17	18	65	#
73	10.273	15	16	17	18	19	65	#
74	10.273	16	17	18	19	20	65	#
75	10.273	17	18	19	20	21	65	#
76	10.273	18	19	20	21	22	65	#
77	10.273	19	20	21	22	23	65	#
78	10.273	20	21	22	23	24	65	#
79	10.273	21	22	23	24	25	65	#
80	10.273	22	23	24	25	26	65	#
81	10.273	23	24	25	26	27	65	#
82	10.273	24	25	26	27	28	65	#
83	10.273	25	26	27	28	29	65	#
84	10.273	26	27	28	29	30	65	#
85	10.273	27	28	29	30	31	65	#
86	10.273	28	29	30	31	32	65	#
87	10.273	29	30	31	32	33	65	#
88	10.273	30	31	32	33	34	65	#
89	10.273	31	32	33	34	35	65	#
90	10.273	32	33	34	35	36	65	#
91	10.273	33	34	35	36	37	65	#
92	10.273	34	35	36	37	38	65	#
93	10.273	35	36	37	38	39	65	#
94	10.273	36	37	38	39	40	65	#
95	10.273	37	38	39	40	41	65	#
96	10.273	38	39	40	41	42	65	#
97	10.273	39	40	41	42	43	65	#
98	10.273	40	41	42	43	44	65	#
99	10.273	41	42	43	44	45	65	#
100	10.273	42	43	44	45	46	65	#
101	10.273	43	44	45	46	47	65	#
102	10.273	44	45	46	47	48	65	#
103	10.273	45	46	47	48	49	65	#
104	10.273	46	47	48	49	50	65	#
105	8.41915	0	1	2	3	4	66	#
106	8.41915	1	2	3	4	5	66	#
107	8.41915	2	3	4	5	6	66	#
108	8.41915	3	4	5	6	7	66	#
109	8.41915	4	5	6	7	8	66	#
110	8.41915	5	6	7	8	9	66	#
111	8.41915	6	7	8	9	10	66	#
112	8.41915	7	8	9	10	11	66	#
113	8.41915	8	9	10	11	12	66	#
114	8.41915	9	10	11	12	13	66	#
115	8.41915	10	11	12	13	14	66	#
116	8.41915	11	12	13	14	15	66	#
117	8.41915	12	13	14	15	16	66	#
118	8.41915	13	14	15	16	17	66	#
119	8.41915	14	15	16	17	18	66	#
120	8.41915	15	16	17	18	19	66	#
121	8.41915	16	17	18	19	20	66	#
122	8.41915	17	18	19	20	21	66	#
123	8.41915	18	19	20	21	22	66	#
124	8.41915	19	20	21	22	23	66	#
125	8.41915	20	21	22	23	24	66	#
126	8.41915	21	22	23	24	25	66	#
127	8.41915	22	23	24	25	26	66	#
128	8.41915	23	24	25	26	27	66	#
129	8.41915	24	25	26	27	28	66	#
130	8.41915	25	26	27	28	29	66	#
131	8.41915	26	27	28	29	30	66	#
132	8.41915	27	28	29	30	31	66	#
133	8.41915	28	29	30	31	32	66	#
134	8.41915	29	30	31	32	33	66	#
135	8.41915	30	31	32	33	34	66	#
136	8.41915	31	32	33	34	35	66	#
137	8.41915	32	33	34	35	36	66	#
