%% File generated by CATS v.2.1Thu May  9 13:09:09 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 64; Bids: 500; Distribution: scheduling; Runs: 1; Seed: 48
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 64
bids 510
dummy 10

0	7.18673	0	1	2	3	4	64	#
1	7.18673	1	2	3	4	5	64	#
2	7.18673	2	3	4	5	6	64	#
3	7.18673	3	4	5	6	7	64	#
4	7.18673	4	5	6	7	8	64	#
5	7.18673	5	6	7	8	9	64	#
6	7.18673	6	7	8	9	10	64	#
7	7.18673	7	8	9	10	11	64	#
8	7.18673	8	9	10	11	12	64	#
9	7.18673	9	10	11	12	13	64	#
10	7.18673	10	11	12	13	14	64	#
11	7.18673	11	12	13	14	15	64	#
12	7.18673	12	13	14	15	16	64	#
13	1.94894	13	14	15	16	17	64	#
14	1.94894	14	15	16	17	18	64	#
15	1.94894	15	16	17	18	19	64	#
16	1.94894	16	17	18	19	20	64	#
17	1.94894	17	18	19	20	21	64	#
18	1.94894	18	19	20	21	22	64	#
19	1.94894	19	20	21	22	23	64	#
20	1.94894	20	21	22	23	24	64	#
21	1.94894	21	22	23	24	25	64	#
22	1.94894	22	23	24	25	26	64	#
23	1.94894	23	24	25	26	27	64	#
24	1.94894	24	25	26	27	28	64	#
25	1.94894	25	26	27	28	29	64	#
26	1.94894	26	27	28	29	30	64	#
27	1.94894	27	28	29	30	31	64	#
28	1.94894	28	29	30	31	32	64	#
29	1.94894	29	30	31	32	33	64	#
30	1.94894	30	31	32	33	34	64	#
31	1.94894	31	32	33	34	35	64	#
32	1.94894	32	33	34	35	36	64	#
33	1.94894	33	34	35	36	37	64	#
34	1.94894	34	35	36	37	38	64	#
35	1.94894	35	36	37	38	39	64	#
36	1.94894	36	37	38	39	40	64	#
37	1.94894	37	38	39	40	41	64	#
38	1.94894	38	39	40	41	42	64	#
39	1.94894	39	40	41	42	43	64	#
40	1.94894	40	41	42	43	44	64	#
41	1.94894	41	42	43	44	45	64	#
42	1.94894	42	43	44	45	46	64	#
43	1.94894	43	44	45	46	47	64	#
44	1.94894	44	45	46	47	48	64	#
45	1.94894	45	46	47	48	49	64	#
46	1.94894	46	47	48	49	50	64	#
47	1.94894	47	48	49	50	51	64	#
48	1.94894	48	49	50	51	52	64	#
49	1.94894	49	50	51	52	53	64	#
50	1.94894	50	51	52	53	54	64	#
51	1.94894	51	52	53	54	55	64	#
52	1.94894	52	53	54	55	56	64	#
53	1.94894	53	54	55	56	57	64	#
54	1.94894	54	55	56	57	58	64	#
55	1.94894	55	56	57	58	59	64	#
56	1.85464	56	57	58	59	60	64	#
57	1.85464	57	58	59	60	61	64	#
58	1.85464	58	59	60	61	62	64	#
59	5.21465	0	1	2	65	#
60	5.21465	1	2	3	65	#
61	5.21465	2	3	4	65	#
62	5.21465	3	4	5	65	#
63	5.21465	4	5	6	65	#
64	5.21465	5	6	7	65	#
65	5.21465	6	7	8	65	#
66	5.21465	7	8	9	65	#
67	5.21465	8	9	10	65	#
68	5.21465	9	10	11	65	#
69	5.21465	10	11	12	65	#
70	5.21465	11	12	13	65	#
71	5.21465	12	13	14	65	#
72	5.21465	13	14	15	65	#
73	5.21465	14	15	16	65	#
74	5.21465	15	16	17	65	#
75	5.21465	16	17	18	65	#
76	5.21465	17	18	19	65	#
77	5.21465	18	19	20	65	#
78	5.21465	19	20	21	65	#
79	5.21465	20	21	22	65	#
80	5.21465	21	22	23	65	#
81	5.21465	22	23	24	65	#
82	5.21465	23	24	25	65	#
83	5.21465	24	25	26	65	#
84	5.21465	25	26	27	65	#
85	5.21465	26	27	28	65	#
86	5.21465	27	28	29	65	#
87	5.21465	28	29	30	65	#
88	5.21465	29	30	31	65	#
89	5.21465	30	31	32	65	#
90	5.21465	31	32	33	65	#
91	5.21465	32	33	34	65	#
92	3.1636	0	1	2	66	#
93	0.243354	1	2	3	66	#
94	0.243354	2	3	4	66	#
95	0.243354	3	4	5	66	#
96	0.243354	4	5	6	66	#
97	0.243354	5	6	7	66	#
98	0.243354	6	7	8	66	#
99	0.243354	7	8	9	66	#
100	0.243354	8	9	10	66	#
101	0.243354	9	10	11	66	#
102	0.243354	10	11	12	66	#
103	0.243354	11	12	13	66	#
104	0.243354	12	13	14	66	#
105	0.243354	13	14	15	66	#
106	0.243354	14	15	16	66	#
107	0.243354	15	16	17	66	#
108	0.243354	16	17	18	66	#
109	0.243354	17	18	19	66	#
110	0.243354	18	19	20	66	#
111	0.243354	19	20	21	66	#
112	0.243354	20	21	22	66	#
113	0.243354	21	22	23	66	#
114	0.243354	22	23	24	66	#
115	0.243354	23	24	25	66	#
116	0.243354	24	25	26	66	#
117	0.234341	25	26	27	66	#
118	0.218179	26	27	28	66	#
119	0.218179	27	28	29	66	#
120	0.134621	28	29	30	66	#
121	0.134621	29	30	31	66	#
122	0.134621	30	31	32	66	#
123	0.134621	31	32	33	66	#
124	0.134621	32	33	34	66	#
125	0.134621	33	34	35	66	#
126	0.134621	34	35	36	66	#
127	0.134621	35	36	37	66	#
128	0.134621	36	37	38	66	#
129	0.134621	37	38	39	66	#
130	0.134621	38	39	40	66	#
131	0.134621	39	40	41	66	#
132	0.134621	40	41	42	66	#
133	0.134621	41	42	43	66	#
134	0.134621	42	43	44	66	#
135	0.134621	43	44	45	66	#
136	0.134621	44	45	46	66	#
137	0.134621	45	46	47	66	#
138	9.86883	0	1	2	3	4	67	#
139	9.86883	1	2	3	4	5	67	#
140	9.86883	2	3	4	5	6	67	#
141	9.86883	3	4	5	6	7	67	#
