%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 20; Bids: 50; Distribution: matching; Runs: 1; Seed: 88
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 20
bids 52
dummy 15

0	2.53526	0	18	#
1	5.19804	2	16	#
2	7.52764	11	13	28	#
3	5.09052	3	5	23	#
4	4.58146	3	9	23	#
5	4.12332	3	13	23	#
6	5.09052	7	9	23	#
7	4.58146	7	13	23	#
8	5.09052	11	13	23	#
9	5.33707	2	5	24	#
10	3.60252	2	9	24	#
11	3.24227	2	13	24	#
12	2.91804	2	17	24	#
13	4.0028	6	9	24	#
14	3.60252	6	13	24	#
15	3.24227	6	17	24	#
16	4.0028	10	13	24	#
17	3.60252	10	17	24	#
18	4.0028	14	17	24	#
19	3.12985	6	9	25	#
20	2.11265	6	13	25	#
21	1.90138	6	17	25	#
22	2.34738	10	13	25	#
23	2.11265	10	17	25	#
24	2.34738	14	17	25	#
25	7.33347	11	13	26	#
26	4.95009	11	17	26	#
27	5.5001	15	17	26	#
28	11.9934	3	16	#
29	7.52764	3	5	28	#
30	6.77488	3	9	28	#
31	6.09739	3	13	28	#
32	7.52764	7	9	28	#
33	6.77488	7	13	28	#
34	7.17719	6	9	30	#
35	4.8446	6	13	30	#
36	4.36014	6	17	30	#
37	5.38289	10	13	30	#
38	4.8446	10	17	30	#
39	5.38289	14	17	30	#
40	7.2238	3	5	31	#
41	6.50142	3	9	31	#
42	5.85128	3	13	31	#
43	7.2238	7	9	31	#
44	6.50142	7	13	31	#
45	7.2238	11	13	31	#
46	4.8365	6	9	34	#
47	3.26464	6	13	34	#
48	2.93817	6	17	34	#
49	3.62737	10	13	34	#
50	3.26464	10	17	34	#
51	3.62737	14	17	34	#
