%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 20; Bids: 50; Distribution: matching; Runs: 1; Seed: 63
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 20
bids 50
dummy 14

0	3.15592	2	16	#
1	2.15375	11	13	21	#
2	1.45378	11	17	21	#
3	1.61531	15	17	21	#
4	1.02586	1	12	22	#
5	0.923275	1	16	22	#
6	1.02586	5	16	22	#
7	3.13816	11	13	23	#
8	2.11826	11	17	23	#
9	2.35362	15	17	23	#
10	0.678678	0	13	24	#
11	0.61081	0	17	24	#
12	0.678678	4	17	24	#
13	0.745627	0	13	25	#
14	0.671065	0	17	25	#
15	0.745627	4	17	25	#
16	0.748618	1	12	26	#
17	0.673756	1	16	26	#
18	0.748618	5	16	26	#
19	0.552255	1	12	27	#
20	0.49703	1	16	27	#
21	0.552255	5	16	27	#
22	1.47372	9	15	28	#
23	0.99476	9	19	28	#
24	1.10529	13	19	28	#
25	3.02546	0	18	#
26	1.70538	0	19	#
27	4.80925	2	5	31	#
28	3.24624	2	9	31	#
29	2.92162	2	13	31	#
30	2.62946	2	17	31	#
31	3.60694	6	9	31	#
32	3.24624	6	13	31	#
33	2.92162	6	17	31	#
34	3.60694	10	13	31	#
35	3.24624	10	17	31	#
36	3.60694	14	17	31	#
37	1.84784	11	13	32	#
38	1.24729	11	17	32	#
39	1.38588	15	17	32	#
40	5.89939	2	5	33	#
41	3.98209	2	9	33	#
42	3.58388	2	13	33	#
43	3.22549	2	17	33	#
44	4.42454	6	9	33	#
45	3.98209	6	13	33	#
46	3.58388	6	17	33	#
47	4.42454	10	13	33	#
48	3.98209	10	17	33	#
49	4.42454	14	17	33	#
