%% File generated by CATS v.2.1Thu May  9 13:09:06 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 20; Bids: 50; Distribution: scheduling; Runs: 1; Seed: 34
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 20
bids 62
dummy 4

0	1.61627	0	1	20	#
1	1.61627	1	2	20	#
2	1.61627	2	3	20	#
3	1.61627	3	4	20	#
4	0.808133	4	5	20	#
5	0.808133	5	6	20	#
6	0.808133	6	7	20	#
7	0.808133	7	8	20	#
8	0.718341	8	9	20	#
9	0.380298	9	10	20	#
10	0.380298	10	11	20	#
11	0.380298	11	12	20	#
12	0.380298	12	13	20	#
13	0.380298	13	14	20	#
14	0.380298	14	15	20	#
15	0.380298	15	16	20	#
16	0.380298	16	17	20	#
17	0.340267	17	18	20	#
18	0.340267	18	19	20	#
19	15.2841	0	1	2	3	4	5	6	7	8	21	#
20	15.2841	1	2	3	4	5	6	7	8	9	21	#
21	15.2841	2	3	4	5	6	7	8	9	10	21	#
22	15.2841	3	4	5	6	7	8	9	10	11	21	#
23	15.2841	4	5	6	7	8	9	10	11	12	21	#
24	15.2841	5	6	7	8	9	10	11	12	13	21	#
25	15.2841	6	7	8	9	10	11	12	13	14	21	#
26	15.2841	7	8	9	10	11	12	13	14	15	21	#
27	15.2841	8	9	10	11	12	13	14	15	16	21	#
28	12.8709	9	10	11	12	13	14	15	16	17	21	#
29	12.8709	10	11	12	13	14	15	16	17	18	21	#
30	12.8709	11	12	13	14	15	16	17	18	19	21	#
31	9.0254	0	1	2	3	4	22	#
32	9.0254	1	2	3	4	5	22	#
33	9.0254	2	3	4	5	6	22	#
34	9.0254	3	4	5	6	7	22	#
35	9.0254	4	5	6	7	8	22	#
36	9.0254	5	6	7	8	9	22	#
37	9.0254	6	7	8	9	10	22	#
38	9.0254	7	8	9	10	11	22	#
39	9.0254	8	9	10	11	12	22	#
40	9.0254	9	10	11	12	13	22	#
41	9.0254	10	11	12	13	14	22	#
42	7.43268	11	12	13	14	15	22	#
43	7.43268	12	13	14	15	16	22	#
44	7.43268	13	14	15	16	17	22	#
45	7.01975	14	15	16	17	18	22	#
46	9.01248	0	1	2	3	4	23	#
47	9.01248	1	2	3	4	5	23	#
48	9.01248	2	3	4	5	6	23	#
49	9.01248	3	4	5	6	7	23	#
50	9.01248	4	5	6	7	8	23	#
51	9.01248	5	6	7	8	9	23	#
52	9.01248	6	7	8	9	10	23	#
53	9.01248	7	8	9	10	11	23	#
54	9.01248	8	9	10	11	12	23	#
55	9.01248	9	10	11	12	13	23	#
56	9.01248	10	11	12	13	14	23	#
57	9.01248	11	12	13	14	15	23	#
58	9.01248	12	13	14	15	16	23	#
59	9.01248	13	14	15	16	17	23	#
60	9.01248	14	15	16	17	18	23	#
61	9.01248	15	16	17	18	19	23	#
