%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 20; Bids: 50; Distribution: matching; Runs: 1; Seed: 76
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 20
bids 56
dummy 14

0	3.17944	2	16	#
1	3.69872	13	18	33	#
2	2.35582	1	6	22	#
3	2.12024	1	10	22	#
4	1.90821	1	14	22	#
5	2.35582	5	10	22	#
6	2.12024	5	14	22	#
7	2.35582	9	14	22	#
8	3.47818	5	11	23	#
9	2.34777	5	15	23	#
10	2.11299	5	19	23	#
11	2.60863	9	15	23	#
12	2.34777	9	19	23	#
13	2.60863	13	19	23	#
14	3.23698	13	19	26	#
15	4.19821	0	19	#
16	4.31597	1	7	26	#
17	2.91328	1	11	26	#
18	2.62195	1	15	26	#
19	2.35976	1	19	26	#
20	3.23698	5	11	26	#
21	2.91328	5	15	26	#
22	2.62195	5	19	26	#
23	3.23698	9	15	26	#
24	2.91328	9	19	26	#
25	2.95519	1	6	27	#
26	2.65967	1	10	27	#
27	2.39371	1	14	27	#
28	2.95519	5	10	27	#
29	2.65967	5	14	27	#
30	2.95519	9	14	27	#
31	3.81732	5	11	28	#
32	2.57669	5	15	28	#
33	2.31902	5	19	28	#
34	2.86299	9	15	28	#
35	2.57669	9	19	28	#
36	2.86299	13	19	28	#
37	2.33338	1	6	29	#
38	2.10004	1	10	29	#
39	1.89003	1	14	29	#
40	2.33338	5	10	29	#
41	2.10004	5	14	29	#
42	2.33338	9	14	29	#
43	6.14169	1	12	31	#
44	4.14564	1	16	31	#
45	4.60627	5	16	31	#
46	1.84416	0	18	#
47	4.93163	1	6	33	#
48	3.32885	1	10	33	#
49	2.99596	1	14	33	#
50	2.69637	1	18	33	#
51	3.69872	5	10	33	#
52	3.32885	5	14	33	#
53	2.99596	5	18	33	#
54	3.69872	9	14	33	#
55	3.32885	9	18	33	#
