%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 20; Bids: 50; Distribution: matching; Runs: 1; Seed: 36
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 20
bids 56
dummy 14

0	7.49361	2	16	#
1	4.66041	13	18	33	#
2	3.34345	1	6	22	#
3	3.0091	1	10	22	#
4	2.70819	1	14	22	#
5	3.34345	5	10	22	#
6	3.0091	5	14	22	#
7	3.34345	9	14	22	#
8	3.23494	5	11	23	#
9	2.18358	5	15	23	#
10	1.96522	5	19	23	#
11	2.4262	9	15	23	#
12	2.18358	9	19	23	#
13	2.4262	13	19	23	#
14	8.41427	0	19	#
15	7.30679	1	7	26	#
16	4.93208	1	11	26	#
17	4.43887	1	15	26	#
18	3.99499	1	19	26	#
19	5.48009	5	11	26	#
20	4.93208	5	15	26	#
21	4.43887	5	19	26	#
22	5.48009	9	15	26	#
23	4.93208	9	19	26	#
24	5.48009	13	19	26	#
25	5.5889	1	6	27	#
26	5.03001	1	10	27	#
27	4.52701	1	14	27	#
28	5.5889	5	10	27	#
29	5.03001	5	14	27	#
30	5.5889	9	14	27	#
31	6.77438	5	11	28	#
32	4.5727	5	15	28	#
33	4.11543	5	19	28	#
34	5.08078	9	15	28	#
35	4.5727	9	19	28	#
36	5.08078	13	19	28	#
37	3.9282	1	6	29	#
38	3.53538	1	10	29	#
39	3.18184	1	14	29	#
40	3.9282	5	10	29	#
41	3.53538	5	14	29	#
42	3.9282	9	14	29	#
43	5.62087	1	12	31	#
44	3.79409	1	16	31	#
45	4.21565	5	16	31	#
46	6.81823	0	18	#
47	6.21389	1	6	33	#
48	4.19437	1	10	33	#
49	3.77494	1	14	33	#
50	3.39744	1	18	33	#
51	4.66041	5	10	33	#
52	4.19437	5	14	33	#
53	3.77494	5	18	33	#
54	4.66041	9	14	33	#
55	4.19437	9	18	33	#
