%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 20; Bids: 50; Distribution: matching; Runs: 1; Seed: 95
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 20
bids 50
dummy 14

0	5.36524	2	16	#
1	3.99574	11	13	21	#
2	2.69713	11	17	21	#
3	2.99681	15	17	21	#
4	8.25188	1	12	22	#
5	7.42669	1	16	22	#
6	8.25188	5	16	22	#
7	6.44965	11	13	23	#
8	4.35352	11	17	23	#
9	4.83724	15	17	23	#
10	4.57562	0	13	24	#
11	4.11806	0	17	24	#
12	4.57562	4	17	24	#
13	9.81905	0	13	25	#
14	8.83714	0	17	25	#
15	9.81905	4	17	25	#
16	8.45992	1	12	26	#
17	7.61393	1	16	26	#
18	8.45992	5	16	26	#
19	11.0058	1	12	27	#
20	9.90524	1	16	27	#
21	11.0058	5	16	27	#
22	6.1815	9	15	28	#
23	4.17251	9	19	28	#
24	4.63612	13	19	28	#
25	7.34627	0	18	#
26	5.66216	0	19	#
27	7.51715	2	5	31	#
28	5.07408	2	9	31	#
29	4.56667	2	13	31	#
30	4.11	2	17	31	#
31	5.63786	6	9	31	#
32	5.07408	6	13	31	#
33	4.56667	6	17	31	#
34	5.63786	10	13	31	#
35	5.07408	10	17	31	#
36	5.63786	14	17	31	#
37	3.2744	11	13	32	#
38	2.21022	11	17	32	#
39	2.4558	15	17	32	#
40	6.38069	2	5	33	#
41	4.30697	2	9	33	#
42	3.87627	2	13	33	#
43	3.48864	2	17	33	#
44	4.78552	6	9	33	#
45	4.30697	6	13	33	#
46	3.87627	6	17	33	#
47	4.78552	10	13	33	#
48	4.30697	10	17	33	#
49	4.78552	14	17	33	#
