%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 20; Bids: 50; Distribution: matching; Runs: 1; Seed: 47
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 20
bids 50
dummy 14

0	6.71299	2	16	#
1	11.3373	11	13	21	#
2	7.65268	11	17	21	#
3	8.50298	15	17	21	#
4	6.19027	1	12	22	#
5	5.57124	1	16	22	#
6	6.19027	5	16	22	#
7	15.87	11	13	23	#
8	10.7123	11	17	23	#
9	11.9025	15	17	23	#
10	4.36437	0	13	24	#
11	3.92793	0	17	24	#
12	4.36437	4	17	24	#
13	5.74602	0	13	25	#
14	5.17142	0	17	25	#
15	5.74602	4	17	25	#
16	3.77482	1	12	26	#
17	3.39734	1	16	26	#
18	3.77482	5	16	26	#
19	3.74406	1	12	27	#
20	3.36965	1	16	27	#
21	3.74406	5	16	27	#
22	9.57699	9	15	28	#
23	6.46447	9	19	28	#
24	7.18274	13	19	28	#
25	5.66175	0	18	#
26	2.78732	0	19	#
27	14.7451	2	5	31	#
28	9.95295	2	9	31	#
29	8.95766	2	13	31	#
30	8.06189	2	17	31	#
31	11.0588	6	9	31	#
32	9.95295	6	13	31	#
33	8.95766	6	17	31	#
34	11.0588	10	13	31	#
35	9.95295	10	17	31	#
36	11.0588	14	17	31	#
37	9.88611	11	13	32	#
38	6.67312	11	17	32	#
39	7.41458	15	17	32	#
40	8.23586	2	5	33	#
41	5.55921	2	9	33	#
42	5.00329	2	13	33	#
43	4.50296	2	17	33	#
44	6.1769	6	9	33	#
45	5.55921	6	13	33	#
46	5.00329	6	17	33	#
47	6.1769	10	13	33	#
48	5.55921	10	17	33	#
49	6.1769	14	17	33	#
