%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 20; Bids: 50; Distribution: matching; Runs: 1; Seed: 72
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 20
bids 52
dummy 15

0	3.56257	0	18	#
1	1.90635	14	17	34	#
2	8.82255	3	16	#
3	3.12943	3	5	23	#
4	2.81649	3	9	23	#
5	2.53484	3	13	23	#
6	3.12943	7	9	23	#
7	2.81649	7	13	23	#
8	3.12943	11	13	23	#
9	5.15822	2	5	24	#
10	3.4818	2	9	24	#
11	3.13362	2	13	24	#
12	2.82026	2	17	24	#
13	3.86866	6	9	24	#
14	3.4818	6	13	24	#
15	3.13362	6	17	24	#
16	3.86866	10	13	24	#
17	3.4818	10	17	24	#
18	3.86866	14	17	24	#
19	3.33884	6	9	25	#
20	2.25372	6	13	25	#
21	2.02834	6	17	25	#
22	2.50413	10	13	25	#
23	2.25372	10	17	25	#
24	2.50413	14	17	25	#
25	5.84064	11	13	26	#
26	3.94243	11	17	26	#
27	4.38048	15	17	26	#
28	4.6697	3	5	28	#
29	4.20273	3	9	28	#
30	3.78245	3	13	28	#
31	4.6697	7	9	28	#
32	4.20273	7	13	28	#
33	4.6697	11	13	28	#
34	7.23916	6	9	30	#
35	4.88643	6	13	30	#
36	4.39779	6	17	30	#
37	5.42937	10	13	30	#
38	4.88643	10	17	30	#
39	5.42937	14	17	30	#
40	2.77762	3	5	31	#
41	2.49986	3	9	31	#
42	2.24987	3	13	31	#
43	2.77762	7	9	31	#
44	2.49986	7	13	31	#
45	2.77762	11	13	31	#
46	6.77535	2	16	#
47	2.5418	6	9	34	#
48	1.71572	6	13	34	#
49	1.54415	6	17	34	#
50	1.90635	10	13	34	#
51	1.71572	10	17	34	#
