%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 20; Bids: 50; Distribution: matching; Runs: 1; Seed: 40
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 20
bids 52
dummy 15

0	2.34292	0	18	#
1	2.03368	2	16	#
2	3.33003	3	16	#
3	6.28169	3	5	23	#
4	5.65352	3	9	23	#
5	5.08817	3	13	23	#
6	6.28169	7	9	23	#
7	5.65352	7	13	23	#
8	6.28169	11	13	23	#
9	12.4912	2	5	24	#
10	8.43157	2	9	24	#
11	7.58841	2	13	24	#
12	6.82957	2	17	24	#
13	9.36841	6	9	24	#
14	8.43157	6	13	24	#
15	7.58841	6	17	24	#
16	9.36841	10	13	24	#
17	8.43157	10	17	24	#
18	9.36841	14	17	24	#
19	9.30712	6	9	25	#
20	6.2823	6	13	25	#
21	5.65407	6	17	25	#
22	6.98034	10	13	25	#
23	6.2823	10	17	25	#
24	6.98034	14	17	25	#
25	6.10891	11	13	26	#
26	4.12351	11	17	26	#
27	4.58168	15	17	26	#
28	9.49597	3	5	28	#
29	8.54637	3	9	28	#
30	7.69173	3	13	28	#
31	9.49597	7	9	28	#
32	8.54637	7	13	28	#
33	9.49597	11	13	28	#
34	8.25643	6	9	30	#
35	5.57309	6	13	30	#
36	5.01578	6	17	30	#
37	6.19232	10	13	30	#
38	5.57309	10	17	30	#
39	6.19232	14	17	30	#
40	7.85111	3	5	31	#
41	7.066	3	9	31	#
42	6.3594	3	13	31	#
43	7.85111	7	9	31	#
44	7.066	7	13	31	#
45	7.85111	11	13	31	#
46	8.30558	6	9	34	#
47	5.60627	6	13	34	#
48	5.04564	6	17	34	#
49	6.22918	10	13	34	#
50	5.60627	10	17	34	#
51	6.22918	14	17	34	#
