%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 20; Bids: 50; Distribution: matching; Runs: 1; Seed: 32
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 20
bids 52
dummy 15

0	2.90805	0	18	#
1	3.36338	2	16	#
2	3.14902	14	17	34	#
3	7.56455	3	5	23	#
4	6.80809	3	9	23	#
5	6.12728	3	13	23	#
6	7.56455	7	9	23	#
7	6.80809	7	13	23	#
8	7.56455	11	13	23	#
9	5.00982	2	5	24	#
10	3.38163	2	9	24	#
11	3.04346	2	13	24	#
12	2.73912	2	17	24	#
13	3.75736	6	9	24	#
14	3.38163	6	13	24	#
15	3.04346	6	17	24	#
16	3.75736	10	13	24	#
17	3.38163	10	17	24	#
18	3.75736	14	17	24	#
19	9.85933	6	9	25	#
20	6.65505	6	13	25	#
21	5.98954	6	17	25	#
22	7.3945	10	13	25	#
23	6.65505	10	17	25	#
24	7.3945	14	17	25	#
25	9.23265	11	13	26	#
26	6.23204	11	17	26	#
27	6.92449	15	17	26	#
28	7.43312	3	5	28	#
29	6.68981	3	9	28	#
30	6.02082	3	13	28	#
31	7.43312	7	9	28	#
32	6.68981	7	13	28	#
33	7.43312	11	13	28	#
34	5.9565	6	9	30	#
35	4.02064	6	13	30	#
36	3.61858	6	17	30	#
37	4.46738	10	13	30	#
38	4.02064	10	17	30	#
39	4.46738	14	17	30	#
40	5.14745	3	5	31	#
41	4.63271	3	9	31	#
42	4.16943	3	13	31	#
43	5.14745	7	9	31	#
44	4.63271	7	13	31	#
45	5.14745	11	13	31	#
46	5.80893	3	16	#
47	4.1987	6	9	34	#
48	2.83412	6	13	34	#
49	2.55071	6	17	34	#
50	3.14902	10	13	34	#
51	2.83412	10	17	34	#
