%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 24; Bids: 50; Distribution: matching; Runs: 1; Seed: 32
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 24
bids 55
dummy 11

0	2.90805	0	22	#
1	3.36338	2	20	#
2	5.35796	3	20	#
3	7.56455	3	5	27	#
4	6.80809	3	9	27	#
5	6.12728	3	13	27	#
6	7.56455	7	9	27	#
7	6.80809	7	13	27	#
8	7.56455	11	13	27	#
9	3.75736	2	5	28	#
10	3.38163	2	9	28	#
11	3.04346	2	13	28	#
12	3.75736	6	9	28	#
13	3.38163	6	13	28	#
14	3.75736	10	13	28	#
15	9.85933	6	9	29	#
16	6.65505	6	13	29	#
17	5.98954	6	17	29	#
18	5.39059	6	21	29	#
19	7.3945	10	13	29	#
20	6.65505	10	17	29	#
21	5.98954	10	21	29	#
22	7.3945	14	17	29	#
23	6.65505	14	21	29	#
24	7.3945	18	21	29	#
25	9.23265	3	5	30	#
26	6.23204	3	9	30	#
27	5.60884	3	13	30	#
28	5.04795	3	17	30	#
29	6.92449	7	9	30	#
30	6.23204	7	13	30	#
31	5.60884	7	17	30	#
32	6.92449	11	13	30	#
33	6.23204	11	17	30	#
34	6.92449	15	17	30	#
35	9.91082	3	5	32	#
36	6.68981	3	9	32	#
37	6.02082	3	13	32	#
38	5.41874	3	17	32	#
39	7.43312	7	9	32	#
40	6.68981	7	13	32	#
41	6.02082	7	17	32	#
42	7.43312	11	13	32	#
43	6.68981	11	17	32	#
44	7.43312	15	17	32	#
45	5.9565	6	9	34	#
46	4.02064	6	13	34	#
47	3.61858	6	17	34	#
48	3.25672	6	21	34	#
49	4.46738	10	13	34	#
50	4.02064	10	17	34	#
51	3.61858	10	21	34	#
52	4.46738	14	17	34	#
53	4.02064	14	21	34	#
54	4.46738	18	21	34	#
