%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 24; Bids: 50; Distribution: matching; Runs: 1; Seed: 15
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 24
bids 53
dummy 13

0	1.06248	2	20	#
1	9.70988	11	13	25	#
2	6.55417	11	17	25	#
3	5.89875	11	21	25	#
4	7.28241	15	17	25	#
5	6.55417	15	21	25	#
6	7.28241	19	21	25	#
7	3.98556	1	16	26	#
8	3.58701	1	20	26	#
9	3.98556	5	20	26	#
10	4.92151	7	9	27	#
11	3.32202	7	13	27	#
12	2.98982	7	17	27	#
13	2.69084	7	21	27	#
14	3.69113	11	13	27	#
15	3.32202	11	17	27	#
16	2.98982	11	21	27	#
17	3.69113	15	17	27	#
18	3.32202	15	21	27	#
19	3.69113	19	21	27	#
20	3.09856	0	17	28	#
21	2.7887	0	21	28	#
22	3.09856	4	21	28	#
23	2.27854	0	17	29	#
24	2.05068	0	21	29	#
25	2.27854	4	21	29	#
26	1.63407	1	16	30	#
27	1.47066	1	20	30	#
28	1.63407	5	20	30	#
29	2.85205	1	16	31	#
30	2.56685	1	20	31	#
31	2.85205	5	20	31	#
32	7.95272	1	7	32	#
33	7.15745	1	11	32	#
34	6.4417	1	15	32	#
35	7.95272	5	11	32	#
36	7.15745	5	15	32	#
37	7.95272	9	15	32	#
38	1.83557	0	22	#
39	5.43417	0	23	#
40	3.51205	14	17	35	#
41	2.37063	14	21	35	#
42	2.63404	18	21	35	#
43	8.67699	7	9	36	#
44	5.85697	7	13	36	#
45	5.27127	7	17	36	#
46	4.74414	7	21	36	#
47	6.50774	11	13	36	#
48	5.85697	11	17	36	#
49	5.27127	11	21	36	#
50	6.50774	15	17	36	#
51	5.85697	15	21	36	#
52	6.50774	19	21	36	#
