%% File generated by CATS v.2.1Thu May  9 13:09:07 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 24; Bids: 50; Distribution: scheduling; Runs: 1; Seed: 69
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 24
bids 51
dummy 3

0	0.549115	0	24	#
1	0.549115	1	24	#
2	0.549115	2	24	#
3	0.549115	3	24	#
4	0.549115	4	24	#
5	0.549115	5	24	#
6	0.549115	6	24	#
7	0.549115	7	24	#
8	0.549115	8	24	#
9	0.549115	9	24	#
10	0.549115	10	24	#
11	0.549115	11	24	#
12	0.549115	12	24	#
13	0.549115	13	24	#
14	0.549115	14	24	#
15	0.549115	15	24	#
16	0.549115	16	24	#
17	0.549115	17	24	#
18	0.549115	18	24	#
19	0.549115	19	24	#
20	0.549115	20	24	#
21	0.549115	21	24	#
22	0.549115	22	24	#
23	0.549115	23	24	#
24	14.4001	0	1	2	3	4	5	6	7	25	#
25	14.4001	1	2	3	4	5	6	7	8	25	#
26	14.4001	2	3	4	5	6	7	8	9	25	#
27	14.4001	3	4	5	6	7	8	9	10	25	#
28	14.4001	4	5	6	7	8	9	10	11	25	#
29	14.4001	5	6	7	8	9	10	11	12	25	#
30	14.4001	6	7	8	9	10	11	12	13	25	#
31	14.4001	7	8	9	10	11	12	13	14	25	#
32	14.4001	8	9	10	11	12	13	14	15	25	#
33	14.4001	9	10	11	12	13	14	15	16	25	#
34	14.4001	10	11	12	13	14	15	16	17	25	#
35	14.4001	11	12	13	14	15	16	17	18	25	#
36	14.4001	12	13	14	15	16	17	18	19	25	#
37	14.4001	13	14	15	16	17	18	19	20	25	#
38	14.4001	14	15	16	17	18	19	20	21	25	#
39	14.4001	15	16	17	18	19	20	21	22	25	#
40	13.774	16	17	18	19	20	21	22	23	25	#
41	17.004	0	1	2	3	4	5	6	7	26	#
42	17.004	1	2	3	4	5	6	7	8	26	#
43	17.004	2	3	4	5	6	7	8	9	26	#
44	9.56474	3	4	5	6	7	8	9	10	26	#
45	9.56474	4	5	6	7	8	9	10	11	26	#
46	9.56474	5	6	7	8	9	10	11	12	26	#
47	9.56474	6	7	8	9	10	11	12	13	26	#
48	9.56474	7	8	9	10	11	12	13	14	26	#
49	9.56474	8	9	10	11	12	13	14	15	26	#
50	9.56474	9	10	11	12	13	14	15	16	26	#
