%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 24; Bids: 50; Distribution: matching; Runs: 1; Seed: 40
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 24
bids 50
dummy 12

0	2.34292	0	22	#
1	2.03368	2	20	#
2	3.33003	3	20	#
3	6.28169	3	5	27	#
4	5.65352	3	9	27	#
5	5.08817	3	13	27	#
6	6.28169	7	9	27	#
7	5.65352	7	13	27	#
8	6.28169	11	13	27	#
9	12.4912	2	5	28	#
10	8.43157	2	9	28	#
11	7.58841	2	13	28	#
12	6.82957	2	17	28	#
13	9.36841	6	9	28	#
14	8.43157	6	13	28	#
15	7.58841	6	17	28	#
16	9.36841	10	13	28	#
17	8.43157	10	17	28	#
18	9.36841	14	17	28	#
19	9.30712	6	9	29	#
20	6.2823	6	13	29	#
21	5.65407	6	17	29	#
22	5.08867	6	21	29	#
23	6.98034	10	13	29	#
24	6.2823	10	17	29	#
25	5.65407	10	21	29	#
26	6.98034	14	17	29	#
27	6.2823	14	21	29	#
28	6.98034	18	21	29	#
29	6.10891	15	17	30	#
30	4.12351	15	21	30	#
31	4.58168	19	21	30	#
32	9.49597	3	5	32	#
33	8.54637	3	9	32	#
34	7.69173	3	13	32	#
35	9.49597	7	9	32	#
36	8.54637	7	13	32	#
37	9.49597	11	13	32	#
38	8.25643	10	13	34	#
39	5.57309	10	17	34	#
40	5.01578	10	21	34	#
41	6.19232	14	17	34	#
42	5.57309	14	21	34	#
43	6.19232	18	21	34	#
44	7.85111	3	5	35	#
45	7.066	3	9	35	#
46	6.3594	3	13	35	#
47	7.85111	7	9	35	#
48	7.066	7	13	35	#
49	7.85111	11	13	35	#
