%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 24; Bids: 50; Distribution: matching; Runs: 1; Seed: 31
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 24
bids 50
dummy 13

0	5.80464	2	20	#
1	6.8386	15	17	25	#
2	4.61606	15	21	25	#
3	5.12895	19	21	25	#
4	5.17095	1	16	26	#
5	4.65385	1	20	26	#
6	5.17095	5	20	26	#
7	3.28721	3	5	27	#
8	2.21887	3	9	27	#
9	1.99698	3	13	27	#
10	1.79728	3	17	27	#
11	2.46541	7	9	27	#
12	2.21887	7	13	27	#
13	1.99698	7	17	27	#
14	2.46541	11	13	27	#
15	2.21887	11	17	27	#
16	2.46541	15	17	27	#
17	3.84396	0	17	28	#
18	3.45957	0	21	28	#
19	3.84396	4	21	28	#
20	1.92889	0	17	29	#
21	1.736	0	21	29	#
22	1.92889	4	21	29	#
23	2.60618	1	16	30	#
24	2.34556	1	20	30	#
25	2.60618	5	20	30	#
26	3.43082	1	16	31	#
27	3.08774	1	20	31	#
28	3.43082	5	20	31	#
29	6.69246	13	19	32	#
30	4.51741	13	23	32	#
31	5.01934	17	23	32	#
32	3.34624	0	22	#
33	1.93659	0	23	#
34	7.3561	2	5	35	#
35	4.96537	2	9	35	#
36	4.46883	2	13	35	#
37	4.02195	2	17	35	#
38	5.51707	6	9	35	#
39	4.96537	6	13	35	#
40	4.46883	6	17	35	#
41	5.51707	10	13	35	#
42	4.96537	10	17	35	#
43	5.51707	14	17	35	#
44	6.04332	11	13	36	#
45	4.07924	11	17	36	#
46	3.67132	11	21	36	#
47	4.53249	15	17	36	#
48	4.07924	15	21	36	#
49	4.53249	19	21	36	#
