%% File generated by CATS v.2.1Thu May  9 12:48:24 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 40; Bids: 100; Distribution: matching; Runs: 1; Seed: 1
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 40
bids 100
dummy 28

0	2.36104	3	36	#
1	2.80973	11	17	43	#
2	4.69697	29	38	45	#
3	2.80973	3	9	43	#
4	2.52875	3	13	43	#
5	2.27588	3	17	43	#
6	2.80973	7	13	43	#
7	2.52875	7	17	43	#
8	3.68251	0	38	#
9	6.26263	17	26	45	#
10	4.22728	17	30	45	#
11	3.80455	17	34	45	#
12	3.42409	17	38	45	#
13	4.69697	21	30	45	#
14	4.22728	21	34	45	#
15	3.80455	21	38	45	#
16	4.69697	25	34	45	#
17	4.22728	25	38	45	#
18	11.8969	2	9	46	#
19	8.03038	2	13	46	#
20	7.22734	2	17	46	#
21	6.50461	2	21	46	#
22	8.92264	6	13	46	#
23	8.03038	6	17	46	#
24	7.22734	6	21	46	#
25	8.92264	10	17	46	#
26	8.03038	10	21	46	#
27	8.92264	14	21	46	#
28	9.85627	26	33	47	#
29	6.65298	26	37	47	#
30	7.3922	30	37	47	#
31	5.48745	17	26	62	#
32	6.92073	25	35	49	#
33	4.67149	25	39	49	#
34	5.19054	29	39	49	#
35	2.15309	5	32	50	#
36	1.45334	5	36	50	#
37	1.61482	9	36	50	#
38	3.44039	5	32	52	#
39	2.32227	5	36	52	#
40	2.58029	9	36	52	#
41	6.5161	2	36	#
42	9.51596	6	13	54	#
43	6.42327	6	17	54	#
44	5.78095	6	21	54	#
45	5.20285	6	25	54	#
46	7.13697	10	17	54	#
47	6.42327	10	21	54	#
48	5.78095	10	25	54	#
49	7.13697	14	21	54	#
50	6.42327	14	25	54	#
51	7.13697	18	25	54	#
52	3.83176	4	33	55	#
53	2.58644	4	37	55	#
54	2.87382	8	37	55	#
55	5.00116	18	25	56	#
56	3.37578	18	29	56	#
57	3.0382	18	33	56	#
58	2.73438	18	37	56	#
59	3.75087	22	29	56	#
60	3.37578	22	33	56	#
61	3.0382	22	37	56	#
62	3.75087	26	33	56	#
63	3.37578	26	37	56	#
64	3.75087	30	37	56	#
65	2.75885	0	39	#
66	7.31661	5	14	62	#
67	4.93871	5	18	62	#
68	4.44484	5	22	62	#
69	4.00035	5	26	62	#
70	5.48745	9	18	62	#
71	4.93871	9	22	62	#
72	4.44484	9	26	62	#
73	5.48745	13	22	62	#
74	4.93871	13	26	62	#
75	2.87197	0	29	63	#
76	2.58477	0	33	63	#
77	2.32629	0	37	63	#
78	2.87197	4	33	63	#
79	2.58477	4	37	63	#
80	2.87197	8	37	63	#
81	5.26079	1	10	64	#
82	3.55103	1	14	64	#
83	3.19593	1	18	64	#
84	2.87633	1	22	64	#
85	3.94559	5	14	64	#
86	3.55103	5	18	64	#
87	3.19593	5	22	64	#
88	3.94559	9	18	64	#
89	3.55103	9	22	64	#
90	3.94559	13	22	64	#
91	2.9798	27	33	65	#
92	2.01137	27	37	65	#
93	2.23485	31	37	65	#
94	7.30329	26	33	66	#
95	4.92972	26	37	66	#
96	5.47746	30	37	66	#
97	4.65092	5	32	67	#
98	3.13937	5	36	67	#
99	3.48819	9	36	67	#
