%% File generated by CATS v.2.1Thu May  9 13:09:07 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 40; Bids: 100; Distribution: scheduling; Runs: 1; Seed: 46
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 40
bids 127
dummy 4

0	4.84985	0	1	2	3	4	5	40	#
1	4.84985	1	2	3	4	5	6	40	#
2	4.84985	2	3	4	5	6	7	40	#
3	4.84985	3	4	5	6	7	8	40	#
4	4.84985	4	5	6	7	8	9	40	#
5	4.84985	5	6	7	8	9	10	40	#
6	4.84985	6	7	8	9	10	11	40	#
7	4.84985	7	8	9	10	11	12	40	#
8	4.84985	8	9	10	11	12	13	40	#
9	4.84985	9	10	11	12	13	14	40	#
10	4.84985	10	11	12	13	14	15	40	#
11	4.84985	11	12	13	14	15	16	40	#
12	4.84985	12	13	14	15	16	17	40	#
13	4.84985	13	14	15	16	17	18	40	#
14	4.84985	14	15	16	17	18	19	40	#
15	4.84985	15	16	17	18	19	20	40	#
16	4.84985	16	17	18	19	20	21	40	#
17	4.84985	17	18	19	20	21	22	40	#
18	4.84985	18	19	20	21	22	23	40	#
19	4.84985	19	20	21	22	23	24	40	#
20	4.84985	20	21	22	23	24	25	40	#
21	4.84985	21	22	23	24	25	26	40	#
22	4.84985	22	23	24	25	26	27	40	#
23	4.84985	23	24	25	26	27	28	40	#
24	4.84985	24	25	26	27	28	29	40	#
25	4.84985	25	26	27	28	29	30	40	#
26	4.84985	26	27	28	29	30	31	40	#
27	4.84985	27	28	29	30	31	32	40	#
28	4.84985	28	29	30	31	32	33	40	#
29	4.84985	29	30	31	32	33	34	40	#
30	4.71128	30	31	32	33	34	35	40	#
31	4.45662	31	32	33	34	35	36	40	#
32	4.45662	32	33	34	35	36	37	40	#
33	4.22807	33	34	35	36	37	38	40	#
34	4.22807	34	35	36	37	38	39	40	#
35	11.5935	0	1	2	3	4	5	6	7	41	#
36	11.5935	1	2	3	4	5	6	7	8	41	#
37	11.5935	2	3	4	5	6	7	8	9	41	#
38	11.5935	3	4	5	6	7	8	9	10	41	#
39	11.5935	4	5	6	7	8	9	10	11	41	#
40	11.5935	5	6	7	8	9	10	11	12	41	#
41	11.5935	6	7	8	9	10	11	12	13	41	#
42	11.5935	7	8	9	10	11	12	13	14	41	#
43	11.5935	8	9	10	11	12	13	14	15	41	#
44	11.5935	9	10	11	12	13	14	15	16	41	#
45	11.5935	10	11	12	13	14	15	16	17	41	#
46	11.5935	11	12	13	14	15	16	17	18	41	#
47	11.5935	12	13	14	15	16	17	18	19	41	#
48	11.5935	13	14	15	16	17	18	19	20	41	#
49	11.5935	14	15	16	17	18	19	20	21	41	#
50	11.5935	15	16	17	18	19	20	21	22	41	#
51	11.5935	16	17	18	19	20	21	22	23	41	#
52	11.5935	17	18	19	20	21	22	23	24	41	#
53	11.5935	18	19	20	21	22	23	24	25	41	#
54	11.5935	19	20	21	22	23	24	25	26	41	#
55	11.5935	20	21	22	23	24	25	26	27	41	#
56	11.5935	21	22	23	24	25	26	27	28	41	#
57	9.54757	22	23	24	25	26	27	28	29	41	#
58	9.54757	23	24	25	26	27	28	29	30	41	#
59	9.54757	24	25	26	27	28	29	30	31	41	#
60	9.54757	25	26	27	28	29	30	31	32	41	#
61	9.54757	26	27	28	29	30	31	32	33	41	#
62	9.54757	27	28	29	30	31	32	33	34	41	#
63	8.77345	28	29	30	31	32	33	34	35	41	#
64	8.77345	29	30	31	32	33	34	35	36	41	#
65	8.77345	30	31	32	33	34	35	36	37	41	#
66	8.54257	31	32	33	34	35	36	37	38	41	#
67	15.3672	0	1	2	3	4	5	6	7	42	#
68	15.3672	1	2	3	4	5	6	7	8	42	#
69	15.3672	2	3	4	5	6	7	8	9	42	#
70	15.3672	3	4	5	6	7	8	9	10	42	#
71	15.3672	4	5	6	7	8	9	10	11	42	#
