%% File generated by CATS v.2.1Thu May  9 12:48:24 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 40; Bids: 100; Distribution: matching; Runs: 1; Seed: 24
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 40
bids 104
dummy 21

0	3.50677	0	38	#
1	4.99939	2	36	#
2	0.745706	3	36	#
3	4.51	15	21	43	#
4	3.04425	15	25	43	#
5	2.73983	15	29	43	#
6	2.46584	15	33	43	#
7	3.3825	19	25	43	#
8	3.04425	19	29	43	#
9	2.73983	19	33	43	#
10	3.3825	23	29	43	#
11	3.04425	23	33	43	#
12	3.3825	27	33	43	#
13	12.5567	18	25	44	#
14	8.47574	18	29	44	#
15	7.62817	18	33	44	#
16	6.86535	18	37	44	#
17	9.41749	22	29	44	#
18	8.47574	22	33	44	#
19	7.62817	22	37	44	#
20	9.41749	26	33	44	#
21	8.47574	26	37	44	#
22	9.41749	30	37	44	#
23	9.85681	22	29	45	#
24	6.65334	22	33	45	#
25	5.98801	22	37	45	#
26	7.3926	26	33	45	#
27	6.65334	26	37	45	#
28	7.3926	30	37	45	#
29	4.50058	27	33	46	#
30	3.03789	27	37	46	#
31	3.37544	31	37	46	#
32	5.138	3	9	48	#
33	4.6242	3	13	48	#
34	4.16178	3	17	48	#
35	5.138	7	13	48	#
36	4.6242	7	17	48	#
37	5.138	11	17	48	#
38	9.4277	22	29	50	#
39	6.3637	22	33	50	#
40	5.72733	22	37	50	#
41	7.07077	26	33	50	#
42	6.3637	26	37	50	#
43	7.07077	30	37	50	#
44	3.9052	15	21	51	#
45	2.63601	15	25	51	#
46	2.37241	15	29	51	#
47	2.13517	15	33	51	#
48	2.9289	19	25	51	#
49	2.63601	19	29	51	#
50	2.37241	19	33	51	#
51	2.9289	23	29	51	#
52	2.63601	23	33	51	#
53	2.9289	27	33	51	#
54	14.1612	22	29	54	#
55	9.55881	22	33	54	#
56	8.60293	22	37	54	#
57	10.6209	26	33	54	#
58	9.55881	26	37	54	#
59	10.6209	30	37	54	#
60	3.55623	23	29	55	#
61	2.40046	23	33	55	#
62	2.16041	23	37	55	#
63	2.66717	27	33	55	#
64	2.40046	27	37	55	#
65	2.66717	31	37	55	#
66	12.8865	1	10	56	#
67	8.69839	1	14	56	#
68	7.82855	1	18	56	#
69	7.04569	1	22	56	#
70	9.66488	5	14	56	#
71	8.69839	5	18	56	#
72	7.82855	5	22	56	#
73	9.66488	9	18	56	#
74	8.69839	9	22	56	#
75	9.66488	13	22	56	#
76	4.02988	0	29	57	#
77	3.62689	0	33	57	#
78	3.2642	0	37	57	#
79	4.02988	4	33	57	#
80	3.62689	4	37	57	#
81	4.02988	8	37	57	#
82	2.71708	1	28	58	#
83	1.83403	1	32	58	#
84	1.65063	1	36	58	#
85	2.03781	5	32	58	#
86	1.83403	5	36	58	#
87	2.03781	9	36	58	#
88	4.50246	11	17	59	#
89	3.03916	11	21	59	#
90	2.73524	11	25	59	#
91	2.46172	11	29	59	#
92	3.37684	15	21	59	#
93	3.03916	15	25	59	#
94	2.73524	15	29	59	#
95	3.37684	19	25	59	#
96	3.03916	19	29	59	#
97	3.37684	23	29	59	#
98	2.86988	0	29	60	#
99	1.93717	0	33	60	#
100	1.74345	0	37	60	#
101	2.15241	4	33	60	#
102	1.93717	4	37	60	#
103	2.15241	8	37	60	#
