%% File generated by CATS v.2.1Thu May  9 12:48:24 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 32; Bids: 100; Distribution: matching; Runs: 1; Seed: 96
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 32
bids 102
dummy 21

0	4.81637	0	30	#
1	8.22172	2	28	#
2	9.60851	3	28	#
3	6.97437	15	21	35	#
4	4.7077	15	25	35	#
5	4.23693	15	29	35	#
6	5.23078	19	25	35	#
7	4.7077	19	29	35	#
8	5.23078	23	29	35	#
9	13.0558	2	9	36	#
10	8.81264	2	13	36	#
11	7.93138	2	17	36	#
12	7.13824	2	21	36	#
13	9.79182	6	13	36	#
14	8.81264	6	17	36	#
15	7.93138	6	21	36	#
16	9.79182	10	17	36	#
17	8.81264	10	21	36	#
18	9.79182	14	21	36	#
19	9.26536	14	21	37	#
20	6.25412	14	25	37	#
21	5.6287	14	29	37	#
22	6.94902	18	25	37	#
23	6.25412	18	29	37	#
24	6.94902	22	29	37	#
25	6.55087	11	17	38	#
26	4.42184	11	21	38	#
27	3.97966	11	25	38	#
28	3.58169	11	29	38	#
29	4.91316	15	21	38	#
30	4.42184	15	25	38	#
31	3.97966	15	29	38	#
32	4.91316	19	25	38	#
33	4.42184	19	29	38	#
34	4.91316	23	29	38	#
35	5.59482	15	21	40	#
36	3.7765	15	25	40	#
37	3.39885	15	29	40	#
38	4.19612	19	25	40	#
39	3.7765	19	29	40	#
40	4.19612	23	29	40	#
41	8.32618	2	9	42	#
42	7.49356	2	13	42	#
43	6.74421	2	17	42	#
44	8.32618	6	13	42	#
45	7.49356	6	17	42	#
46	8.32618	10	17	42	#
47	4.95964	3	9	43	#
48	4.46367	3	13	43	#
49	4.0173	3	17	43	#
50	4.95964	7	13	43	#
51	4.46367	7	17	43	#
52	4.95964	11	17	43	#
53	9.64182	6	13	46	#
54	6.50823	6	17	46	#
55	5.8574	6	21	46	#
56	5.27166	6	25	46	#
57	7.23136	10	17	46	#
58	6.50823	10	21	46	#
59	5.8574	10	25	46	#
60	7.23136	14	21	46	#
61	6.50823	14	25	46	#
62	7.23136	18	25	46	#
63	3.68544	7	13	47	#
64	2.48768	7	17	47	#
65	2.23891	7	21	47	#
66	2.01502	7	25	47	#
67	2.76408	11	17	47	#
68	2.48768	11	21	47	#
69	2.23891	11	25	47	#
70	2.76408	15	21	47	#
71	2.48768	15	25	47	#
72	2.76408	19	25	47	#
73	12.5894	9	18	48	#
74	8.49787	9	22	48	#
75	7.64809	9	26	48	#
76	6.88328	9	30	48	#
77	9.44208	13	22	48	#
78	8.49787	13	26	48	#
79	7.64809	13	30	48	#
80	9.44208	17	26	48	#
81	8.49787	17	30	48	#
82	9.44208	21	30	48	#
83	8.84381	0	25	49	#
84	5.96957	0	29	49	#
85	6.63286	4	29	49	#
86	11.2374	1	24	50	#
87	7.58524	1	28	50	#
88	8.42804	5	28	50	#
89	7.49864	11	17	51	#
90	5.06158	11	21	51	#
91	4.55543	11	25	51	#
92	4.09988	11	29	51	#
93	5.62398	15	21	51	#
94	5.06158	15	25	51	#
95	4.55543	15	29	51	#
96	5.62398	19	25	51	#
97	5.06158	19	29	51	#
98	5.62398	23	29	51	#
99	7.32124	0	25	52	#
100	4.94184	0	29	52	#
101	5.49093	4	29	52	#
