%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 32; Bids: 100; Distribution: matching; Runs: 1; Seed: 33
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 32
bids 104
dummy 27

0	7.41812	3	28	#
1	9.83764	0	30	#
2	1.46846	7	13	35	#
3	0.991211	7	17	35	#
4	0.89209	7	21	35	#
5	0.802881	7	25	35	#
6	1.10135	11	17	35	#
7	0.991211	11	21	35	#
8	0.89209	11	25	35	#
9	1.10135	15	21	35	#
10	0.991211	15	25	35	#
11	1.10135	19	25	35	#
12	3.4032	1	10	37	#
13	2.29716	1	14	37	#
14	2.06744	1	18	37	#
15	1.8607	1	22	37	#
16	2.5524	5	14	37	#
17	2.29716	5	18	37	#
18	2.06744	5	22	37	#
19	2.5524	9	18	37	#
20	2.29716	9	22	37	#
21	2.5524	13	22	37	#
22	1.78699	10	17	38	#
23	1.20622	10	21	38	#
24	1.08559	10	25	38	#
25	0.977035	10	29	38	#
26	1.34024	14	21	38	#
27	1.20622	14	25	38	#
28	1.08559	14	29	38	#
29	1.34024	18	25	38	#
30	1.20622	18	29	38	#
31	1.34024	22	29	38	#
32	2.76535	18	25	39	#
33	1.86661	18	29	39	#
34	2.07401	22	29	39	#
35	10.0793	2	28	#
36	1.03671	9	19	41	#
37	0.699778	9	23	41	#
38	0.6298	9	27	41	#
39	0.56682	9	31	41	#
40	0.777531	13	23	41	#
41	0.699778	13	27	41	#
42	0.6298	13	31	41	#
43	0.777531	17	27	41	#
44	0.699778	17	31	41	#
45	0.777531	21	31	41	#
46	7.91985	1	24	42	#
47	5.3459	1	28	42	#
48	5.93989	5	28	42	#
49	9.06541	1	24	44	#
50	6.11915	1	28	44	#
51	6.79906	5	28	44	#
52	1.74496	21	30	54	#
53	3.01631	2	9	46	#
54	2.71468	2	13	46	#
55	2.44321	2	17	46	#
56	3.01631	6	13	46	#
57	2.71468	6	17	46	#
58	3.01631	10	17	46	#
59	2.36994	0	25	47	#
60	2.13294	0	29	47	#
61	2.36994	4	29	47	#
62	3.59869	10	17	48	#
63	2.42911	10	21	48	#
64	2.1862	10	25	48	#
65	1.96758	10	29	48	#
66	2.69902	14	21	48	#
67	2.42911	14	25	48	#
68	2.1862	14	29	48	#
69	2.69902	18	25	48	#
70	2.42911	18	29	48	#
71	2.69902	22	29	48	#
72	6.55474	0	31	#
73	2.32662	13	22	54	#
74	1.57047	13	26	54	#
75	1.41342	13	30	54	#
76	1.74496	17	26	54	#
77	1.57047	17	30	54	#
78	3.48215	0	25	55	#
79	2.35045	0	29	55	#
80	2.61161	4	29	55	#
81	4.14978	17	26	56	#
82	2.8011	17	30	56	#
83	3.11234	21	30	56	#
84	1.40589	11	17	57	#
85	0.948978	11	21	57	#
86	0.85408	11	25	57	#
87	0.768672	11	29	57	#
88	1.05442	15	21	57	#
89	0.948978	15	25	57	#
90	0.85408	15	29	57	#
91	1.05442	19	25	57	#
92	0.948978	19	29	57	#
93	1.05442	23	29	57	#
94	2.95973	10	17	58	#
95	1.99782	10	21	58	#
96	1.79803	10	25	58	#
97	1.61823	10	29	58	#
98	2.2198	14	21	58	#
99	1.99782	14	25	58	#
100	1.79803	14	29	58	#
101	2.2198	18	25	58	#
102	1.99782	18	29	58	#
103	2.2198	22	29	58	#
