%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 32; Bids: 100; Distribution: matching; Runs: 1; Seed: 7
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 32
bids 103
dummy 19

0	3.4102	2	28	#
1	4.27319	3	9	33	#
2	2.8844	3	13	33	#
3	2.59596	3	17	33	#
4	2.33637	3	21	33	#
5	3.20489	7	13	33	#
6	2.8844	7	17	33	#
7	2.59596	7	21	33	#
8	3.20489	11	17	33	#
9	2.8844	11	21	33	#
10	3.20489	15	21	33	#
11	4.67261	1	24	34	#
12	4.20535	1	28	34	#
13	4.67261	5	28	34	#
14	6.32137	11	17	35	#
15	4.26693	11	21	35	#
16	3.84023	11	25	35	#
17	3.45621	11	29	35	#
18	4.74103	15	21	35	#
19	4.26693	15	25	35	#
20	3.84023	15	29	35	#
21	4.74103	19	25	35	#
22	4.26693	19	29	35	#
23	4.74103	23	29	35	#
24	3.21521	0	25	36	#
25	2.89369	0	29	36	#
26	3.21521	4	29	36	#
27	7.04096	0	25	37	#
28	6.33686	0	29	37	#
29	7.04096	4	29	37	#
30	4.95497	1	24	38	#
31	4.45947	1	28	38	#
32	4.95497	5	28	38	#
33	5.20915	1	24	39	#
34	4.68824	1	28	39	#
35	5.20915	5	28	39	#
36	5.26733	17	27	40	#
37	3.55545	17	31	40	#
38	3.9505	21	31	40	#
39	1.507	0	30	#
40	2.14894	0	31	#
41	4.78583	18	25	43	#
42	3.23044	18	29	43	#
43	3.58937	22	29	43	#
44	3.56179	3	9	44	#
45	2.40421	3	13	44	#
46	2.16378	3	17	44	#
47	1.94741	3	21	44	#
48	2.67134	7	13	44	#
49	2.40421	7	17	44	#
50	2.16378	7	21	44	#
51	2.67134	11	17	44	#
52	2.40421	11	21	44	#
53	2.67134	15	21	44	#
54	4.23481	2	9	45	#
55	2.8585	2	13	45	#
56	2.57265	2	17	45	#
57	2.31538	2	21	45	#
58	3.17611	6	13	45	#
59	2.8585	6	17	45	#
60	2.57265	6	21	45	#
61	3.17611	10	17	45	#
62	2.8585	10	21	45	#
63	3.17611	14	21	45	#
64	4.91842	5	15	46	#
65	3.31993	5	19	46	#
66	2.98794	5	23	46	#
67	2.68914	5	27	46	#
68	3.68881	9	19	46	#
69	3.31993	9	23	46	#
70	2.98794	9	27	46	#
71	3.68881	13	23	46	#
72	3.31993	13	27	46	#
73	3.68881	17	27	46	#
74	3.5336	0	25	47	#
75	3.18024	0	29	47	#
76	3.5336	4	29	47	#
77	9.21259	2	9	48	#
78	6.2185	2	13	48	#
79	5.59665	2	17	48	#
80	5.03698	2	21	48	#
81	6.90944	6	13	48	#
82	6.2185	6	17	48	#
83	5.59665	6	21	48	#
84	6.90944	10	17	48	#
85	6.2185	10	21	48	#
86	6.90944	14	21	48	#
87	4.43039	5	15	49	#
88	2.99051	5	19	49	#
89	2.69146	5	23	49	#
90	2.42232	5	27	49	#
91	3.32279	9	19	49	#
92	2.99051	9	23	49	#
93	2.69146	9	27	49	#
94	3.32279	13	23	49	#
95	2.99051	13	27	49	#
96	3.32279	17	27	49	#
97	5.5257	13	23	50	#
98	3.72985	13	27	50	#
99	3.35686	13	31	50	#
100	4.14428	17	27	50	#
101	3.72985	17	31	50	#
102	4.14428	21	31	50	#
