%% File generated by CATS v.2.1Thu May  9 13:09:07 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 32; Bids: 100; Distribution: scheduling; Runs: 1; Seed: 22
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 32
bids 101
dummy 5

0	13.3476	0	1	2	3	4	5	6	7	8	9	32	#
1	13.3476	1	2	3	4	5	6	7	8	9	10	32	#
2	13.3476	2	3	4	5	6	7	8	9	10	11	32	#
3	13.3476	3	4	5	6	7	8	9	10	11	12	32	#
4	13.3476	4	5	6	7	8	9	10	11	12	13	32	#
5	13.3476	5	6	7	8	9	10	11	12	13	14	32	#
6	13.3476	6	7	8	9	10	11	12	13	14	15	32	#
7	13.3476	7	8	9	10	11	12	13	14	15	16	32	#
8	13.3476	8	9	10	11	12	13	14	15	16	17	32	#
9	13.3476	9	10	11	12	13	14	15	16	17	18	32	#
10	13.3476	10	11	12	13	14	15	16	17	18	19	32	#
11	13.3476	11	12	13	14	15	16	17	18	19	20	32	#
12	13.3476	12	13	14	15	16	17	18	19	20	21	32	#
13	13.3476	13	14	15	16	17	18	19	20	21	22	32	#
14	13.3476	14	15	16	17	18	19	20	21	22	23	32	#
15	13.3476	15	16	17	18	19	20	21	22	23	24	32	#
16	12.8137	16	17	18	19	20	21	22	23	24	25	32	#
17	10.3336	17	18	19	20	21	22	23	24	25	26	32	#
18	10.3336	18	19	20	21	22	23	24	25	26	27	32	#
19	10.3336	19	20	21	22	23	24	25	26	27	28	32	#
20	10.3336	20	21	22	23	24	25	26	27	28	29	32	#
21	10.3336	21	22	23	24	25	26	27	28	29	30	32	#
22	10.3336	22	23	24	25	26	27	28	29	30	31	32	#
23	7.82187	0	1	2	3	4	5	33	#
24	7.82187	1	2	3	4	5	6	33	#
25	7.82187	2	3	4	5	6	7	33	#
26	7.82187	3	4	5	6	7	8	33	#
27	7.82187	4	5	6	7	8	9	33	#
28	7.82187	5	6	7	8	9	10	33	#
29	7.82187	6	7	8	9	10	11	33	#
30	7.82187	7	8	9	10	11	12	33	#
31	7.82187	8	9	10	11	12	13	33	#
32	7.82187	9	10	11	12	13	14	33	#
33	7.82187	10	11	12	13	14	15	33	#
34	7.82187	11	12	13	14	15	16	33	#
35	7.82187	12	13	14	15	16	17	33	#
36	7.82187	13	14	15	16	17	18	33	#
37	5.86641	14	15	16	17	18	19	33	#
38	5.86641	15	16	17	18	19	20	33	#
39	5.86641	16	17	18	19	20	21	33	#
40	5.86641	17	18	19	20	21	22	33	#
41	5.86641	18	19	20	21	22	23	33	#
42	5.86641	19	20	21	22	23	24	33	#
43	9.77163	0	1	2	3	4	5	6	7	8	9	34	#
44	9.77163	1	2	3	4	5	6	7	8	9	10	34	#
45	9.77163	2	3	4	5	6	7	8	9	10	11	34	#
46	9.77163	3	4	5	6	7	8	9	10	11	12	34	#
47	9.77163	4	5	6	7	8	9	10	11	12	13	34	#
48	9.77163	5	6	7	8	9	10	11	12	13	14	34	#
49	9.77163	6	7	8	9	10	11	12	13	14	15	34	#
50	9.77163	7	8	9	10	11	12	13	14	15	16	34	#
51	5.73111	0	1	2	3	4	35	#
52	5.73111	1	2	3	4	5	35	#
53	5.73111	2	3	4	5	6	35	#
54	5.73111	3	4	5	6	7	35	#
55	5.73111	4	5	6	7	8	35	#
56	5.73111	5	6	7	8	9	35	#
57	5.73111	6	7	8	9	10	35	#
58	5.73111	7	8	9	10	11	35	#
59	5.73111	8	9	10	11	12	35	#
60	5.73111	9	10	11	12	13	35	#
61	2.66087	10	11	12	13	14	35	#
62	2.66087	11	12	13	14	15	35	#
63	2.66087	12	13	14	15	16	35	#
64	2.66087	13	14	15	16	17	35	#
65	2.66087	14	15	16	17	18	35	#
66	2.66087	15	16	17	18	19	35	#
67	2.66087	16	17	18	19	20	35	#
68	2.66087	17	18	19	20	21	35	#
69	2.66087	18	19	20	21	22	35	#
70	2.66087	19	20	21	22	23	35	#
71	2.66087	20	21	22	23	24	35	#
72	2.66087	21	22	23	24	25	35	#
73	2.66087	22	23	24	25	26	35	#
74	2.66087	23	24	25	26	27	35	#
75	2.66087	24	25	26	27	28	35	#
76	2.48348	25	26	27	28	29	35	#
77	2.48348	26	27	28	29	30	35	#
78	2.40337	27	28	29	30	31	35	#
79	9.54691	0	1	2	3	4	36	#
80	9.54691	1	2	3	4	5	36	#
81	9.54691	2	3	4	5	6	36	#
82	9.54691	3	4	5	6	7	36	#
83	9.54691	4	5	6	7	8	36	#
84	9.54691	5	6	7	8	9	36	#
85	9.54691	6	7	8	9	10	36	#
86	9.54691	7	8	9	10	11	36	#
87	9.54691	8	9	10	11	12	36	#
88	9.54691	9	10	11	12	13	36	#
89	9.54691	10	11	12	13	14	36	#
90	9.54691	11	12	13	14	15	36	#
91	9.54691	12	13	14	15	16	36	#
92	9.54691	13	14	15	16	17	36	#
93	9.54691	14	15	16	17	18	36	#
94	9.54691	15	16	17	18	19	36	#
95	9.54691	16	17	18	19	20	36	#
96	9.54691	17	18	19	20	21	36	#
97	9.54691	18	19	20	21	22	36	#
98	9.54691	19	20	21	22	23	36	#
99	9.54691	20	21	22	23	24	36	#
100	9.16504	21	22	23	24	25	36	#
