%% File generated by CATS v.2.1Thu May  9 12:48:24 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 32; Bids: 100; Distribution: matching; Runs: 1; Seed: 97
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 32
bids 100
dummy 27

0	4.66385	3	28	#
1	0.849154	11	17	35	#
2	3.38931	21	30	37	#
3	0.849154	3	9	35	#
4	0.764239	3	13	35	#
5	0.687815	3	17	35	#
6	0.849154	7	13	35	#
7	0.764239	7	17	35	#
8	9.83138	0	30	#
9	4.51908	17	26	37	#
10	3.05038	17	30	37	#
11	5.22953	2	9	38	#
12	3.52993	2	13	38	#
13	3.17694	2	17	38	#
14	2.85925	2	21	38	#
15	3.92215	6	13	38	#
16	3.52993	6	17	38	#
17	3.17694	6	21	38	#
18	3.92215	10	17	38	#
19	3.52993	10	21	38	#
20	3.92215	14	21	38	#
21	7.52028	10	17	39	#
22	5.07619	10	21	39	#
23	4.56857	10	25	39	#
24	4.11171	10	29	39	#
25	5.64021	14	21	39	#
26	5.07619	14	25	39	#
27	4.56857	14	29	39	#
28	5.64021	18	25	39	#
29	5.07619	18	29	39	#
30	5.64021	22	29	39	#
31	9.89287	2	28	#
32	1.10401	9	19	41	#
33	0.745209	9	23	41	#
34	0.670688	9	27	41	#
35	0.603619	9	31	41	#
36	0.82801	13	23	41	#
37	0.745209	13	27	41	#
38	0.670688	13	31	41	#
39	0.82801	17	27	41	#
40	0.745209	17	31	41	#
41	0.82801	21	31	41	#
42	3.03366	1	24	42	#
43	2.04772	1	28	42	#
44	2.27524	5	28	42	#
45	6.89301	1	24	44	#
46	4.65278	1	28	44	#
47	5.16976	5	28	44	#
48	4.02209	0	31	#
49	3.64212	14	21	46	#
50	2.45843	14	25	46	#
51	2.21259	14	29	46	#
52	2.73159	18	25	46	#
53	2.45843	18	29	46	#
54	2.73159	22	29	46	#
55	4.57845	0	25	47	#
56	4.1206	0	29	47	#
57	4.57845	4	29	47	#
58	7.15709	18	25	48	#
59	4.83103	18	29	48	#
60	5.36782	22	29	48	#
61	2.22453	1	10	54	#
62	2.00208	1	14	54	#
63	1.80187	1	18	54	#
64	2.22453	5	14	54	#
65	2.00208	5	18	54	#
66	2.22453	9	18	54	#
67	6.89257	0	25	55	#
68	4.65248	0	29	55	#
69	5.16943	4	29	55	#
70	4.2638	1	10	56	#
71	2.87807	1	14	56	#
72	2.59026	1	18	56	#
73	2.33124	1	22	56	#
74	3.19785	5	14	56	#
75	2.87807	5	18	56	#
76	2.59026	5	22	56	#
77	3.19785	9	18	56	#
78	2.87807	9	22	56	#
79	3.19785	13	22	56	#
80	0.46227	3	9	57	#
81	0.312032	3	13	57	#
82	0.280829	3	17	57	#
83	0.252746	3	21	57	#
84	0.346702	7	13	57	#
85	0.312032	7	17	57	#
86	0.280829	7	21	57	#
87	0.346702	11	17	57	#
88	0.312032	11	21	57	#
89	0.346702	15	21	57	#
90	6.32497	10	17	58	#
91	4.26936	10	21	58	#
92	3.84242	10	25	58	#
93	3.45818	10	29	58	#
94	4.74373	14	21	58	#
95	4.26936	14	25	58	#
96	3.84242	14	29	58	#
97	4.74373	18	25	58	#
98	4.26936	18	29	58	#
99	4.74373	22	29	58	#
