%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 32; Bids: 100; Distribution: matching; Runs: 1; Seed: 15
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 32
bids 106
dummy 37

0	2.58727	2	28	#
1	9.70988	3	9	33	#
2	6.55417	3	13	33	#
3	5.89875	3	17	33	#
4	5.30887	3	21	33	#
5	7.28241	7	13	33	#
6	6.55417	7	17	33	#
7	5.89875	7	21	33	#
8	7.28241	11	17	33	#
9	6.55417	11	21	33	#
10	7.28241	15	21	33	#
11	3.98556	1	24	34	#
12	3.58701	1	28	34	#
13	3.98556	5	28	34	#
14	4.92151	19	25	35	#
15	3.32202	19	29	35	#
16	3.69113	23	29	35	#
17	3.09856	0	25	36	#
18	2.7887	0	29	36	#
19	3.09856	4	29	36	#
20	2.27854	0	25	37	#
21	2.05068	0	29	37	#
22	2.27854	4	29	37	#
23	1.63407	1	24	38	#
24	1.47066	1	28	38	#
25	1.63407	5	28	38	#
26	2.85205	1	24	39	#
27	2.56685	1	28	39	#
28	2.85205	5	28	39	#
29	10.6036	17	27	40	#
30	7.15745	17	31	40	#
31	7.95272	21	31	40	#
32	7.50932	21	31	62	#
33	7.31406	3	28	#
34	3.51205	18	25	43	#
35	2.37063	18	29	43	#
36	2.63404	22	29	43	#
37	8.67699	19	25	44	#
38	5.85697	19	29	44	#
39	6.50774	23	29	44	#
40	2.89961	18	25	45	#
41	1.95724	18	29	45	#
42	2.17471	22	29	45	#
43	4.21531	1	11	46	#
44	3.79378	1	15	46	#
45	3.4144	1	19	46	#
46	4.21531	5	15	46	#
47	3.79378	5	19	46	#
48	4.21531	9	19	46	#
49	3.53298	0	25	47	#
50	3.17968	0	29	47	#
51	3.53298	4	29	47	#
52	2.61922	18	25	48	#
53	1.76797	18	29	48	#
54	1.96441	22	29	48	#
55	6.23841	13	23	49	#
56	4.21092	13	27	49	#
57	3.78983	13	31	49	#
58	4.6788	17	27	49	#
59	4.21092	17	31	49	#
60	4.6788	21	31	49	#
61	5.69039	13	23	50	#
62	3.84101	13	27	50	#
63	3.45691	13	31	50	#
64	4.26779	17	27	50	#
65	3.84101	17	31	50	#
66	4.26779	21	31	50	#
67	3.96794	9	18	51	#
68	2.67836	9	22	51	#
69	2.41052	9	26	51	#
70	2.16947	9	30	51	#
71	2.97595	13	22	51	#
72	2.67836	13	26	51	#
73	2.41052	13	30	51	#
74	2.97595	17	26	51	#
75	2.67836	17	30	51	#
76	2.97595	21	30	51	#
77	6.31375	0	31	#
78	3.80962	1	24	53	#
79	3.42866	1	28	53	#
80	3.80962	5	28	53	#
81	3.97791	1	24	54	#
82	2.68509	1	28	54	#
83	2.98343	5	28	54	#
84	2.63906	1	24	57	#
85	2.37515	1	28	57	#
86	2.63906	5	28	57	#
87	2.62974	0	30	#
88	10.0124	17	27	62	#
89	6.75839	17	31	62	#
90	1.64729	1	24	66	#
91	1.48256	1	28	66	#
92	1.64729	5	28	66	#
93	2.873	1	24	67	#
94	1.93928	1	28	67	#
95	2.15475	5	28	67	#
96	3.61132	9	18	68	#
97	2.43764	9	22	68	#
98	2.19388	9	26	68	#
99	1.97449	9	30	68	#
100	2.70849	13	22	68	#
101	2.43764	13	26	68	#
102	2.19388	13	30	68	#
103	2.70849	17	26	68	#
104	2.43764	17	30	68	#
105	2.70849	21	30	68	#
