%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 16; Bids: 50; Distribution: matching; Runs: 1; Seed: 25
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 16
bids 52
dummy 17

0	9.33924	3	12	#
1	9.2405	0	14	#
2	4.94899	3	5	19	#
3	4.45409	3	9	19	#
4	4.00868	3	13	19	#
5	4.94899	7	9	19	#
6	4.45409	7	13	19	#
7	4.94899	11	13	19	#
8	4.62885	1	6	21	#
9	3.12447	1	10	21	#
10	2.81203	1	14	21	#
11	3.47164	5	10	21	#
12	3.12447	5	14	21	#
13	3.47164	9	14	21	#
14	6.31384	6	9	22	#
15	4.26185	6	13	22	#
16	4.73538	10	13	22	#
17	4.39698	2	5	23	#
18	3.95728	2	9	23	#
19	3.56156	2	13	23	#
20	4.39698	6	9	23	#
21	3.95728	6	13	23	#
22	4.39698	10	13	23	#
23	8.13523	2	12	#
24	5.79182	1	7	25	#
25	5.21264	1	11	25	#
26	4.69137	1	15	25	#
27	5.79182	5	11	25	#
28	5.21264	5	15	25	#
29	5.79182	9	15	25	#
30	12.1264	1	8	26	#
31	8.18534	1	12	26	#
32	9.09483	5	12	26	#
33	7.67997	1	8	28	#
34	5.18398	1	12	28	#
35	5.75997	5	12	28	#
36	7.20345	0	15	#
37	5.74851	2	5	30	#
38	5.17366	2	9	30	#
39	4.65629	2	13	30	#
40	5.74851	6	9	30	#
41	5.17366	6	13	30	#
42	5.74851	10	13	30	#
43	7.70822	0	9	31	#
44	6.9374	0	13	31	#
45	7.70822	4	13	31	#
46	4.67257	2	5	32	#
47	4.20531	2	9	32	#
48	3.78478	2	13	32	#
49	4.67257	6	9	32	#
50	4.20531	6	13	32	#
51	4.67257	10	13	32	#
