%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 16; Bids: 50; Distribution: matching; Runs: 1; Seed: 73
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 16
bids 52
dummy 24

0	10.873	3	12	#
1	5.32613	0	14	#
2	6.77789	7	9	19	#
3	4.57508	7	13	19	#
4	5.08342	11	13	19	#
5	1.00412	5	10	21	#
6	0.677778	5	14	21	#
7	0.753086	9	14	21	#
8	1.64456	2	5	22	#
9	1.11008	2	9	22	#
10	0.999068	2	13	22	#
11	1.23342	6	9	22	#
12	1.11008	6	13	22	#
13	1.23342	10	13	22	#
14	0.710843	6	9	23	#
15	0.479819	6	13	23	#
16	0.533132	10	13	23	#
17	5.1367	2	12	#
18	9.37008	5	11	25	#
19	6.3248	5	15	25	#
20	7.02756	9	15	25	#
21	5.40972	1	8	26	#
22	3.65156	1	12	26	#
23	4.05729	5	12	26	#
24	3.4929	1	8	28	#
25	2.3577	1	12	28	#
26	2.61967	5	12	28	#
27	0.581892	9	14	38	#
28	0.6589	2	5	30	#
29	0.444757	2	9	30	#
30	0.400282	2	13	30	#
31	0.494175	6	9	30	#
32	0.444757	6	13	30	#
33	0.494175	10	13	30	#
34	5.66426	0	9	31	#
35	5.09783	0	13	31	#
36	5.66426	4	13	31	#
37	0.823449	2	5	32	#
38	0.741104	2	9	32	#
39	0.666993	2	13	32	#
40	0.823449	6	9	32	#
41	0.741104	6	13	32	#
42	0.823449	10	13	32	#
43	6.52768	0	15	#
44	0.581892	1	6	38	#
45	0.523703	1	10	38	#
46	0.471332	1	14	38	#
47	0.581892	5	10	38	#
48	0.523703	5	14	38	#
49	3.67364	0	9	39	#
50	2.47971	0	13	39	#
51	2.75523	4	13	39	#
