%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 16; Bids: 50; Distribution: matching; Runs: 1; Seed: 24
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 16
bids 51
dummy 17

0	3.50677	0	14	#
1	4.99939	2	12	#
2	0.745706	3	12	#
3	3.3825	3	5	19	#
4	3.04425	3	9	19	#
5	2.73983	3	13	19	#
6	3.3825	7	9	19	#
7	3.04425	7	13	19	#
8	3.3825	11	13	19	#
9	12.5567	2	5	20	#
10	8.47574	2	9	20	#
11	7.62817	2	13	20	#
12	9.41749	6	9	20	#
13	8.47574	6	13	20	#
14	9.41749	10	13	20	#
15	9.85681	6	9	21	#
16	6.65334	6	13	21	#
17	7.3926	10	13	21	#
18	4.50058	7	9	22	#
19	3.03789	7	13	22	#
20	3.37544	11	13	22	#
21	6.85067	3	5	24	#
22	4.6242	3	9	24	#
23	4.16178	3	13	24	#
24	5.138	7	9	24	#
25	4.6242	7	13	24	#
26	5.138	11	13	24	#
27	7.07077	2	5	26	#
28	6.3637	2	9	26	#
29	5.72733	2	13	26	#
30	7.07077	6	9	26	#
31	6.3637	6	13	26	#
32	7.07077	10	13	26	#
33	3.9052	7	9	27	#
34	2.63601	7	13	27	#
35	2.9289	11	13	27	#
36	14.1612	2	5	30	#
37	9.55881	2	9	30	#
38	8.60293	2	13	30	#
39	10.6209	6	9	30	#
40	9.55881	6	13	30	#
41	10.6209	10	13	30	#
42	3.55623	7	9	31	#
43	2.40046	7	13	31	#
44	2.66717	11	13	31	#
45	9.66488	1	6	32	#
46	8.69839	1	10	32	#
47	7.82855	1	14	32	#
48	9.66488	5	10	32	#
49	8.69839	5	14	32	#
50	9.66488	9	14	32	#
