%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 16; Bids: 50; Distribution: matching; Runs: 1; Seed: 97
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 16
bids 50
dummy 18

0	4.66385	3	12	#
1	0.849154	11	13	19	#
2	3.38931	9	14	21	#
3	0.849154	3	5	19	#
4	0.764239	3	9	19	#
5	0.687815	3	13	19	#
6	0.849154	7	9	19	#
7	0.764239	7	13	19	#
8	9.83138	0	14	#
9	4.51908	5	10	21	#
10	3.05038	5	14	21	#
11	5.22953	2	5	22	#
12	3.52993	2	9	22	#
13	3.17694	2	13	22	#
14	3.92215	6	9	22	#
15	3.52993	6	13	22	#
16	3.92215	10	13	22	#
17	5.64021	2	5	23	#
18	5.07619	2	9	23	#
19	4.56857	2	13	23	#
20	5.64021	6	9	23	#
21	5.07619	6	13	23	#
22	5.64021	10	13	23	#
23	3.63625	2	12	#
24	0.82801	1	7	25	#
25	0.745209	1	11	25	#
26	0.670688	1	15	25	#
27	0.82801	5	11	25	#
28	0.745209	5	15	25	#
29	0.82801	9	15	25	#
30	3.03366	1	8	26	#
31	2.04772	1	12	26	#
32	2.27524	5	12	26	#
33	6.89301	1	8	28	#
34	4.65278	1	12	28	#
35	5.16976	5	12	28	#
36	4.02209	0	15	#
37	3.64212	2	5	30	#
38	2.45843	2	9	30	#
39	2.21259	2	13	30	#
40	2.73159	6	9	30	#
41	2.45843	6	13	30	#
42	2.73159	10	13	30	#
43	4.57845	0	9	31	#
44	4.1206	0	13	31	#
45	4.57845	4	13	31	#
46	7.15709	6	9	32	#
47	4.83103	6	13	32	#
48	5.36782	10	13	32	#
49	9.89287	2	12	33	#
