%% File generated by CATS v.2.1Thu May  9 13:09:06 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 16; Bids: 50; Distribution: scheduling; Runs: 1; Seed: 42
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 16
bids 65
dummy 5

0	3.22533	0	1	2	3	16	#
1	0.967598	1	2	3	4	16	#
2	0.967598	2	3	4	5	16	#
3	0.967598	3	4	5	6	16	#
4	0.967598	4	5	6	7	16	#
5	0.967598	5	6	7	8	16	#
6	0.967598	6	7	8	9	16	#
7	0.967598	7	8	9	10	16	#
8	0.879635	8	9	10	11	16	#
9	0.645065	9	10	11	12	16	#
10	0.645065	10	11	12	13	16	#
11	0.645065	11	12	13	14	16	#
12	0.645065	12	13	14	15	16	#
13	9.2524	0	1	2	3	4	5	17	#
14	9.2524	1	2	3	4	5	6	17	#
15	4.6262	2	3	4	5	6	7	17	#
16	4.6262	3	4	5	6	7	8	17	#
17	4.6262	4	5	6	7	8	9	17	#
18	4.6262	5	6	7	8	9	10	17	#
19	4.6262	6	7	8	9	10	11	17	#
20	4.6262	7	8	9	10	11	12	17	#
21	3.70096	8	9	10	11	12	13	17	#
22	3.70096	9	10	11	12	13	14	17	#
23	3.70096	10	11	12	13	14	15	17	#
24	10.7022	0	1	2	3	4	5	6	18	#
25	10.7022	1	2	3	4	5	6	7	18	#
26	10.7022	2	3	4	5	6	7	8	18	#
27	10.7022	3	4	5	6	7	8	9	18	#
28	10.7022	4	5	6	7	8	9	10	18	#
29	10.7022	5	6	7	8	9	10	11	18	#
30	10.7022	6	7	8	9	10	11	12	18	#
31	9.17332	7	8	9	10	11	12	13	18	#
32	9.17332	8	9	10	11	12	13	14	18	#
33	1.47199	0	19	#
34	1.47199	1	19	#
35	1.47199	2	19	#
36	1.47199	3	19	#
37	1.47199	4	19	#
38	1.47199	5	19	#
39	1.47199	6	19	#
40	1.47199	7	19	#
41	1.47199	8	19	#
42	1.47199	9	19	#
43	1.47199	10	19	#
44	1.47199	11	19	#
45	1.07946	12	19	#
46	1.07946	13	19	#
47	1.07946	14	19	#
48	1.07946	15	19	#
49	0.80187	0	20	#
50	0.80187	1	20	#
51	0.80187	2	20	#
52	0.80187	3	20	#
53	0.80187	4	20	#
54	0.80187	5	20	#
55	0.80187	6	20	#
56	0.481122	7	20	#
57	0.481122	8	20	#
58	0.481122	9	20	#
59	0.481122	10	20	#
60	0.320748	11	20	#
61	0.320748	12	20	#
62	0.320748	13	20	#
63	0.320748	14	20	#
64	0.320748	15	20	#
