%% File generated by CATS v.2.1Thu May  9 12:48:23 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 16; Bids: 50; Distribution: matching; Runs: 1; Seed: 41
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 16
bids 50
dummy 20

0	12.0287	3	12	#
1	5.97087	11	13	19	#
2	8.40413	0	14	#
3	7.96116	7	9	19	#
4	5.37378	7	13	19	#
5	9.67494	1	6	21	#
6	6.53058	1	10	21	#
7	5.87753	1	14	21	#
8	7.2562	5	10	21	#
9	6.53058	5	14	21	#
10	7.2562	9	14	21	#
11	5.6717	2	5	22	#
12	5.10453	2	9	22	#
13	4.59408	2	13	22	#
14	5.6717	6	9	22	#
15	5.10453	6	13	22	#
16	5.6717	10	13	22	#
17	5.5584	2	5	23	#
18	3.75192	2	9	23	#
19	3.37673	2	13	23	#
20	4.1688	6	9	23	#
21	3.75192	6	13	23	#
22	4.1688	10	13	23	#
23	5.30892	2	12	#
24	10.6567	5	11	25	#
25	7.19326	5	15	25	#
26	7.99251	9	15	25	#
27	12.3108	1	8	26	#
28	8.30979	1	12	26	#
29	9.2331	5	12	26	#
30	11.1928	1	8	28	#
31	7.55512	1	12	28	#
32	8.39458	5	12	28	#
33	11.5718	0	15	#
34	6.7711	2	5	30	#
35	6.09399	2	9	30	#
36	5.48459	2	13	30	#
37	6.7711	6	9	30	#
38	6.09399	6	13	30	#
39	6.7711	10	13	30	#
40	6.51896	0	9	31	#
41	5.86707	0	13	31	#
42	6.51896	4	13	31	#
43	8.76707	2	5	32	#
44	5.91777	2	9	32	#
45	5.326	2	13	32	#
46	6.5753	6	9	32	#
47	5.91777	6	13	32	#
48	6.5753	10	13	32	#
49	7.94052	2	12	35	#
