%% File generated by CATS v.2.1Thu May  9 13:09:06 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 12; Bids: 20; Distribution: scheduling; Runs: 1; Seed: 16
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 12
bids 29
dummy 4

0	19.7139	0	1	2	3	4	5	6	7	8	12	#
1	15.7711	1	2	3	4	5	6	7	8	9	12	#
2	15.7711	2	3	4	5	6	7	8	9	10	12	#
3	14.3374	3	4	5	6	7	8	9	10	11	12	#
4	16.5358	0	1	2	3	4	5	6	7	8	13	#
5	16.5358	1	2	3	4	5	6	7	8	9	13	#
6	16.5358	2	3	4	5	6	7	8	9	10	13	#
7	1.8362	0	1	14	#
8	1.8362	1	2	14	#
9	0.408045	2	3	14	#
10	0.408045	3	4	14	#
11	0.408045	4	5	14	#
12	0.408045	5	6	14	#
13	0.408045	6	7	14	#
14	0.408045	7	8	14	#
15	0.408045	8	9	14	#
16	0.333855	9	10	14	#
17	0.333855	10	11	14	#
18	2.8145	0	1	15	#
19	2.8145	1	2	15	#
20	2.8145	2	3	15	#
21	2.8145	3	4	15	#
22	2.8145	4	5	15	#
23	2.8145	5	6	15	#
24	2.8145	6	7	15	#
25	2.8145	7	8	15	#
26	2.8145	8	9	15	#
27	2.8145	9	10	15	#
28	2.8145	10	11	15	#
