%% File generated by CATS v.2.1Thu May  9 13:09:06 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 12; Bids: 20; Distribution: scheduling; Runs: 1; Seed: 2
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 12
bids 23
dummy 3

0	5.66471	0	1	2	3	12	#
1	5.66471	1	2	3	4	12	#
2	5.66471	2	3	4	5	12	#
3	5.66471	3	4	5	6	12	#
4	5.66471	4	5	6	7	12	#
5	5.66471	5	6	7	8	12	#
6	4.53177	6	7	8	9	12	#
7	4.53177	7	8	9	10	12	#
8	4.11979	8	9	10	11	12	#
9	23.5745	0	1	2	3	4	5	6	7	8	9	13	#
10	23.5745	1	2	3	4	5	6	7	8	9	10	13	#
11	1.00741	0	14	#
12	1.00741	1	14	#
13	1.00741	2	14	#
14	1.00741	3	14	#
15	1.00741	4	14	#
16	1.00741	5	14	#
17	1.00741	6	14	#
18	1.00741	7	14	#
19	1.00741	8	14	#
20	1.00741	9	14	#
21	0.824248	10	14	#
22	0.824248	11	14	#
