%% File generated by CATS v.2.1Thu May  9 13:09:06 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 12; Bids: 20; Distribution: scheduling; Runs: 1; Seed: 4
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 12
bids 20
dummy 3

0	3.79532	0	1	2	3	4	12	#
1	3.79532	1	2	3	4	5	12	#
2	3.79532	2	3	4	5	6	12	#
3	3.25313	3	4	5	6	7	12	#
4	2.84649	4	5	6	7	8	12	#
5	2.27719	5	6	7	8	9	12	#
6	2.27719	6	7	8	9	10	12	#
7	2.07017	7	8	9	10	11	12	#
8	2.24226	0	1	13	#
9	2.24226	1	2	13	#
10	2.24226	2	3	13	#
11	2.24226	3	4	13	#
12	2.24226	4	5	13	#
13	2.24226	5	6	13	#
14	1.92194	6	7	13	#
15	1.49484	7	8	13	#
16	1.49484	8	9	13	#
17	1.34536	9	10	13	#
18	1.22305	10	11	13	#
19	8.31911	0	1	2	3	4	5	6	7	8	9	14	#
