%% File generated by CATS v.2.1Thu May  9 13:09:07 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 52; Bids: 100; Distribution: scheduling; Runs: 1; Seed: 59
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 52
bids 141
dummy 3

0	14.1224	0	1	2	3	4	5	6	7	52	#
1	14.1224	1	2	3	4	5	6	7	8	52	#
2	14.1224	2	3	4	5	6	7	8	9	52	#
3	14.1224	3	4	5	6	7	8	9	10	52	#
4	14.1224	4	5	6	7	8	9	10	11	52	#
5	14.1224	5	6	7	8	9	10	11	12	52	#
6	14.1224	6	7	8	9	10	11	12	13	52	#
7	14.1224	7	8	9	10	11	12	13	14	52	#
8	14.1224	8	9	10	11	12	13	14	15	52	#
9	14.1224	9	10	11	12	13	14	15	16	52	#
10	14.1224	10	11	12	13	14	15	16	17	52	#
11	14.1224	11	12	13	14	15	16	17	18	52	#
12	14.1224	12	13	14	15	16	17	18	19	52	#
13	14.1224	13	14	15	16	17	18	19	20	52	#
14	14.1224	14	15	16	17	18	19	20	21	52	#
15	14.1224	15	16	17	18	19	20	21	22	52	#
16	14.1224	16	17	18	19	20	21	22	23	52	#
17	14.1224	17	18	19	20	21	22	23	24	52	#
18	14.1224	18	19	20	21	22	23	24	25	52	#
19	14.1224	19	20	21	22	23	24	25	26	52	#
20	14.1224	20	21	22	23	24	25	26	27	52	#
21	14.1224	21	22	23	24	25	26	27	28	52	#
22	14.1224	22	23	24	25	26	27	28	29	52	#
23	14.1224	23	24	25	26	27	28	29	30	52	#
24	14.1224	24	25	26	27	28	29	30	31	52	#
25	14.1224	25	26	27	28	29	30	31	32	52	#
26	14.1224	26	27	28	29	30	31	32	33	52	#
27	14.1224	27	28	29	30	31	32	33	34	52	#
28	14.1224	28	29	30	31	32	33	34	35	52	#
29	14.1224	29	30	31	32	33	34	35	36	52	#
30	14.1224	30	31	32	33	34	35	36	37	52	#
31	14.1224	31	32	33	34	35	36	37	38	52	#
32	14.1224	32	33	34	35	36	37	38	39	52	#
33	14.1224	33	34	35	36	37	38	39	40	52	#
34	14.1224	34	35	36	37	38	39	40	41	52	#
35	14.1224	35	36	37	38	39	40	41	42	52	#
36	14.1224	36	37	38	39	40	41	42	43	52	#
37	14.1224	37	38	39	40	41	42	43	44	52	#
38	14.1224	38	39	40	41	42	43	44	45	52	#
39	14.1224	39	40	41	42	43	44	45	46	52	#
40	14.1224	40	41	42	43	44	45	46	47	52	#
41	14.1224	41	42	43	44	45	46	47	48	52	#
42	14.1224	42	43	44	45	46	47	48	49	52	#
43	14.1224	43	44	45	46	47	48	49	50	52	#
44	14.1224	44	45	46	47	48	49	50	51	52	#
45	7.09106	0	1	2	3	4	53	#
46	7.09106	1	2	3	4	5	53	#
47	7.09106	2	3	4	5	6	53	#
48	7.09106	3	4	5	6	7	53	#
49	7.09106	4	5	6	7	8	53	#
50	7.09106	5	6	7	8	9	53	#
51	7.09106	6	7	8	9	10	53	#
52	7.09106	7	8	9	10	11	53	#
53	7.09106	8	9	10	11	12	53	#
54	7.09106	9	10	11	12	13	53	#
55	7.09106	10	11	12	13	14	53	#
56	7.09106	11	12	13	14	15	53	#
57	7.09106	12	13	14	15	16	53	#
58	7.09106	13	14	15	16	17	53	#
59	7.09106	14	15	16	17	18	53	#
60	7.09106	15	16	17	18	19	53	#
61	7.09106	16	17	18	19	20	53	#
62	7.09106	17	18	19	20	21	53	#
63	7.09106	18	19	20	21	22	53	#
64	7.09106	19	20	21	22	23	53	#
65	7.09106	20	21	22	23	24	53	#
66	7.09106	21	22	23	24	25	53	#
67	7.09106	22	23	24	25	26	53	#
68	7.09106	23	24	25	26	27	53	#
69	7.09106	24	25	26	27	28	53	#
70	3.89313	25	26	27	28	29	53	#
71	3.89313	26	27	28	29	30	53	#
72	3.89313	27	28	29	30	31	53	#
73	3.89313	28	29	30	31	32	53	#
74	3.89313	29	30	31	32	33	53	#
75	3.89313	30	31	32	33	34	53	#
76	3.89313	31	32	33	34	35	53	#
77	3.89313	32	33	34	35	36	53	#
78	3.89313	33	34	35	36	37	53	#
79	3.89313	34	35	36	37	38	53	#
80	3.89313	35	36	37	38	39	53	#
81	3.89313	36	37	38	39	40	53	#
82	3.89313	37	38	39	40	41	53	#
83	3.89313	38	39	40	41	42	53	#
84	3.89313	39	40	41	42	43	53	#
85	3.89313	40	41	42	43	44	53	#
86	3.89313	41	42	43	44	45	53	#
87	3.89313	42	43	44	45	46	53	#
88	3.89313	43	44	45	46	47	53	#
89	3.89313	44	45	46	47	48	53	#
90	3.89313	45	46	47	48	49	53	#
91	3.89313	46	47	48	49	50	53	#
92	3.89313	47	48	49	50	51	53	#
93	9.31783	0	1	2	3	4	54	#
94	9.31783	1	2	3	4	5	54	#
95	9.31783	2	3	4	5	6	54	#
96	9.31783	3	4	5	6	7	54	#
97	9.31783	4	5	6	7	8	54	#
98	9.31783	5	6	7	8	9	54	#
99	9.31783	6	7	8	9	10	54	#
100	9.31783	7	8	9	10	11	54	#
101	9.31783	8	9	10	11	12	54	#
102	9.31783	9	10	11	12	13	54	#
103	9.31783	10	11	12	13	14	54	#
104	9.31783	11	12	13	14	15	54	#
105	9.31783	12	13	14	15	16	54	#
106	9.31783	13	14	15	16	17	54	#
107	9.31783	14	15	16	17	18	54	#
108	9.31783	15	16	17	18	19	54	#
109	9.31783	16	17	18	19	20	54	#
110	9.31783	17	18	19	20	21	54	#
111	9.31783	18	19	20	21	22	54	#
