%% File generated by CATS v.2.1Thu May  9 13:09:07 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 52; Bids: 100; Distribution: scheduling; Runs: 1; Seed: 46
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 52
bids 117
dummy 3

0	4.84985	0	1	2	3	4	5	52	#
1	4.84985	1	2	3	4	5	6	52	#
2	4.84985	2	3	4	5	6	7	52	#
3	4.84985	3	4	5	6	7	8	52	#
4	4.84985	4	5	6	7	8	9	52	#
5	4.84985	5	6	7	8	9	10	52	#
6	4.84985	6	7	8	9	10	11	52	#
7	4.84985	7	8	9	10	11	12	52	#
8	4.84985	8	9	10	11	12	13	52	#
9	4.84985	9	10	11	12	13	14	52	#
10	4.84985	10	11	12	13	14	15	52	#
11	4.84985	11	12	13	14	15	16	52	#
12	4.84985	12	13	14	15	16	17	52	#
13	4.84985	13	14	15	16	17	18	52	#
14	4.84985	14	15	16	17	18	19	52	#
15	4.84985	15	16	17	18	19	20	52	#
16	4.84985	16	17	18	19	20	21	52	#
17	4.84985	17	18	19	20	21	22	52	#
18	4.84985	18	19	20	21	22	23	52	#
19	4.84985	19	20	21	22	23	24	52	#
20	4.84985	20	21	22	23	24	25	52	#
21	4.84985	21	22	23	24	25	26	52	#
22	4.84985	22	23	24	25	26	27	52	#
23	4.84985	23	24	25	26	27	28	52	#
24	4.84985	24	25	26	27	28	29	52	#
25	4.84985	25	26	27	28	29	30	52	#
26	4.84985	26	27	28	29	30	31	52	#
27	4.84985	27	28	29	30	31	32	52	#
28	4.84985	28	29	30	31	32	33	52	#
29	4.84985	29	30	31	32	33	34	52	#
30	4.84985	30	31	32	33	34	35	52	#
31	3.85783	31	32	33	34	35	36	52	#
32	3.85783	32	33	34	35	36	37	52	#
33	3.85783	33	34	35	36	37	38	52	#
34	3.85783	34	35	36	37	38	39	52	#
35	3.85783	35	36	37	38	39	40	52	#
36	3.85783	36	37	38	39	40	41	52	#
37	3.85783	37	38	39	40	41	42	52	#
38	3.85783	38	39	40	41	42	43	52	#
39	3.85783	39	40	41	42	43	44	52	#
40	3.39489	40	41	42	43	44	45	52	#
41	3.39489	41	42	43	44	45	46	52	#
42	3.39489	42	43	44	45	46	47	52	#
43	3.39489	43	44	45	46	47	48	52	#
44	3.39489	44	45	46	47	48	49	52	#
45	3.39489	45	46	47	48	49	50	52	#
46	3.32833	46	47	48	49	50	51	52	#
47	11.5935	0	1	2	3	4	5	6	7	53	#
48	11.5935	1	2	3	4	5	6	7	8	53	#
49	11.5935	2	3	4	5	6	7	8	9	53	#
50	11.5935	3	4	5	6	7	8	9	10	53	#
51	11.5935	4	5	6	7	8	9	10	11	53	#
52	11.5935	5	6	7	8	9	10	11	12	53	#
53	11.5935	6	7	8	9	10	11	12	13	53	#
54	11.5935	7	8	9	10	11	12	13	14	53	#
55	11.5935	8	9	10	11	12	13	14	15	53	#
56	11.5935	9	10	11	12	13	14	15	16	53	#
57	11.5935	10	11	12	13	14	15	16	17	53	#
58	11.5935	11	12	13	14	15	16	17	18	53	#
59	11.5935	12	13	14	15	16	17	18	19	53	#
60	11.5935	13	14	15	16	17	18	19	20	53	#
61	11.5935	14	15	16	17	18	19	20	21	53	#
62	11.5935	15	16	17	18	19	20	21	22	53	#
63	11.5935	16	17	18	19	20	21	22	23	53	#
64	11.5935	17	18	19	20	21	22	23	24	53	#
65	11.5935	18	19	20	21	22	23	24	25	53	#
66	11.5935	19	20	21	22	23	24	25	26	53	#
67	11.5935	20	21	22	23	24	25	26	27	53	#
68	11.5935	21	22	23	24	25	26	27	28	53	#
69	11.5935	22	23	24	25	26	27	28	29	53	#
70	11.5935	23	24	25	26	27	28	29	30	53	#
71	11.5935	24	25	26	27	28	29	30	31	53	#
72	11.5935	25	26	27	28	29	30	31	32	53	#
73	11.5935	26	27	28	29	30	31	32	33	53	#
74	11.5935	27	28	29	30	31	32	33	34	53	#
75	11.5935	28	29	30	31	32	33	34	35	53	#
76	11.5935	29	30	31	32	33	34	35	36	53	#
77	11.5935	30	31	32	33	34	35	36	37	53	#
78	11.5935	31	32	33	34	35	36	37	38	53	#
79	11.5935	32	33	34	35	36	37	38	39	53	#
80	11.5935	33	34	35	36	37	38	39	40	53	#
81	11.5935	34	35	36	37	38	39	40	41	53	#
82	11.5935	35	36	37	38	39	40	41	42	53	#
83	11.5935	36	37	38	39	40	41	42	43	53	#
84	11.5935	37	38	39	40	41	42	43	44	53	#
85	11.5935	38	39	40	41	42	43	44	45	53	#
86	11.5935	39	40	41	42	43	44	45	46	53	#
87	11.3468	40	41	42	43	44	45	46	47	53	#
88	10.8837	41	42	43	44	45	46	47	48	53	#
89	10.8837	42	43	44	45	46	47	48	49	53	#
90	10.666	43	44	45	46	47	48	49	50	53	#
91	15.3672	0	1	2	3	4	5	6	7	54	#
92	15.3672	1	2	3	4	5	6	7	8	54	#
93	15.3672	2	3	4	5	6	7	8	9	54	#
