%% File generated by CATS v.2.1Thu May  9 13:09:07 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 52; Bids: 100; Distribution: scheduling; Runs: 1; Seed: 11
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 52
bids 119
dummy 3

0	6.17554	0	1	2	3	4	5	52	#
1	6.17554	1	2	3	4	5	6	52	#
2	6.17554	2	3	4	5	6	7	52	#
3	6.17554	3	4	5	6	7	8	52	#
4	6.17554	4	5	6	7	8	9	52	#
5	1.985	5	6	7	8	9	10	52	#
6	1.985	6	7	8	9	10	11	52	#
7	1.985	7	8	9	10	11	12	52	#
8	1.985	8	9	10	11	12	13	52	#
9	1.985	9	10	11	12	13	14	52	#
10	1.985	10	11	12	13	14	15	52	#
11	1.985	11	12	13	14	15	16	52	#
12	1.985	12	13	14	15	16	17	52	#
13	1.985	13	14	15	16	17	18	52	#
14	1.985	14	15	16	17	18	19	52	#
15	1.985	15	16	17	18	19	20	52	#
16	1.985	16	17	18	19	20	21	52	#
17	1.985	17	18	19	20	21	22	52	#
18	1.985	18	19	20	21	22	23	52	#
19	1.985	19	20	21	22	23	24	52	#
20	1.985	20	21	22	23	24	25	52	#
21	1.985	21	22	23	24	25	26	52	#
22	1.985	22	23	24	25	26	27	52	#
23	1.985	23	24	25	26	27	28	52	#
24	1.20826	24	25	26	27	28	29	52	#
25	1.20826	25	26	27	28	29	30	52	#
26	1.20826	26	27	28	29	30	31	52	#
27	1.20826	27	28	29	30	31	32	52	#
28	1.20826	28	29	30	31	32	33	52	#
29	1.20826	29	30	31	32	33	34	52	#
30	1.20826	30	31	32	33	34	35	52	#
31	1.20826	31	32	33	34	35	36	52	#
32	1.20826	32	33	34	35	36	37	52	#
33	1.20826	33	34	35	36	37	38	52	#
34	1.20826	34	35	36	37	38	39	52	#
35	1.20826	35	36	37	38	39	40	52	#
36	1.20826	36	37	38	39	40	41	52	#
37	1.20826	37	38	39	40	41	42	52	#
38	1.20826	38	39	40	41	42	43	52	#
39	1.20826	39	40	41	42	43	44	52	#
40	1.20826	40	41	42	43	44	45	52	#
41	1.20826	41	42	43	44	45	46	52	#
42	1.18255	42	43	44	45	46	47	52	#
43	1.13428	43	44	45	46	47	48	52	#
44	1.13428	44	45	46	47	48	49	52	#
45	1.0898	45	46	47	48	49	50	52	#
46	1.0898	46	47	48	49	50	51	52	#
47	17.2338	0	1	2	3	4	5	6	7	53	#
48	17.2338	1	2	3	4	5	6	7	8	53	#
49	17.2338	2	3	4	5	6	7	8	9	53	#
50	17.2338	3	4	5	6	7	8	9	10	53	#
51	17.2338	4	5	6	7	8	9	10	11	53	#
52	17.2338	5	6	7	8	9	10	11	12	53	#
53	17.2338	6	7	8	9	10	11	12	13	53	#
54	17.2338	7	8	9	10	11	12	13	14	53	#
55	17.2338	8	9	10	11	12	13	14	15	53	#
56	17.2338	9	10	11	12	13	14	15	16	53	#
57	17.2338	10	11	12	13	14	15	16	17	53	#
58	17.2338	11	12	13	14	15	16	17	18	53	#
59	17.2338	12	13	14	15	16	17	18	19	53	#
60	17.2338	13	14	15	16	17	18	19	20	53	#
61	17.2338	14	15	16	17	18	19	20	21	53	#
62	17.2338	15	16	17	18	19	20	21	22	53	#
63	17.2338	16	17	18	19	20	21	22	23	53	#
64	17.2338	17	18	19	20	21	22	23	24	53	#
65	17.2338	18	19	20	21	22	23	24	25	53	#
66	17.2338	19	20	21	22	23	24	25	26	53	#
67	17.2338	20	21	22	23	24	25	26	27	53	#
68	17.2338	21	22	23	24	25	26	27	28	53	#
69	14.6227	22	23	24	25	26	27	28	29	53	#
70	14.6227	23	24	25	26	27	28	29	30	53	#
71	14.6227	24	25	26	27	28	29	30	31	53	#
72	14.6227	25	26	27	28	29	30	31	32	53	#
73	14.6227	26	27	28	29	30	31	32	33	53	#
74	13.5817	0	1	2	3	4	5	6	7	54	#
75	13.5817	1	2	3	4	5	6	7	8	54	#
76	13.5817	2	3	4	5	6	7	8	9	54	#
77	13.5817	3	4	5	6	7	8	9	10	54	#
78	13.5817	4	5	6	7	8	9	10	11	54	#
79	13.5817	5	6	7	8	9	10	11	12	54	#
80	13.5817	6	7	8	9	10	11	12	13	54	#
81	13.5817	7	8	9	10	11	12	13	14	54	#
82	13.5817	8	9	10	11	12	13	14	15	54	#
83	13.5817	9	10	11	12	13	14	15	16	54	#
84	13.5817	10	11	12	13	14	15	16	17	54	#
85	13.5817	11	12	13	14	15	16	17	18	54	#
86	13.5817	12	13	14	15	16	17	18	19	54	#
87	13.5817	13	14	15	16	17	18	19	20	54	#
88	13.5817	14	15	16	17	18	19	20	21	54	#
89	13.5817	15	16	17	18	19	20	21	22	54	#
90	13.5817	16	17	18	19	20	21	22	23	54	#
91	13.5817	17	18	19	20	21	22	23	24	54	#
92	11.2401	18	19	20	21	22	23	24	25	54	#
