%% File generated by CATS v.2.1Thu May  9 13:09:07 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 52; Bids: 100; Distribution: scheduling; Runs: 1; Seed: 76
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 52
bids 100
dummy 2

0	2.68418	0	1	2	52	#
1	2.68418	1	2	3	52	#
2	2.68418	2	3	4	52	#
3	2.68418	3	4	5	52	#
4	2.68418	4	5	6	52	#
5	2.68418	5	6	7	52	#
6	2.68418	6	7	8	52	#
7	2.68418	7	8	9	52	#
8	2.68418	8	9	10	52	#
9	2.68418	9	10	11	52	#
10	2.68418	10	11	12	52	#
11	2.68418	11	12	13	52	#
12	2.68418	12	13	14	52	#
13	2.68418	13	14	15	52	#
14	2.68418	14	15	16	52	#
15	2.68418	15	16	17	52	#
16	2.68418	16	17	18	52	#
17	2.68418	17	18	19	52	#
18	2.68418	18	19	20	52	#
19	2.68418	19	20	21	52	#
20	2.68418	20	21	22	52	#
21	2.68418	21	22	23	52	#
22	2.68418	22	23	24	52	#
23	2.68418	23	24	25	52	#
24	2.68418	24	25	26	52	#
25	2.68418	25	26	27	52	#
26	2.68418	26	27	28	52	#
27	2.68418	27	28	29	52	#
28	2.68418	28	29	30	52	#
29	2.68418	29	30	31	52	#
30	2.68418	30	31	32	52	#
31	2.68418	31	32	33	52	#
32	2.68418	32	33	34	52	#
33	2.68418	33	34	35	52	#
34	2.68418	34	35	36	52	#
35	2.68418	35	36	37	52	#
36	2.68418	36	37	38	52	#
37	2.03998	37	38	39	52	#
38	2.03998	38	39	40	52	#
39	2.03998	39	40	41	52	#
40	2.03998	40	41	42	52	#
41	2.03998	41	42	43	52	#
42	2.03998	42	43	44	52	#
43	2.03998	43	44	45	52	#
44	2.03998	44	45	46	52	#
45	2.03998	45	46	47	52	#
46	2.03998	46	47	48	52	#
47	2.03998	47	48	49	52	#
48	2.03998	48	49	50	52	#
49	1.99998	49	50	51	52	#
50	5.43636	0	1	2	53	#
51	5.43636	1	2	3	53	#
52	5.43636	2	3	4	53	#
53	5.43636	3	4	5	53	#
54	5.43636	4	5	6	53	#
55	5.43636	5	6	7	53	#
56	5.43636	6	7	8	53	#
57	5.43636	7	8	9	53	#
58	5.43636	8	9	10	53	#
59	5.43636	9	10	11	53	#
60	5.43636	10	11	12	53	#
61	5.43636	11	12	13	53	#
62	5.43636	12	13	14	53	#
63	5.43636	13	14	15	53	#
64	5.43636	14	15	16	53	#
65	5.43636	15	16	17	53	#
66	5.43636	16	17	18	53	#
67	5.43636	17	18	19	53	#
68	5.43636	18	19	20	53	#
69	5.43636	19	20	21	53	#
70	5.43636	20	21	22	53	#
71	5.43636	21	22	23	53	#
72	5.43636	22	23	24	53	#
73	5.43636	23	24	25	53	#
74	5.43636	24	25	26	53	#
75	5.43636	25	26	27	53	#
76	5.43636	26	27	28	53	#
77	5.43636	27	28	29	53	#
78	5.43636	28	29	30	53	#
79	5.43636	29	30	31	53	#
80	5.43636	30	31	32	53	#
81	5.43636	31	32	33	53	#
82	5.43636	32	33	34	53	#
83	5.43636	33	34	35	53	#
84	5.43636	34	35	36	53	#
85	5.43636	35	36	37	53	#
86	5.43636	36	37	38	53	#
87	5.43636	37	38	39	53	#
88	5.43636	38	39	40	53	#
89	5.43636	39	40	41	53	#
90	5.43636	40	41	42	53	#
91	4.65974	41	42	43	53	#
92	4.65974	42	43	44	53	#
93	4.65974	43	44	45	53	#
94	4.65974	44	45	46	53	#
95	4.65974	45	46	47	53	#
96	4.65974	46	47	48	53	#
97	4.65974	47	48	49	53	#
98	4.477	48	49	50	53	#
99	4.477	49	50	51	53	#
