%% File generated by CATS v.2.1Thu May  9 13:09:07 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 52; Bids: 100; Distribution: scheduling; Runs: 1; Seed: 71
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 52
bids 122
dummy 3

0	16.2611	0	1	2	3	4	5	6	7	8	9	52	#
1	16.2611	1	2	3	4	5	6	7	8	9	10	52	#
2	16.2611	2	3	4	5	6	7	8	9	10	11	52	#
3	16.2611	3	4	5	6	7	8	9	10	11	12	52	#
4	16.2611	4	5	6	7	8	9	10	11	12	13	52	#
5	16.2611	5	6	7	8	9	10	11	12	13	14	52	#
6	16.2611	6	7	8	9	10	11	12	13	14	15	52	#
7	16.2611	7	8	9	10	11	12	13	14	15	16	52	#
8	16.2611	8	9	10	11	12	13	14	15	16	17	52	#
9	16.2611	9	10	11	12	13	14	15	16	17	18	52	#
10	16.2611	10	11	12	13	14	15	16	17	18	19	52	#
11	16.2611	11	12	13	14	15	16	17	18	19	20	52	#
12	16.2611	12	13	14	15	16	17	18	19	20	21	52	#
13	16.2611	13	14	15	16	17	18	19	20	21	22	52	#
14	16.2611	14	15	16	17	18	19	20	21	22	23	52	#
15	16.2611	15	16	17	18	19	20	21	22	23	24	52	#
16	16.2611	16	17	18	19	20	21	22	23	24	25	52	#
17	16.2611	17	18	19	20	21	22	23	24	25	26	52	#
18	16.2611	18	19	20	21	22	23	24	25	26	27	52	#
19	16.2611	19	20	21	22	23	24	25	26	27	28	52	#
20	16.2611	20	21	22	23	24	25	26	27	28	29	52	#
21	16.2611	21	22	23	24	25	26	27	28	29	30	52	#
22	16.2611	22	23	24	25	26	27	28	29	30	31	52	#
23	16.2611	23	24	25	26	27	28	29	30	31	32	52	#
24	16.2611	24	25	26	27	28	29	30	31	32	33	52	#
25	16.2611	25	26	27	28	29	30	31	32	33	34	52	#
26	16.2611	26	27	28	29	30	31	32	33	34	35	52	#
27	16.2611	27	28	29	30	31	32	33	34	35	36	52	#
28	16.2611	28	29	30	31	32	33	34	35	36	37	52	#
29	16.2611	29	30	31	32	33	34	35	36	37	38	52	#
30	16.2611	30	31	32	33	34	35	36	37	38	39	52	#
31	16.2611	31	32	33	34	35	36	37	38	39	40	52	#
32	16.2611	32	33	34	35	36	37	38	39	40	41	52	#
33	16.2611	33	34	35	36	37	38	39	40	41	42	52	#
34	16.2611	34	35	36	37	38	39	40	41	42	43	52	#
35	16.2611	35	36	37	38	39	40	41	42	43	44	52	#
36	16.2611	36	37	38	39	40	41	42	43	44	45	52	#
37	16.2611	37	38	39	40	41	42	43	44	45	46	52	#
38	16.2611	38	39	40	41	42	43	44	45	46	47	52	#
39	16.2611	39	40	41	42	43	44	45	46	47	48	52	#
40	16.2611	40	41	42	43	44	45	46	47	48	49	52	#
41	16.2611	41	42	43	44	45	46	47	48	49	50	52	#
42	1.00718	0	53	#
43	1.00718	1	53	#
44	1.00718	2	53	#
45	1.00718	3	53	#
46	1.00718	4	53	#
47	1.00718	5	53	#
48	1.00718	6	53	#
49	1.00718	7	53	#
50	1.00718	8	53	#
51	1.00718	9	53	#
52	1.00718	10	53	#
53	1.00718	11	53	#
54	1.00718	12	53	#
55	1.00718	13	53	#
56	1.00718	14	53	#
57	1.00718	15	53	#
58	1.00718	16	53	#
59	1.00718	17	53	#
60	1.00718	18	53	#
61	1.00718	19	53	#
62	1.00718	20	53	#
63	1.00718	21	53	#
64	1.00718	22	53	#
65	1.00718	23	53	#
66	1.00718	24	53	#
67	1.00718	25	53	#
68	1.00718	26	53	#
69	1.00718	27	53	#
70	1.00718	28	53	#
71	1.00718	29	53	#
72	1.00718	30	53	#
73	1.00718	31	53	#
74	1.00718	32	53	#
75	1.00718	33	53	#
76	1.00718	34	53	#
77	1.00718	35	53	#
78	1.00718	36	53	#
79	1.00718	37	53	#
80	1.00718	38	53	#
81	1.00718	39	53	#
82	1.00718	40	53	#
83	1.00718	41	53	#
84	1.00718	42	53	#
85	1.00718	43	53	#
86	1.00718	44	53	#
87	1.00718	45	53	#
88	1.00718	46	53	#
89	1.00718	47	53	#
90	1.00718	48	53	#
91	1.00718	49	53	#
92	1.00718	50	53	#
93	1.00718	51	53	#
94	1.21263	0	54	#
95	1.21263	1	54	#
96	1.21263	2	54	#
97	1.21263	3	54	#
98	1.21263	4	54	#
99	1.21263	5	54	#
100	1.21263	6	54	#
101	1.21263	7	54	#
102	1.21263	8	54	#
103	1.21263	9	54	#
104	1.21263	10	54	#
105	1.21263	11	54	#
106	1.21263	12	54	#
107	1.21263	13	54	#
108	1.21263	14	54	#
109	1.21263	15	54	#
110	1.21263	16	54	#
111	1.21263	17	54	#
112	1.21263	18	54	#
113	1.21263	19	54	#
114	0.853334	20	54	#
115	0.853334	21	54	#
116	0.853334	22	54	#
117	0.853334	23	54	#
118	0.853334	24	54	#
119	0.853334	25	54	#
120	0.853334	26	54	#
121	0.853334	27	54	#
