%% File generated by CATS v.2.1Thu May  9 13:09:07 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 52; Bids: 100; Distribution: scheduling; Runs: 1; Seed: 92
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 52
bids 134
dummy 3

0	5.50986	0	1	2	3	4	5	6	52	#
1	5.50986	1	2	3	4	5	6	7	52	#
2	5.50986	2	3	4	5	6	7	8	52	#
3	5.50986	3	4	5	6	7	8	9	52	#
4	5.50986	4	5	6	7	8	9	10	52	#
5	5.50986	5	6	7	8	9	10	11	52	#
6	5.50986	6	7	8	9	10	11	12	52	#
7	5.50986	7	8	9	10	11	12	13	52	#
8	5.50986	8	9	10	11	12	13	14	52	#
9	5.50986	9	10	11	12	13	14	15	52	#
10	5.50986	10	11	12	13	14	15	16	52	#
11	5.50986	11	12	13	14	15	16	17	52	#
12	5.50986	12	13	14	15	16	17	18	52	#
13	5.50986	13	14	15	16	17	18	19	52	#
14	5.50986	14	15	16	17	18	19	20	52	#
15	5.50986	15	16	17	18	19	20	21	52	#
16	5.50986	16	17	18	19	20	21	22	52	#
17	5.50986	17	18	19	20	21	22	23	52	#
18	5.50986	18	19	20	21	22	23	24	52	#
19	5.50986	19	20	21	22	23	24	25	52	#
20	5.50986	20	21	22	23	24	25	26	52	#
21	5.50986	21	22	23	24	25	26	27	52	#
22	5.50986	22	23	24	25	26	27	28	52	#
23	5.50986	23	24	25	26	27	28	29	52	#
24	5.50986	24	25	26	27	28	29	30	52	#
25	5.50986	25	26	27	28	29	30	31	52	#
26	5.50986	26	27	28	29	30	31	32	52	#
27	5.50986	27	28	29	30	31	32	33	52	#
28	5.50986	28	29	30	31	32	33	34	52	#
29	5.50986	29	30	31	32	33	34	35	52	#
30	5.50986	30	31	32	33	34	35	36	52	#
31	5.50986	31	32	33	34	35	36	37	52	#
32	5.50986	32	33	34	35	36	37	38	52	#
33	5.50986	33	34	35	36	37	38	39	52	#
34	5.50986	34	35	36	37	38	39	40	52	#
35	5.50986	35	36	37	38	39	40	41	52	#
36	5.50986	36	37	38	39	40	41	42	52	#
37	5.50986	37	38	39	40	41	42	43	52	#
38	5.50986	38	39	40	41	42	43	44	52	#
39	5.50986	39	40	41	42	43	44	45	52	#
40	5.50986	40	41	42	43	44	45	46	52	#
41	5.17253	41	42	43	44	45	46	47	52	#
42	5.17253	42	43	44	45	46	47	48	52	#
43	5.17253	43	44	45	46	47	48	49	52	#
44	5.06907	44	45	46	47	48	49	50	52	#
45	4.96968	45	46	47	48	49	50	51	52	#
46	3.95576	0	1	2	53	#
47	3.95576	1	2	3	53	#
48	3.95576	2	3	4	53	#
49	3.95576	3	4	5	53	#
50	3.95576	4	5	6	53	#
51	3.95576	5	6	7	53	#
52	3.95576	6	7	8	53	#
53	3.95576	7	8	9	53	#
54	3.95576	8	9	10	53	#
55	3.95576	9	10	11	53	#
56	3.95576	10	11	12	53	#
57	3.95576	11	12	13	53	#
58	3.95576	12	13	14	53	#
59	3.95576	13	14	15	53	#
60	3.95576	14	15	16	53	#
61	3.95576	15	16	17	53	#
62	3.95576	16	17	18	53	#
63	3.95576	17	18	19	53	#
64	3.95576	18	19	20	53	#
65	3.95576	19	20	21	53	#
66	3.95576	20	21	22	53	#
67	3.95576	21	22	23	53	#
68	3.95576	22	23	24	53	#
69	3.95576	23	24	25	53	#
70	3.95576	24	25	26	53	#
71	3.95576	25	26	27	53	#
72	3.95576	26	27	28	53	#
73	3.95576	27	28	29	53	#
74	3.95576	28	29	30	53	#
75	3.95576	29	30	31	53	#
76	3.95576	30	31	32	53	#
77	3.95576	31	32	33	53	#
78	3.95576	32	33	34	53	#
79	3.95576	33	34	35	53	#
80	3.95576	34	35	36	53	#
81	3.95576	35	36	37	53	#
82	3.95576	36	37	38	53	#
83	3.95576	37	38	39	53	#
84	3.95576	38	39	40	53	#
85	3.95576	39	40	41	53	#
86	3.95576	40	41	42	53	#
87	3.53493	41	42	43	53	#
88	3.53493	42	43	44	53	#
89	3.53493	43	44	45	53	#
90	3.53493	44	45	46	53	#
91	3.53493	45	46	47	53	#
92	3.46129	46	47	48	53	#
93	3.25768	47	48	49	53	#
94	3.25768	48	49	50	53	#
95	3.25768	49	50	51	53	#
96	4.66895	0	1	2	54	#
97	4.66895	1	2	3	54	#
98	4.66895	2	3	4	54	#
99	4.66895	3	4	5	54	#
100	4.66895	4	5	6	54	#
101	4.66895	5	6	7	54	#
102	4.66895	6	7	8	54	#
103	4.66895	7	8	9	54	#
104	4.66895	8	9	10	54	#
105	4.66895	9	10	11	54	#
106	4.66895	10	11	12	54	#
107	4.66895	11	12	13	54	#
108	4.66895	12	13	14	54	#
109	4.66895	13	14	15	54	#
110	4.66895	14	15	16	54	#
111	4.66895	15	16	17	54	#
112	4.66895	16	17	18	54	#
113	4.66895	17	18	19	54	#
114	4.66895	18	19	20	54	#
115	4.66895	19	20	21	54	#
116	4.66895	20	21	22	54	#
117	4.66895	21	22	23	54	#
118	4.66895	22	23	24	54	#
119	4.66895	23	24	25	54	#
120	4.66895	24	25	26	54	#
121	4.66895	25	26	27	54	#
122	4.66895	26	27	28	54	#
123	4.66895	27	28	29	54	#
124	4.66895	28	29	30	54	#
