%% File generated by CATS v.2.1Thu May  9 13:09:08 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 100; Bids: 200; Distribution: scheduling; Runs: 1; Seed: 60
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 100
bids 235
dummy 3

0	12.6133	0	1	2	3	4	5	6	7	8	100	#
1	12.6133	1	2	3	4	5	6	7	8	9	100	#
2	12.6133	2	3	4	5	6	7	8	9	10	100	#
3	12.6133	3	4	5	6	7	8	9	10	11	100	#
4	12.6133	4	5	6	7	8	9	10	11	12	100	#
5	12.6133	5	6	7	8	9	10	11	12	13	100	#
6	12.6133	6	7	8	9	10	11	12	13	14	100	#
7	12.6133	7	8	9	10	11	12	13	14	15	100	#
8	12.6133	8	9	10	11	12	13	14	15	16	100	#
9	12.6133	9	10	11	12	13	14	15	16	17	100	#
10	12.6133	10	11	12	13	14	15	16	17	18	100	#
11	12.6133	11	12	13	14	15	16	17	18	19	100	#
12	12.6133	12	13	14	15	16	17	18	19	20	100	#
13	12.6133	13	14	15	16	17	18	19	20	21	100	#
14	12.6133	14	15	16	17	18	19	20	21	22	100	#
15	12.6133	15	16	17	18	19	20	21	22	23	100	#
16	12.6133	16	17	18	19	20	21	22	23	24	100	#
17	12.6133	17	18	19	20	21	22	23	24	25	100	#
18	12.6133	18	19	20	21	22	23	24	25	26	100	#
19	12.6133	19	20	21	22	23	24	25	26	27	100	#
20	12.6133	20	21	22	23	24	25	26	27	28	100	#
21	12.6133	21	22	23	24	25	26	27	28	29	100	#
22	12.6133	22	23	24	25	26	27	28	29	30	100	#
23	12.6133	23	24	25	26	27	28	29	30	31	100	#
24	12.6133	24	25	26	27	28	29	30	31	32	100	#
25	12.6133	25	26	27	28	29	30	31	32	33	100	#
26	12.6133	26	27	28	29	30	31	32	33	34	100	#
27	12.6133	27	28	29	30	31	32	33	34	35	100	#
28	12.6133	28	29	30	31	32	33	34	35	36	100	#
29	12.6133	29	30	31	32	33	34	35	36	37	100	#
30	12.6133	30	31	32	33	34	35	36	37	38	100	#
31	12.6133	31	32	33	34	35	36	37	38	39	100	#
32	12.6133	32	33	34	35	36	37	38	39	40	100	#
33	12.6133	33	34	35	36	37	38	39	40	41	100	#
34	12.6133	34	35	36	37	38	39	40	41	42	100	#
35	12.6133	35	36	37	38	39	40	41	42	43	100	#
36	12.6133	36	37	38	39	40	41	42	43	44	100	#
37	12.6133	37	38	39	40	41	42	43	44	45	100	#
38	12.6133	38	39	40	41	42	43	44	45	46	100	#
39	8.06338	0	1	2	3	4	101	#
40	8.06338	1	2	3	4	5	101	#
41	8.06338	2	3	4	5	6	101	#
42	8.06338	3	4	5	6	7	101	#
43	8.06338	4	5	6	7	8	101	#
44	8.06338	5	6	7	8	9	101	#
45	8.06338	6	7	8	9	10	101	#
46	8.06338	7	8	9	10	11	101	#
47	8.06338	8	9	10	11	12	101	#
48	8.06338	9	10	11	12	13	101	#
49	8.06338	10	11	12	13	14	101	#
50	8.06338	11	12	13	14	15	101	#
51	8.06338	12	13	14	15	16	101	#
52	8.06338	13	14	15	16	17	101	#
53	8.06338	14	15	16	17	18	101	#
54	8.06338	15	16	17	18	19	101	#
55	8.06338	16	17	18	19	20	101	#
56	8.06338	17	18	19	20	21	101	#
57	8.06338	18	19	20	21	22	101	#
58	8.06338	19	20	21	22	23	101	#
59	8.06338	20	21	22	23	24	101	#
60	8.06338	21	22	23	24	25	101	#
61	8.06338	22	23	24	25	26	101	#
62	8.06338	23	24	25	26	27	101	#
63	8.06338	24	25	26	27	28	101	#
64	8.06338	25	26	27	28	29	101	#
65	8.06338	26	27	28	29	30	101	#
66	8.06338	27	28	29	30	31	101	#
67	8.06338	28	29	30	31	32	101	#
68	8.06338	29	30	31	32	33	101	#
69	8.06338	30	31	32	33	34	101	#
70	8.06338	31	32	33	34	35	101	#
71	8.06338	32	33	34	35	36	101	#
72	8.06338	33	34	35	36	37	101	#
73	8.06338	34	35	36	37	38	101	#
74	8.06338	35	36	37	38	39	101	#
75	8.06338	36	37	38	39	40	101	#
76	8.06338	37	38	39	40	41	101	#
77	8.06338	38	39	40	41	42	101	#
78	8.06338	39	40	41	42	43	101	#
79	8.06338	40	41	42	43	44	101	#
80	8.06338	41	42	43	44	45	101	#
81	8.06338	42	43	44	45	46	101	#
82	8.06338	43	44	45	46	47	101	#
83	8.06338	44	45	46	47	48	101	#
84	8.06338	45	46	47	48	49	101	#
85	8.06338	46	47	48	49	50	101	#
86	8.06338	47	48	49	50	51	101	#
87	8.06338	48	49	50	51	52	101	#
88	8.06338	49	50	51	52	53	101	#
89	8.06338	50	51	52	53	54	101	#
90	8.06338	51	52	53	54	55	101	#
91	8.06338	52	53	54	55	56	101	#
92	8.06338	53	54	55	56	57	101	#
93	8.06338	54	55	56	57	58	101	#
94	8.06338	55	56	57	58	59	101	#
95	8.06338	56	57	58	59	60	101	#
96	8.06338	57	58	59	60	61	101	#
97	8.06338	58	59	60	61	62	101	#
98	8.06338	59	60	61	62	63	101	#
99	8.06338	60	61	62	63	64	101	#
100	8.06338	61	62	63	64	65	101	#
101	8.06338	62	63	64	65	66	101	#
