%% File generated by CATS v.2.1Thu May  9 13:09:08 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 100; Bids: 200; Distribution: scheduling; Runs: 1; Seed: 72
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 100
bids 224
dummy 3

0	0.764452	0	100	#
1	0.764452	1	100	#
2	0.764452	2	100	#
3	0.764452	3	100	#
4	0.764452	4	100	#
5	0.764452	5	100	#
6	0.764452	6	100	#
7	0.764452	7	100	#
8	0.764452	8	100	#
9	0.764452	9	100	#
10	0.764452	10	100	#
11	0.764452	11	100	#
12	0.764452	12	100	#
13	0.764452	13	100	#
14	0.764452	14	100	#
15	0.764452	15	100	#
16	0.764452	16	100	#
17	0.764452	17	100	#
18	0.764452	18	100	#
19	0.764452	19	100	#
20	0.764452	20	100	#
21	0.764452	21	100	#
22	0.764452	22	100	#
23	0.764452	23	100	#
24	0.764452	24	100	#
25	0.764452	25	100	#
26	0.764452	26	100	#
27	0.764452	27	100	#
28	0.764452	28	100	#
29	4.33821	0	1	2	3	4	101	#
30	4.33821	1	2	3	4	5	101	#
31	4.33821	2	3	4	5	6	101	#
32	4.33821	3	4	5	6	7	101	#
33	4.33821	4	5	6	7	8	101	#
34	4.33821	5	6	7	8	9	101	#
35	4.33821	6	7	8	9	10	101	#
36	4.33821	7	8	9	10	11	101	#
37	4.33821	8	9	10	11	12	101	#
38	4.33821	9	10	11	12	13	101	#
39	4.33821	10	11	12	13	14	101	#
40	4.33821	11	12	13	14	15	101	#
41	4.33821	12	13	14	15	16	101	#
42	4.33821	13	14	15	16	17	101	#
43	4.33821	14	15	16	17	18	101	#
44	4.33821	15	16	17	18	19	101	#
45	4.33821	16	17	18	19	20	101	#
46	4.33821	17	18	19	20	21	101	#
47	4.33821	18	19	20	21	22	101	#
48	4.33821	19	20	21	22	23	101	#
49	4.33821	20	21	22	23	24	101	#
50	4.33821	21	22	23	24	25	101	#
51	4.33821	22	23	24	25	26	101	#
52	4.33821	23	24	25	26	27	101	#
53	4.33821	24	25	26	27	28	101	#
54	4.33821	25	26	27	28	29	101	#
55	4.33821	26	27	28	29	30	101	#
56	4.33821	27	28	29	30	31	101	#
57	4.33821	28	29	30	31	32	101	#
58	4.33821	29	30	31	32	33	101	#
59	4.33821	30	31	32	33	34	101	#
60	4.33821	31	32	33	34	35	101	#
61	4.33821	32	33	34	35	36	101	#
62	4.33821	33	34	35	36	37	101	#
63	4.33821	34	35	36	37	38	101	#
64	4.33821	35	36	37	38	39	101	#
65	4.33821	36	37	38	39	40	101	#
66	4.33821	37	38	39	40	41	101	#
67	4.33821	38	39	40	41	42	101	#
68	4.33821	39	40	41	42	43	101	#
69	4.33821	40	41	42	43	44	101	#
70	4.33821	41	42	43	44	45	101	#
71	4.33821	42	43	44	45	46	101	#
72	4.33821	43	44	45	46	47	101	#
73	4.33821	44	45	46	47	48	101	#
74	4.33821	45	46	47	48	49	101	#
75	4.33821	46	47	48	49	50	101	#
76	4.33821	47	48	49	50	51	101	#
77	4.33821	48	49	50	51	52	101	#
78	4.33821	49	50	51	52	53	101	#
79	4.33821	50	51	52	53	54	101	#
80	4.33821	51	52	53	54	55	101	#
81	4.33821	52	53	54	55	56	101	#
82	4.33821	53	54	55	56	57	101	#
83	4.33821	54	55	56	57	58	101	#
84	4.33821	55	56	57	58	59	101	#
85	4.33821	56	57	58	59	60	101	#
86	4.33821	57	58	59	60	61	101	#
87	4.33821	58	59	60	61	62	101	#
88	4.33821	59	60	61	62	63	101	#
89	4.33821	60	61	62	63	64	101	#
90	4.33821	61	62	63	64	65	101	#
91	4.33821	62	63	64	65	66	101	#
92	4.33821	63	64	65	66	67	101	#
93	4.33821	64	65	66	67	68	101	#
94	4.33821	65	66	67	68	69	101	#
95	4.33821	66	67	68	69	70	101	#
96	4.33821	67	68	69	70	71	101	#
97	4.33821	68	69	70	71	72	101	#
98	4.33821	69	70	71	72	73	101	#
99	4.33821	70	71	72	73	74	101	#
100	4.33821	71	72	73	74	75	101	#
101	4.33821	72	73	74	75	76	101	#
102	4.33821	73	74	75	76	77	101	#
103	4.33821	74	75	76	77	78	101	#
104	4.33821	75	76	77	78	79	101	#
105	4.33821	76	77	78	79	80	101	#
106	4.33821	77	78	79	80	81	101	#
107	4.33821	78	79	80	81	82	101	#
108	4.33821	79	80	81	82	83	101	#
109	4.33821	80	81	82	83	84	101	#
110	4.33821	81	82	83	84	85	101	#
111	4.33821	82	83	84	85	86	101	#
112	4.33821	83	84	85	86	87	101	#
113	4.33821	84	85	86	87	88	101	#
114	4.33821	85	86	87	88	89	101	#
115	4.33821	86	87	88	89	90	101	#
116	4.33821	87	88	89	90	91	101	#
117	4.33821	88	89	90	91	92	101	#
118	4.33821	89	90	91	92	93	101	#
119	4.33821	90	91	92	93	94	101	#
120	4.33821	91	92	93	94	95	101	#
121	4.33821	92	93	94	95	96	101	#
122	4.33821	93	94	95	96	97	101	#
123	4.29394	94	95	96	97	98	101	#
124	4.25056	95	96	97	98	99	101	#
125	2.22069	0	1	102	#
126	2.22069	1	2	102	#
127	2.22069	2	3	102	#
128	2.22069	3	4	102	#
129	2.22069	4	5	102	#
130	2.22069	5	6	102	#
131	2.22069	6	7	102	#
132	2.22069	7	8	102	#
133	2.22069	8	9	102	#
134	2.22069	9	10	102	#
135	2.22069	10	11	102	#
136	2.22069	11	12	102	#
137	2.22069	12	13	102	#
138	2.22069	13	14	102	#
139	2.22069	14	15	102	#
140	2.22069	15	16	102	#
141	2.22069	16	17	102	#
142	2.22069	17	18	102	#
143	2.22069	18	19	102	#
144	2.22069	19	20	102	#
145	2.22069	20	21	102	#
146	2.22069	21	22	102	#
147	2.22069	22	23	102	#
148	2.22069	23	24	102	#
149	2.22069	24	25	102	#
150	2.22069	25	26	102	#
151	2.22069	26	27	102	#
152	2.22069	27	28	102	#
153	2.22069	28	29	102	#
154	2.22069	29	30	102	#
155	2.22069	30	31	102	#
156	2.22069	31	32	102	#
157	2.22069	32	33	102	#
158	2.22069	33	34	102	#
159	2.22069	34	35	102	#
160	2.22069	35	36	102	#
161	2.22069	36	37	102	#
162	2.22069	37	38	102	#
163	2.22069	38	39	102	#
164	2.22069	39	40	102	#
165	2.22069	40	41	102	#
166	2.22069	41	42	102	#
167	2.22069	42	43	102	#
168	2.22069	43	44	102	#
169	2.22069	44	45	102	#
170	2.22069	45	46	102	#
171	2.22069	46	47	102	#
172	2.22069	47	48	102	#
173	2.22069	48	49	102	#
174	2.22069	49	50	102	#
175	2.22069	50	51	102	#
176	2.22069	51	52	102	#
177	2.22069	52	53	102	#
178	2.22069	53	54	102	#
179	2.22069	54	55	102	#
180	2.22069	55	56	102	#
181	2.22069	56	57	102	#
182	2.22069	57	58	102	#
183	2.22069	58	59	102	#
184	2.22069	59	60	102	#
185	2.22069	60	61	102	#
186	2.22069	61	62	102	#
187	2.22069	62	63	102	#
188	2.22069	63	64	102	#
189	2.22069	64	65	102	#
190	2.22069	65	66	102	#
191	2.22069	66	67	102	#
192	2.22069	67	68	102	#
193	2.22069	68	69	102	#
194	2.22069	69	70	102	#
195	2.22069	70	71	102	#
196	2.22069	71	72	102	#
197	2.22069	72	73	102	#
198	2.22069	73	74	102	#
199	2.22069	74	75	102	#
200	2.22069	75	76	102	#
201	2.22069	76	77	102	#
202	2.22069	77	78	102	#
203	2.22069	78	79	102	#
204	2.22069	79	80	102	#
205	2.22069	80	81	102	#
206	2.22069	81	82	102	#
207	2.22069	82	83	102	#
208	1.96082	83	84	102	#
209	1.96082	84	85	102	#
210	1.96082	85	86	102	#
211	1.96082	86	87	102	#
212	1.96082	87	88	102	#
213	1.96082	88	89	102	#
214	1.96082	89	90	102	#
215	1.96082	90	91	102	#
216	1.96082	91	92	102	#
217	1.96082	92	93	102	#
218	1.96082	93	94	102	#
219	1.86179	94	95	102	#
220	1.86179	95	96	102	#
221	1.86179	96	97	102	#
222	1.86179	97	98	102	#
223	1.86179	98	99	102	#
