%% File generated by CATS v.2.1Thu May  9 13:09:08 2024

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 100; Bids: 200; Distribution: scheduling; Runs: 1; Seed: 56
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 100
bids 265
dummy 4

0	9.8069	0	1	2	3	4	5	6	100	#
1	9.8069	1	2	3	4	5	6	7	100	#
2	9.8069	2	3	4	5	6	7	8	100	#
3	9.8069	3	4	5	6	7	8	9	100	#
4	9.8069	4	5	6	7	8	9	10	100	#
5	9.8069	5	6	7	8	9	10	11	100	#
6	9.8069	6	7	8	9	10	11	12	100	#
7	9.8069	7	8	9	10	11	12	13	100	#
8	9.8069	8	9	10	11	12	13	14	100	#
9	9.8069	9	10	11	12	13	14	15	100	#
10	9.8069	10	11	12	13	14	15	16	100	#
11	9.8069	11	12	13	14	15	16	17	100	#
12	9.8069	12	13	14	15	16	17	18	100	#
13	9.8069	13	14	15	16	17	18	19	100	#
14	9.8069	14	15	16	17	18	19	20	100	#
15	9.8069	15	16	17	18	19	20	21	100	#
16	9.8069	16	17	18	19	20	21	22	100	#
17	9.8069	17	18	19	20	21	22	23	100	#
18	9.8069	18	19	20	21	22	23	24	100	#
19	9.8069	19	20	21	22	23	24	25	100	#
20	9.8069	20	21	22	23	24	25	26	100	#
21	9.8069	21	22	23	24	25	26	27	100	#
22	9.8069	22	23	24	25	26	27	28	100	#
23	9.8069	23	24	25	26	27	28	29	100	#
24	9.8069	24	25	26	27	28	29	30	100	#
25	9.8069	25	26	27	28	29	30	31	100	#
26	9.8069	26	27	28	29	30	31	32	100	#
27	9.8069	27	28	29	30	31	32	33	100	#
28	9.8069	28	29	30	31	32	33	34	100	#
29	9.8069	29	30	31	32	33	34	35	100	#
30	9.8069	30	31	32	33	34	35	36	100	#
31	9.8069	31	32	33	34	35	36	37	100	#
32	9.8069	32	33	34	35	36	37	38	100	#
33	9.8069	33	34	35	36	37	38	39	100	#
34	9.8069	34	35	36	37	38	39	40	100	#
35	9.8069	35	36	37	38	39	40	41	100	#
36	9.8069	36	37	38	39	40	41	42	100	#
37	9.8069	37	38	39	40	41	42	43	100	#
38	9.8069	38	39	40	41	42	43	44	100	#
39	9.8069	39	40	41	42	43	44	45	100	#
40	9.8069	40	41	42	43	44	45	46	100	#
41	9.8069	41	42	43	44	45	46	47	100	#
42	9.8069	42	43	44	45	46	47	48	100	#
43	9.8069	43	44	45	46	47	48	49	100	#
44	9.8069	44	45	46	47	48	49	50	100	#
45	9.8069	45	46	47	48	49	50	51	100	#
46	9.8069	46	47	48	49	50	51	52	100	#
47	9.8069	47	48	49	50	51	52	53	100	#
48	9.8069	48	49	50	51	52	53	54	100	#
49	9.8069	49	50	51	52	53	54	55	100	#
50	9.8069	50	51	52	53	54	55	56	100	#
51	9.8069	51	52	53	54	55	56	57	100	#
52	9.8069	52	53	54	55	56	57	58	100	#
53	9.8069	53	54	55	56	57	58	59	100	#
54	9.8069	54	55	56	57	58	59	60	100	#
55	4.70601	0	1	2	3	4	101	#
56	4.70601	1	2	3	4	5	101	#
57	4.70601	2	3	4	5	6	101	#
58	4.70601	3	4	5	6	7	101	#
59	4.70601	4	5	6	7	8	101	#
60	4.70601	5	6	7	8	9	101	#
61	4.70601	6	7	8	9	10	101	#
62	4.70601	7	8	9	10	11	101	#
63	4.70601	8	9	10	11	12	101	#
64	4.70601	9	10	11	12	13	101	#
65	4.70601	10	11	12	13	14	101	#
66	4.70601	11	12	13	14	15	101	#
67	4.70601	12	13	14	15	16	101	#
68	4.70601	13	14	15	16	17	101	#
69	4.70601	14	15	16	17	18	101	#
70	4.70601	15	16	17	18	19	101	#
71	4.70601	16	17	18	19	20	101	#
72	4.70601	17	18	19	20	21	101	#
73	4.70601	18	19	20	21	22	101	#
74	4.70601	19	20	21	22	23	101	#
75	4.70601	20	21	22	23	24	101	#
76	4.70601	21	22	23	24	25	101	#
77	4.70601	22	23	24	25	26	101	#
78	4.70601	23	24	25	26	27	101	#
79	4.70601	24	25	26	27	28	101	#
80	4.70601	25	26	27	28	29	101	#
81	4.70601	26	27	28	29	30	101	#
82	4.70601	27	28	29	30	31	101	#
83	4.70601	28	29	30	31	32	101	#
84	4.70601	29	30	31	32	33	101	#
85	4.70601	30	31	32	33	34	101	#
86	4.70601	31	32	33	34	35	101	#
87	4.70601	32	33	34	35	36	101	#
88	4.70601	33	34	35	36	37	101	#
89	4.70601	34	35	36	37	38	101	#
90	4.70601	35	36	37	38	39	101	#
91	4.70601	36	37	38	39	40	101	#
92	4.70601	37	38	39	40	41	101	#
93	4.70601	38	39	40	41	42	101	#
94	4.70601	39	40	41	42	43	101	#
95	4.70601	40	41	42	43	44	101	#
96	4.70601	41	42	43	44	45	101	#
97	4.70601	42	43	44	45	46	101	#
98	4.70601	43	44	45	46	47	101	#
99	4.70601	44	45	46	47	48	101	#
100	4.70601	45	46	47	48	49	101	#
101	4.70601	46	47	48	49	50	101	#
102	4.70601	47	48	49	50	51	101	#
103	4.70601	48	49	50	51	52	101	#
104	4.70601	49	50	51	52	53	101	#
105	4.70601	50	51	52	53	54	101	#
106	4.70601	51	52	53	54	55	101	#
107	4.70601	52	53	54	55	56	101	#
108	4.70601	53	54	55	56	57	101	#
109	4.19129	54	55	56	57	58	101	#
110	4.19129	55	56	57	58	59	101	#
111	4.19129	56	57	58	59	60	101	#
112	4.19129	57	58	59	60	61	101	#
113	4.19129	58	59	60	61	62	101	#
114	4.19129	59	60	61	62	63	101	#
115	4.19129	60	61	62	63	64	101	#
116	4.00362	61	62	63	64	65	101	#
117	4.00362	62	63	64	65	66	101	#
118	4.00362	63	64	65	66	67	101	#
119	2.94772	64	65	66	67	68	101	#
120	2.94772	65	66	67	68	69	101	#
121	2.94772	66	67	68	69	70	101	#
122	2.94772	67	68	69	70	71	101	#
123	2.94772	68	69	70	71	72	101	#
124	2.94772	69	70	71	72	73	101	#
125	2.94772	70	71	72	73	74	101	#
126	2.94772	71	72	73	74	75	101	#
127	2.94772	72	73	74	75	76	101	#
128	2.94772	73	74	75	76	77	101	#
129	2.94772	74	75	76	77	78	101	#
130	2.94772	75	76	77	78	79	101	#
131	2.94772	76	77	78	79	80	101	#
132	2.94772	77	78	79	80	81	101	#
133	2.94772	78	79	80	81	82	101	#
134	2.94772	79	80	81	82	83	101	#
135	2.94772	80	81	82	83	84	101	#
136	2.94772	81	82	83	84	85	101	#
137	2.94772	82	83	84	85	86	101	#
138	2.94772	83	84	85	86	87	101	#
139	2.94772	84	85	86	87	88	101	#
140	2.94772	85	86	87	88	89	101	#
141	2.94772	86	87	88	89	90	101	#
142	2.94772	87	88	89	90	91	101	#
143	6.91144	0	1	2	3	102	#
144	6.91144	1	2	3	4	102	#
145	6.91144	2	3	4	5	102	#
146	6.91144	3	4	5	6	102	#
147	6.91144	4	5	6	7	102	#
148	6.91144	5	6	7	8	102	#
149	6.91144	6	7	8	9	102	#
150	6.91144	7	8	9	10	102	#
151	6.91144	8	9	10	11	102	#
152	6.91144	9	10	11	12	102	#
153	6.91144	10	11	12	13	102	#
154	6.91144	11	12	13	14	102	#
155	6.91144	12	13	14	15	102	#
156	6.91144	13	14	15	16	102	#
157	6.91144	14	15	16	17	102	#
158	6.91144	15	16	17	18	102	#
159	6.91144	16	17	18	19	102	#
160	6.91144	17	18	19	20	102	#
161	6.91144	18	19	20	21	102	#
162	6.91144	19	20	21	22	102	#
163	6.91144	20	21	22	23	102	#
164	6.91144	21	22	23	24	102	#
165	6.91144	22	23	24	25	102	#
166	6.91144	23	24	25	26	102	#
167	6.91144	24	25	26	27	102	#
168	6.91144	25	26	27	28	102	#
169	6.91144	26	27	28	29	102	#
170	6.91144	27	28	29	30	102	#
171	6.91144	28	29	30	31	102	#
172	13.544	0	1	2	3	4	5	6	7	103	#
173	13.544	1	2	3	4	5	6	7	8	103	#
174	13.544	2	3	4	5	6	7	8	9	103	#
175	13.544	3	4	5	6	7	8	9	10	103	#
176	13.544	4	5	6	7	8	9	10	11	103	#
177	13.544	5	6	7	8	9	10	11	12	103	#
178	13.544	6	7	8	9	10	11	12	13	103	#
179	13.544	7	8	9	10	11	12	13	14	103	#
180	13.544	8	9	10	11	12	13	14	15	103	#
181	13.544	9	10	11	12	13	14	15	16	103	#
182	13.544	10	11	12	13	14	15	16	17	103	#
